EnsemblID,EnsemblID_base,Symbol,gene_type,HGNC_ID,HGNC_ID_status,HGNC_ID_source,Entrez_ID,Entrez_ID_status,Entrez_ID_source,UniProt_ID,UniProt_ID_status,UniProt_ID_source,OpenTargets_target_ID,OpenTargets_target_ID_status,OpenTargets_target_ID_source,ChEMBL_target_ID,ChEMBL_target_ID_status,ChEMBL_target_ID_source,ChEMBL_mapping_basis,ChEMBL_matched_UniProt_ID,current_HGNC_symbol,symbol_qc_status,one_to_many_fields,ambiguous_mapping,ambiguous_fields,mapping_note
ENSG00000248551.1,ENSG00000248551,RP11-287F9.2,lincRNA,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000248551,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,NOT_FOUND,NOT_ASSESSED_NO_HGNC_MAPPING,NONE,FALSE,NONE,
ENSG00000108576.9,ENSG00000108576,SLC6A4,protein_coding,HGNC:11050,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,6532,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P31645,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000108576,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL2095201|CHEMBL2111346|CHEMBL228|CHEMBL2363064,ONE_TO_MANY,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,P31645,SLC6A4,MATCH,ChEMBL_target_ID,FALSE,NONE,one-to-many fields retained without choosing a preferred identifier
ENSG00000186994.11,ENSG00000186994,KANK3,protein_coding,HGNC:24796,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,256949,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q6NY19,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000186994,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,KANK3,MATCH,NONE,FALSE,NONE,
ENSG00000224215.1,ENSG00000224215,RP11-371A19.2,antisense,HGNC:55861,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,105376453,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000224215,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,C10orf67-AS1,MISMATCH_CURRENT_HGNC,NONE,FALSE,NONE,registry symbol differs from current HGNC symbol; symbol was not used for mapping
ENSG00000244215.1,ENSG00000244215,LINC02016,lincRNA,HGNC:52851,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,101927123,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000244215,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,LINC02016,MATCH,NONE,FALSE,NONE,
ENSG00000182010.10,ENSG00000182010,RTKN2,protein_coding,HGNC:19364,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,219790,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q8IZC4,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000182010,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,RTKN2,MATCH,NONE,FALSE,NONE,
ENSG00000237167.1,ENSG00000237167,AC128709.2,lincRNA,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000237167,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,NOT_FOUND,NOT_ASSESSED_NO_HGNC_MAPPING,NONE,FALSE,NONE,
ENSG00000180440.3,ENSG00000180440,SERTM1,protein_coding,HGNC:33792,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,400120,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,A2A2V5,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000180440,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,SERTM1,MATCH,NONE,FALSE,NONE,
ENSG00000198358.4,ENSG00000198358,RP11-544M22.1,antisense,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000198358,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,NOT_FOUND,NOT_ASSESSED_NO_HGNC_MAPPING,NONE,FALSE,NONE,
ENSG00000170323.8,ENSG00000170323,FABP4,protein_coding,HGNC:3559,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,2167,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P15090,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000170323,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL2083,UNIQUE,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,P15090,FABP4,MATCH,NONE,FALSE,NONE,
ENSG00000266120.1,ENSG00000266120,RP11-354P11.2,antisense,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000266120,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,NOT_FOUND,NOT_ASSESSED_NO_HGNC_MAPPING,NONE,FALSE,NONE,
ENSG00000261863.1,ENSG00000261863,LINC01996,lincRNA,HGNC:52830,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,400568,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000261863,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,LINC01996,MATCH,NONE,FALSE,NONE,
ENSG00000163815.5,ENSG00000163815,CLEC3B,protein_coding,HGNC:11891,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,7123,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P05452,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000163815,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,CLEC3B,MATCH,NONE,FALSE,NONE,
ENSG00000158764.6,ENSG00000158764,ITLN2,protein_coding,HGNC:20599,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,142683,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q8WWU7,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000158764,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,ITLN2,MATCH,NONE,FALSE,NONE,
ENSG00000135604.9,ENSG00000135604,STX11,protein_coding,HGNC:11429,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,8676,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,O75558,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000135604,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,STX11,MATCH,NONE,FALSE,NONE,
ENSG00000165312.6,ENSG00000165312,OTUD1,protein_coding,HGNC:27346,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,220213,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q5VV17,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000165312,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL4630832,UNIQUE,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,Q5VV17,OTUD1,MATCH,NONE,FALSE,NONE,
ENSG00000235387.2,ENSG00000235387,SPAAR,protein_coding,HGNC:27244,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,158376,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,A0A1B0GVQ0,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000235387,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,SPAAR,MATCH,NONE,FALSE,NONE,
ENSG00000234281.5,ENSG00000234281,LANCL1-AS1,antisense,HGNC:50727,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,102724820,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000234281,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,LANCL1-AS1,MATCH,NONE,FALSE,NONE,
ENSG00000105227.14,ENSG00000105227,PRX,protein_coding,HGNC:13797,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,57716,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q9BXM0,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000105227,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,PRX,MATCH,NONE,FALSE,NONE,
ENSG00000034971.16,ENSG00000034971,MYOC,protein_coding,HGNC:7610,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,4653,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q99972,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000034971,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL4105967,UNIQUE,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,Q99972,MYOC,MATCH,NONE,FALSE,NONE,
ENSG00000120156.20,ENSG00000120156,TEK,protein_coding,HGNC:11724,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,7010,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q02763,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000120156,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL2111375|CHEMBL4128,ONE_TO_MANY,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,Q02763,TEK,MATCH,ChEMBL_target_ID,FALSE,NONE,one-to-many fields retained without choosing a preferred identifier
ENSG00000132622.10,ENSG00000132622,HSPA12B,protein_coding,HGNC:16193,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,116835,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q96MM6,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000132622,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,HSPA12B,MATCH,NONE,FALSE,NONE,
ENSG00000131477.10,ENSG00000131477,RAMP2,protein_coding,HGNC:9844,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,10266,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,O60895,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000131477,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL2109232|CHEMBL2364173,ONE_TO_MANY,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,O60895,RAMP2,MATCH,ChEMBL_target_ID,FALSE,NONE,one-to-many fields retained without choosing a preferred identifier
ENSG00000150625.16,ENSG00000150625,GPM6A,protein_coding,HGNC:4460,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,2823,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P51674,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000150625,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,GPM6A,MATCH,NONE,FALSE,NONE,
ENSG00000183090.5,ENSG00000183090,FREM3,protein_coding,HGNC:25172,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,166752,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P0C091,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000183090,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,FREM3,MATCH,NONE,FALSE,NONE,
ENSG00000072163.19,ENSG00000072163,LIMS2,protein_coding,HGNC:16084,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,55679,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q7Z4I7,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000072163,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,LIMS2,MATCH,NONE,FALSE,NONE,
ENSG00000130307.11,ENSG00000130307,USHBP1,protein_coding,HGNC:24058,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,83878,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q8N6Y0,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000130307,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,USHBP1,MATCH,NONE,FALSE,NONE,
ENSG00000171819.4,ENSG00000171819,ANGPTL7,protein_coding,HGNC:24078,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,10218,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,O43827,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000171819,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,ANGPTL7,MATCH,NONE,FALSE,NONE,
ENSG00000168309.16,ENSG00000168309,FAM107A,protein_coding,HGNC:30827,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,11170,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,O95990,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000168309,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,FAM107A,MATCH,NONE,FALSE,NONE,
ENSG00000120903.12,ENSG00000120903,CHRNA2,protein_coding,HGNC:1956,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,1135,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q15822,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000120903,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL2109230|CHEMBL2109236|CHEMBL4524133|CHEMBL4804182,ONE_TO_MANY,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,Q15822,CHRNA2,MATCH,ChEMBL_target_ID,FALSE,NONE,one-to-many fields retained without choosing a preferred identifier
ENSG00000101331.15,ENSG00000101331,CCM2L,protein_coding,HGNC:16153,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,140706,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q9NUG4,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000101331,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,CCM2L,MATCH,NONE,FALSE,NONE,
ENSG00000243566.6,ENSG00000243566,UPK3B,protein_coding,HGNC:21444,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,105375355,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q9BT76,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000243566,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,UPK3B,MATCH,NONE,FALSE,NONE,
ENSG00000122679.8,ENSG00000122679,RAMP3,protein_coding,HGNC:9845,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,10268,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,O60896,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000122679,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,CHEMBL2111190|CHEMBL2111191,ONE_TO_MANY,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,O60896,RAMP3,MATCH,ChEMBL_target_ID,FALSE,NONE,one-to-many fields retained without choosing a preferred identifier
ENSG00000162367.11,ENSG00000162367,TAL1,protein_coding,HGNC:11556,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,6886,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P17542,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000162367,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,TAL1,MATCH,NONE,FALSE,NONE,
ENSG00000075914.12,ENSG00000075914,EXOSC7,protein_coding,HGNC:28112,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,23016,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,Q15024,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000075914,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,EXOSC7,MATCH,NONE,FALSE,NONE,
ENSG00000242435.1,ENSG00000242435,UPK3BP1,transcribed_unprocessed_pseudogene,HGNC:42353,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,107080637,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000242435,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,UPK3BP1,MATCH,NONE,FALSE,NONE,
ENSG00000275612.1,ENSG00000275612,RP11-35J10.6,sense_intronic,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000275612,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,NOT_FOUND,NOT_ASSESSED_NO_HGNC_MAPPING,NONE,FALSE,NONE,
ENSG00000263155.5,ENSG00000263155,MYZAP,protein_coding,HGNC:43444,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,100820829,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,P0CAP1,UNIQUE,HGNC_COMPLETE_SET_EXACT_ENSEMBL,ENSG00000263155,UNIQUE,OPEN_TARGETS_PLATFORM_GRAPHQL_EXACT_ENSEMBL,NOT_FOUND,NOT_FOUND,CHEMBL_TARGET_COMPONENT_API_VIA_HGNC_UNIPROT,EXACT_HGNC_UNIPROT_TO_CHEMBL_COMPONENT_ACCESSION,NOT_FOUND,MYZAP,MATCH,NONE,FALSE,NONE,
