"EnsemblID","Symbol","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000248551.1","RP11-287F9.2","lincRNA",-4.33137452551482,-5.5304691547512,-27.1248380594095,3.64556100678901e-101,1.07930479166995e-96,218.589918602622
"ENSG00000224215.1","RP11-371A19.2","antisense",-5.52053262353147,-3.63360134111278,-26.739804531245,5.51489662799675e-100,8.16370147842359e-96,216.837467556328
"ENSG00000186994.11","KANK3","protein_coding",-2.99022848417783,2.37203032923298,-26.6425796723403,1.44081768849327e-99,1.42189494951772e-95,216.542346937172
"ENSG00000108576.9","SLC6A4","protein_coding",-7.88884829472563,-0.376985723630431,-26.311501701632,6.18085881229393e-98,4.57476264991935e-94,212.757362608853
"ENSG00000182010.10","RTKN2","protein_coding",-4.59045257094404,3.62980073139095,-25.7404998238405,4.10327723139215e-95,2.42963251425192e-91,206.330014218325
"ENSG00000237167.1","AC128709.2","lincRNA",-4.50847104683101,-5.24347543741152,-25.1566361476962,7.63076543449258e-92,3.76527402422646e-88,197.648539397262
"ENSG00000244215.1","LINC02016","lincRNA",-5.86229160062686,-4.59656717118,-25.0221667001459,1.49209588113955e-91,6.31071295100251e-88,197.264165633974
"ENSG00000180440.3","SERTM1","protein_coding",-6.91797919162487,-2.9068925834938,-24.2189455323983,1.46596122759018e-87,5.42515601300436e-84,188.820452627598
"ENSG00000165312.6","OTUD1","protein_coding",-2.07010450543484,4.03740270236629,-23.9813710062267,2.23168307188721e-86,6.9568363023003e-83,186.259243605777
"ENSG00000163815.5","CLEC3B","protein_coding",-4.01956935270025,3.6763048148074,-23.9768719659692,2.34980622248879e-86,6.9568363023003e-83,186.21874818747
"ENSG00000170323.8","FABP4","protein_coding",-6.00298747182906,1.20596964964561,-23.8630715252751,8.66324429983592e-86,2.33167282491766e-82,184.92808351595
"ENSG00000235387.2","SPAAR","protein_coding",-2.80749709600617,-0.393071690546847,-23.7802648057138,2.23911872647716e-85,5.52427908467358e-82,183.89972259416
"ENSG00000183010.16","PYCR1","protein_coding",3.5636384459577,6.32884758990618,23.7450665421543,3.3526680439472e-85,7.63531462377698e-82,183.544577844463
"ENSG00000075914.12","EXOSC7","protein_coding",-1.96791346930986,5.05269221329753,-23.6969676534224,5.82069788148642e-85,1.23091129628062e-81,182.978027613282
"ENSG00000261863.1","LINC01996","lincRNA",-5.98651624437712,-3.70337337102405,-23.6247908251748,1.33207102619252e-84,2.62915298676372e-81,181.79270508704
"ENSG00000198358.4","RP11-544M22.1","antisense",-6.70057285448849,-3.53418814122059,-23.5715485521839,2.45346881312569e-84,4.53983735508745e-81,181.210145857782
"ENSG00000266120.1","RP11-354P11.2","antisense",-4.10818880388754,-5.2914641253189,-23.4079263654456,1.77681369874695e-83,3.09437331559425e-80,178.638641963779
"ENSG00000234281.5","LANCL1-AS1","antisense",-4.93463931911073,-2.08345941483835,-23.2875975488897,6.37846663189021e-83,1.04911601724301e-79,178.183604584135
"ENSG00000135604.9","STX11","protein_coding",-3.14293784483267,2.55259629522243,-23.1665600877732,2.55838215515728e-82,3.98649800450455e-79,176.964369276993
"ENSG00000105227.14","PRX","protein_coding",-3.73364952973477,3.32714699787983,-23.141588608196,3.40744808766104e-82,5.04404540416463e-79,176.670837072009
"ENSG00000072163.19","LIMS2","protein_coding",-2.94516585175837,3.82445076965287,-22.8516320501818,9.50034298279491e-81,1.33936740166012e-77,173.337870832716
"ENSG00000120156.20","TEK","protein_coding",-3.27137873464913,3.1379442644782,-22.8453463950882,1.02110794662693e-80,1.37413281217441e-77,173.276771478448
"ENSG00000131477.10","RAMP2","protein_coding",-2.84368184670827,3.51405673827591,-22.8289343456863,1.23276848625967e-80,1.58684103496538e-77,173.082178983015
"ENSG00000116016.13","EPAS1","protein_coding",-2.77839279006928,8.40429366175325,-22.8014279084822,1.69041787014105e-80,2.08527131097482e-77,172.728322876536
"ENSG00000102760.12","RGCC","protein_coding",-2.99085188862495,5.24343656803656,-22.7569464139141,2.81658259494308e-80,3.3355097722354e-77,172.21218430014
"ENSG00000130307.11","USHBP1","protein_coding",-2.643342491579,1.15102121532191,-22.611417317642,1.49669322820424e-79,1.70427306593133e-76,170.610991309685
"ENSG00000132622.10","HSPA12B","protein_coding",-2.77475006478708,2.31847570351997,-22.5730421429047,2.32494784234377e-79,2.54934836371962e-76,170.179188559614
"ENSG00000183090.5","FREM3","protein_coding",-5.31437065176161,-3.72623782460576,-22.5601615955313,2.69535089413035e-79,2.84994852041511e-76,169.666573196193
"ENSG00000122679.8","RAMP3","protein_coding",-3.28942015382557,3.47102605169973,-22.5441188973025,3.24024843659698e-79,3.30795845565139e-76,169.828853806503
"ENSG00000158764.6","ITLN2","protein_coding",-7.5275889689681,-1.66862881044509,-22.5278613362545,3.90491470660599e-79,3.8536301601259e-76,169.621210834333
"ENSG00000162367.11","TAL1","protein_coding",-3.00090441598096,1.07263154066112,-22.4967379780707,5.5813447540877e-79,5.33036428353292e-76,169.306252884922
"ENSG00000168309.16","FAM107A","protein_coding",-4.71922800587795,2.9220847896925,-22.4679075478519,7.77024690142264e-79,7.18893530510996e-76,168.964460788081
"ENSG00000256013.1","RP11-27M24.1","antisense",-3.08290323107463,4.85499595114968,-22.4348578170303,1.135421102245e-78,1.01864476221411e-75,168.539884988077
"ENSG00000263155.5","MYZAP","protein_coding",-3.68341746476433,2.23763569547,-22.4301078658629,1.1990318329665e-78,1.04407460137665e-75,168.543202204657
"ENSG00000243566.6","UPK3B","protein_coding",-6.22046161555505,1.80933951581423,-22.4065174964768,1.57182351476254e-78,1.32958305651599e-75,168.277379017752
"ENSG00000213853.9","EMP2","protein_coding",-3.00635713383052,7.75625599188145,-22.2784052465502,6.83698867773459e-78,5.62266352202806e-75,166.728412410572
"ENSG00000171819.4","ANGPTL7","protein_coding",-5.14783906051812,-3.54128723634299,-22.1592288630988,2.68357782474923e-77,2.14729743458178e-74,165.131758518704
"ENSG00000242435.1","UPK3BP1","transcribed_unprocessed_pseudogene",-4.00073575148034,-0.276860135249548,-22.1512984189499,2.93919244270551e-77,2.28994030154577e-74,165.326205442633
"ENSG00000275612.1","RP11-35J10.6","sense_intronic",-3.79528974322476,-5.37202988164467,-22.1879592803988,3.3106839152774e-77,2.51323353835135e-74,164.377125114969
"ENSG00000101331.15","CCM2L","protein_coding",-2.70039904661414,1.46705686741025,-22.1178745903426,4.31279889679242e-77,3.19211810346091e-74,164.978646102187
"ENSG00000034971.16","MYOC","protein_coding",-5.49456986264637,-3.34318954342746,-22.0818044075742,6.52329144845715e-77,4.71045284446396e-74,164.332977438149
"ENSG00000139567.12","ACVRL1","protein_coding",-2.5163467634827,4.84455972231636,-22.0772530518558,6.87292665176486e-77,4.8447587250512e-74,164.43776953791
"ENSG00000169744.12","LDB2","protein_coding",-2.67366453465734,3.76038323369893,-22.0607608637845,8.30433291191339e-77,5.71762977186297e-74,164.28762902737
"ENSG00000150625.16","GPM6A","protein_coding",-5.55967282994366,0.174390794242527,-21.9828584364956,2.02946182582646e-76,1.36555106398678e-73,163.436652673684
"ENSG00000238018.2","AC093110.3","antisense",-1.98723747560845,3.2057744067416,-21.9482698221491,3.01765946323074e-76,1.9853516904091e-73,163.022339827579
"ENSG00000231655.1","AC011742.3","processed_pseudogene",-2.79709537815909,-2.98847097673982,-21.9445344959611,3.14974676357335e-76,2.0272044061381e-73,162.700317491687
"ENSG00000136160.14","EDNRB","protein_coding",-3.80185670698114,3.60686944091348,-21.9100838770197,4.67590807228926e-76,2.94542413591906e-73,162.56946169303
"ENSG00000271758.2","RP11-35J10.5","lincRNA",-4.01485245393296,-5.07759104062239,-21.9027776866021,5.54327529393046e-76,3.41904600733552e-73,161.745766878768
"ENSG00000159307.18","SCUBE1","protein_coding",-4.4626491643517,1.1601685786223,-21.861881204489,8.12706099037951e-76,4.91040342206481e-73,162.054718827219
"ENSG00000276668.1","RP11-35J10.7","sense_intronic",-3.875265562551,-5.13362212589707,-21.8521059485317,9.09107566237921e-76,5.38300772120798e-73,161.166618755429
"ENSG00000151718.15","WWC2","protein_coding",-2.39645174308435,4.89346513086458,-21.8160790068666,1.37412059062307e-75,7.9769047462719e-73,161.44434955019
"ENSG00000120903.12","CHRNA2","protein_coding",-4.61763907745862,-4.62315637136634,-21.8030629657732,1.59529069503432e-75,9.08272621484347e-73,160.883107942568
"ENSG00000010319.6","SEMA3G","protein_coding",-3.10978928698323,2.83052502982036,-21.7979735084827,1.69115314160901e-75,9.44684526612762e-73,161.304766944589
"ENSG00000263585.1","RP11-498C9.13","antisense",3.5802785934557,4.3761234381189,21.7367494936286,3.41215038290444e-75,1.87074304141238e-72,160.603985589346
"ENSG00000178084.1","HTR3C","protein_coding",-5.27998310056701,-4.42699771817659,-21.5369732155566,3.65860087428608e-74,1.96939159062025e-71,157.872378833769
