"EnsemblID","Symbol","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000180440.3","SERTM1","protein_coding",-6.46072434344383,0.136511966769295,-33.0696135841764,1.6521972703649e-40,2.84622835230099e-36,81.9860042891868
"ENSG00000198358.4","RP11-544M22.1","antisense",-6.16283436798792,-1.10343601410762,-32.982530271569,1.92273752097615e-40,2.84622835230099e-36,81.7709173399728
"ENSG00000183010.16","PYCR1","protein_coding",3.58431394293567,4.86249115075714,29.8929141329381,4.80422046553243e-38,4.72501800445584e-34,76.5414166633034
"ENSG00000102683.7","SGCG","protein_coding",-4.04850371817706,-0.0878631579004446,-29.638205246483,6.38386543870275e-38,4.72501800445584e-34,76.0950350414864
"ENSG00000263585.1","RP11-498C9.13","antisense",3.58935567938458,2.89363424049608,28.3243549215785,8.33808462047446e-37,4.54903063506667e-33,73.6285110248273
"ENSG00000186994.11","KANK3","protein_coding",-2.94156956565267,3.40519319007921,-28.2681843868597,9.21913929960144e-37,4.54903063506667e-33,73.5870173893441
"ENSG00000034971.16","MYOC","protein_coding",-5.17037554752008,-1.10071903172722,-27.7261242138994,3.76620371595511e-36,1.5928889602081e-32,72.0063366114381
"ENSG00000224215.1","RP11-371A19.2","antisense",-5.21432988232812,-1.35397857775769,-27.3300457123688,6.32024026967965e-36,2.16589426398951e-32,71.078375029031
"ENSG00000244215.1","LINC02016","lincRNA",-5.63830161106835,-2.42027992054983,-27.3660060600094,6.58415469023359e-36,2.16589426398951e-32,71.037375870901
"ENSG00000178084.1","HTR3C","protein_coding",-5.33864710829962,-2.38843974199549,-27.1877560476652,1.03824898037459e-35,3.07383993129701e-32,70.831183886855
"ENSG00000204949.8","FAM83A-AS1","antisense",5.41365488924613,-2.2244252402177,26.9791517123328,1.55795447114809e-35,4.19316364298276e-32,70.3564288305083
"ENSG00000139304.12","PTPRQ","protein_coding",-4.76498370057609,-0.114670114805999,-26.9908319049158,1.70481900231128e-35,4.2060726152023e-32,70.6498101352673
"ENSG00000161649.12","CD300LG","protein_coding",-5.72507792885271,0.412631711954707,-26.9463798908929,1.86985744324055e-35,4.25838457419844e-32,70.56790314495
"ENSG00000248551.1","RP11-287F9.2","lincRNA",-4.15816264197289,-3.60351118307295,-26.0529435875697,9.21060120692316e-35,1.94777899522977e-31,68.1170498427283
"ENSG00000077522.12","ACTN2","protein_coding",-3.49643076542085,0.0531667799523678,-25.9398312523938,1.17542617449496e-34,2.31997782147319e-31,68.6811643433074
"ENSG00000266120.1","RP11-354P11.2","antisense",-4.06236952631848,-3.69162694457201,-25.7317420626794,1.84519650691276e-34,3.4143054864787e-31,67.6035024270789
"ENSG00000182010.10","RTKN2","protein_coding",-4.54518372728502,5.37958057122513,-25.769742340667,2.26426817059387e-34,3.94328961521189e-31,68.1209666237063
"ENSG00000171596.6","NMUR1","protein_coding",-2.9879059007408,0.746717566121306,-25.5350446882788,2.833914251726e-34,4.45594030641599e-31,67.8750283453873
"ENSG00000162367.11","TAL1","protein_coding",-2.86581461244123,2.27702540810122,-25.5309135117201,2.85965229419387e-34,4.45594030641599e-31,67.8787992545733
"ENSG00000232188.1","RP11-312J18.6","lincRNA",-4.24216619020648,-3.3041783773226,-25.4332684828577,3.54221760251044e-34,5.24354471699621e-31,67.137157597456
"ENSG00000108576.9","SLC6A4","protein_coding",-7.72060338434046,2.6589878326066,-25.42172606064,4.82200795040916e-34,6.66331636479801e-31,67.3318596293982
"ENSG00000130307.11","USHBP1","protein_coding",-2.5002784392458,2.06126272383637,-25.2782609046077,4.9826358598287e-34,6.66331636479801e-31,67.3270234981077
"ENSG00000242435.1","UPK3BP1","transcribed_unprocessed_pseudogene",-3.8101081511113,1.04131661522898,-25.3892669696459,5.17652760894258e-34,6.66331636479801e-31,67.2900028165137
"ENSG00000154342.5","WNT3A","protein_coding",-5.11046815506521,0.749424118608443,-25.2902054743486,6.4309007572003e-34,7.933051992403e-31,67.0687017443626
"ENSG00000182255.6","KCNA4","protein_coding",-4.64198213674627,-1.31184987553851,-25.2058442499355,7.74039446677174e-34,9.16648474332976e-31,66.8591070838793
"ENSG00000158764.6","ITLN2","protein_coding",-6.85449598612673,1.04107833117184,-25.1722350617735,8.33475289647355e-34,9.49071900973061e-31,66.792051030841
"ENSG00000177300.6","CLDN22","protein_coding",-2.14457863801803,2.02515606922383,-24.987741214499,9.48917284272262e-34,1.04050537474684e-30,66.6813940571019
"ENSG00000261863.1","LINC01996","lincRNA",-5.2162300489025,-1.35455115248956,-25.0319918552591,1.13591699242404e-33,1.20106994563236e-30,66.4370218580258
"ENSG00000147689.16","FAM83A","protein_coding",6.56388392370664,2.78717014830785,24.7448407181128,2.15078271793589e-33,2.19572666024862e-30,65.8770075185246
"ENSG00000228401.4","HSPC324","antisense",-3.88094276056198,-0.980088725276263,-24.5423054010353,2.91040597828339e-33,2.87218264643527e-30,65.4985863854503
"ENSG00000179133.12","C10orf67","protein_coding",-4.51230271548398,0.133531939072179,-24.5137846222861,3.61089597202178e-33,3.44852213379603e-30,65.3245744410682
"ENSG00000022267.16","FHL1","protein_coding",-3.60251958524557,6.36298912521307,-24.4104772217042,4.5581245291511e-33,4.21711983781398e-30,65.12617480552
"ENSG00000140600.16","SH3GL3","protein_coding",-4.87983763434838,-0.562230398168979,-24.2638094581076,6.35366962069234e-33,5.56777709211314e-30,64.7612528354803
"ENSG00000047648.21","ARHGAP6","protein_coding",-2.4504419538343,2.84006751612104,-24.1385059828191,6.46648592815548e-33,5.56777709211314e-30,64.7763439438604
"ENSG00000102760.12","RGCC","protein_coding",-2.9046577748625,6.44650621482756,-24.2064218861645,6.58218598338039e-33,5.56777709211314e-30,64.7550768523907
"ENSG00000243479.3","MNX1-AS1","lincRNA",4.52134581140197,-2.64973202200713,24.048911535424,8.01184003629545e-33,6.58884822540453e-30,64.2317773573372
"ENSG00000170323.8","FABP4","protein_coding",-5.75849253487962,3.77864468365697,-24.022001408877,1.10252513505589e-32,8.75785203656909e-30,64.2450500644049
"ENSG00000280339.1","RP11-736K20.4","TEC",-2.63177124623182,0.90554192659345,-23.8982450141304,1.12409098625152e-32,8.75785203656909e-30,64.221822583888
"ENSG00000276668.1","RP11-35J10.7","sense_intronic",-3.64059530640353,-3.65489160785187,-23.8334679526917,1.30580731013801e-32,9.9127515958836e-30,63.5386969847868
"ENSG00000251003.7","ZFPM2-AS1","processed_transcript",4.98121646475881,-1.88849564946554,23.8411214433016,1.45999460916596e-32,1.08061500997419e-29,63.6361226808224
"ENSG00000118322.12","ATP10B","protein_coding",5.19965418857814,-0.059683629630886,23.873373641415,1.55055917597092e-32,1.09412360928904e-29,63.9006945820966
"ENSG00000101331.15","CCM2L","protein_coding",-2.56129434037125,2.53891418211014,-23.7589342973215,1.55215806222183e-32,1.09412360928904e-29,63.9036700288333
"ENSG00000179913.10","B3GNT3","protein_coding",4.29127021364086,2.56735896290628,23.7314722510035,2.15072627147899e-32,1.4808000463583e-29,63.5782115689722
"ENSG00000198211.8","RP11-566K11.2","protein_coding",4.40280503305143,3.95388495601714,23.6008743857145,2.91052659667916e-32,1.95838750957462e-29,63.2785553367003
"ENSG00000258947.6","TUBB3","protein_coding",4.88388783368214,3.66905229398764,23.4668297709183,3.97591561711183e-32,2.61579906133807e-29,62.9705798911115
"ENSG00000235387.2","SPAAR","protein_coding",-2.67833519277487,0.684930382715332,-23.3407756577347,4.12655072301865e-32,2.65588392838457e-29,62.9061719506199
"ENSG00000131477.10","RAMP2","protein_coding",-2.83376277306152,4.72530330177649,-23.3606109082566,4.56304082585653e-32,2.87432737638954e-29,62.8250731825224
"ENSG00000120645.11","IQSEC3","protein_coding",-2.79131339895092,1.75678237020633,-23.2852336227029,4.70382057225893e-32,2.90127733046454e-29,62.7933188670969
"ENSG00000154721.14","JAM2","protein_coding",-2.44562651685203,4.36509163571269,-23.2457315244711,5.16367501544831e-32,3.0709434100138e-29,62.6994574285498
"ENSG00000114654.7","EFCC1","protein_coding",-3.01517218540049,2.64299650734441,-23.3123174695208,5.18635312101229e-32,3.0709434100138e-29,62.7026468197923
"ENSG00000168952.15","STXBP6","protein_coding",-3.9260853335126,3.2598328555507,-23.2481105473389,6.6346460715338e-32,3.85147709007509e-29,62.4601117004562
"ENSG00000148488.15","ST8SIA6","protein_coding",-3.74443204809636,0.566721427684248,-23.2079250564824,7.29219744517955e-32,4.15178456849973e-29,62.3608812844142
"ENSG00000164466.12","SFXN1","protein_coding",1.53933666351284,4.53230421913619,23.0603420565837,8.0132521273953e-32,4.47623287705029e-29,62.2303842577678
"ENSG00000101280.7","ANGPT4","protein_coding",-4.54363494734969,0.0337623222943356,-23.0053116042743,1.17666843659257e-31,6.45119365439991e-29,61.8419815851292
"ENSG00000275612.1","RP11-35J10.6","sense_intronic",-3.47370807311168,-3.83334228849719,-22.8793944096233,1.23387196712752e-31,6.64182062886862e-29,61.3981735985405
"ENSG00000167434.9","CA4","protein_coding",-5.63589594165481,1.8403895769448,-22.9391992677712,1.37649192241325e-31,7.27721783124405e-29,61.7330628081548
"ENSG00000163815.5","CLEC3B","protein_coding",-3.94124116184583,5.18932691295176,-22.9301695556704,1.40633787598711e-31,7.30456827306567e-29,61.7072302006031
"ENSG00000072163.19","LIMS2","protein_coding",-2.81894047353523,5.02835871742762,-22.8842383701492,1.44233116260344e-31,7.36235455173059e-29,61.6733519986442
"ENSG00000225243.5","RP1-127D3.4","antisense",-3.1040962069615,2.02726750934171,-22.8691104630151,1.48105700290219e-31,7.43189383524106e-29,61.6588080488774
"ENSG00000234281.5","LANCL1-AS1","antisense",-4.39847247537942,-0.150212408009643,-22.8802738126998,1.58350760502614e-31,7.81355435906732e-29,61.5450251791242
"ENSG00000137868.18","STRA6","protein_coding",4.15899481351413,0.482034124816413,22.8380505108754,1.75104273522262e-31,8.49858544573785e-29,61.4881904660766
"ENSG00000227954.6","TARID","antisense",-3.11354533455302,3.4499440732111,-22.731845123024,2.20790394690908e-31,1.05430974600307e-28,61.2576848437967
"ENSG00000237167.1","AC128709.2","lincRNA",-4.18904548802591,-3.33358641687031,-22.5013394845305,3.06735393815444e-31,1.44146159830159e-28,60.5439167929571
"ENSG00000183090.5","FREM3","protein_coding",-5.00614380320765,-1.63313048426597,-22.5736927689588,3.29777231506265e-31,1.52552886187101e-28,60.7432152165016
"ENSG00000133116.7","KL","protein_coding",-3.0660950327737,2.32643944611066,-22.5113730436281,3.56697863000728e-31,1.62467645107685e-28,60.7820242693251
"ENSG00000204305.13","AGER","protein_coding",-6.69173748165362,7.43940787445477,-22.5342621787883,3.62614850704855e-31,1.62660231363151e-28,60.7583018433723
"ENSG00000105227.14","PRX","protein_coding",-3.65109906402588,4.61112062716595,-22.4363109405741,4.59305216661969e-31,2.0295806335066e-28,60.5215792336373
"ENSG00000176771.16","NCKAP5","protein_coding",-4.05413752594713,3.49826991580334,-22.2628452142463,6.99469327601477e-31,3.04536601661314e-28,60.1103790397791
"ENSG00000169218.13","RSPO1","protein_coding",-3.58458374352986,0.432585602611389,-22.2489174034291,7.235754038364e-31,3.06579248772392e-28,60.0803990472953
"ENSG00000268505.1","RP11-805I24.3","lincRNA",-4.20326629584808,-1.85357498207025,-22.1964381360749,7.24871560294111e-31,3.06579248772392e-28,59.947145578387
"ENSG00000182533.6","CAV3","protein_coding",-3.64388045448523,-2.85008161383808,-22.1308829342791,7.57575024773663e-31,3.15898115259846e-28,59.9320669819798
"ENSG00000171819.4","ANGPTL7","protein_coding",-4.58983483166407,-1.42564419015114,-22.2217891087859,7.72976659445271e-31,3.17843708049121e-28,59.9779691925186
"ENSG00000092295.11","TGM1","protein_coding",-2.99945850386489,1.42368004462842,-22.1316282373143,8.37587980099414e-31,3.39693558066072e-28,59.9321791648056
"ENSG00000099953.9","MMP11","protein_coding",5.54481092917894,3.19491161890377,22.176772669591,8.62626313500336e-31,3.45120468074202e-28,59.8984577282445
"ENSG00000226239.1","RP1-310O13.7","antisense",-2.53381580864679,1.00623984453143,-22.067373525572,8.85642543520736e-31,3.49424571712273e-28,59.872190257633
"ENSG00000226252.1","RP1-18D14.7","antisense",-3.01335738130423,-1.32180459406729,-22.0622033695221,8.96989375468916e-31,3.49424571712273e-28,59.799579144132
"ENSG00000144230.16","GPR17","protein_coding",-2.95093288019074,-0.902008873891252,-22.0259489602918,9.84094687824223e-31,3.78378017243168e-28,59.7651002277058
