"EnsemblID","Symbol","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000248551.1","RP11-287F9.2","lincRNA",-4.42864490397512,-5.5304691547512,-30.0915057411856,7.47144755274511e-119,2.21199676246572e-114,258.92050139358
"ENSG00000108576.9","SLC6A4","protein_coding",-8.08272391409558,-0.376985723630431,-28.5984326826274,2.26622978339611e-111,3.35469994836127e-107,243.563199560484
"ENSG00000224215.1","RP11-371A19.2","antisense",-5.58103736344366,-3.63360134111278,-28.0257316026266,1.76170671962048e-108,1.73856963803613e-104,236.270727690597
"ENSG00000186994.11","KANK3","protein_coding",-3.05273761170618,2.37203032923298,-27.9966171033865,2.47266689992364e-108,1.83014440597848e-104,236.641778762804
"ENSG00000244215.1","LINC02016","lincRNA",-5.76855606701701,-4.59656717118,-26.9233134107212,6.8889008295121e-103,4.0790559591707e-99,223.243877331691
"ENSG00000237167.1","AC128709.2","lincRNA",-4.40894555910842,-5.24347543741152,-26.4384418119784,2.03191153847816e-100,1.00261288346974e-96,217.31493064208
"ENSG00000182010.10","RTKN2","protein_coding",-4.61666614035232,3.62980073139095,-26.4193355953158,2.54294460005782e-100,1.07552025470446e-96,218.266044595927
"ENSG00000180440.3","SERTM1","protein_coding",-7.32504969467161,-2.9068925834938,-25.6698218532986,1.71172689008933e-96,6.3346732884981e-93,209.222756706673
"ENSG00000170323.8","FABP4","protein_coding",-6.21427351919757,1.20596964964561,-25.2300084949676,3.0511144998898e-94,1.00368106537486e-90,204.304596035496
"ENSG00000198358.4","RP11-544M22.1","antisense",-6.65322568331779,-3.53418814122059,-25.0404225974377,2.85538941368721e-93,8.45366589816236e-90,201.665872974347
"ENSG00000261863.1","LINC01996","lincRNA",-6.0538400649948,-3.70337337102405,-24.9339277216242,1.00327355355338e-92,2.70026516604558e-89,200.361526253021
"ENSG00000266120.1","RP11-354P11.2","antisense",-4.17467789185652,-5.2914641253189,-24.9136523334182,1.27450110309559e-92,3.14440663818732e-89,199.538418933669
"ENSG00000163815.5","CLEC3B","protein_coding",-4.0295648015511,3.6763048148074,-24.5722439513252,7.17618906288663e-91,1.63429425689093e-87,196.564428343816
"ENSG00000135604.9","STX11","protein_coding",-3.16791651216385,2.55259629522243,-24.3980279521884,5.61830960057207e-90,1.18811195738955e-86,194.519800998796
"ENSG00000158764.6","ITLN2","protein_coding",-7.59135603415984,-1.66862881044509,-24.2869657893524,2.08674103688349e-89,4.11867034253151e-86,193.15627096906
"ENSG00000235387.2","SPAAR","protein_coding",-2.85409030166293,-0.393071690546847,-24.2519646356902,3.15557289734523e-89,5.83899319992518e-86,192.710498207995
