"EnsemblID","Symbol","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000248551.1","RP11-287F9.2","lincRNA",-4.48518186766829,-5.5304691547512,-31.128320068313,6.23505893477576e-122,1.84595154822971e-117,266.101873483544
"ENSG00000224215.1","RP11-371A19.2","antisense",-5.50048777857896,-3.63360134111278,-30.6446184948535,1.67275550381566e-120,2.47617997229832e-116,263.904391195946
"ENSG00000180440.3","SERTM1","protein_coding",-7.06333780753032,-2.9068925834938,-30.538309181309,4.59953048108018e-120,4.53912331409533e-116,263.399141904535
"ENSG00000108576.9","SLC6A4","protein_coding",-7.74699166636271,-0.376985723630431,-30.2222154705176,1.62662747109274e-118,1.20394832272929e-114,259.998540209515
"ENSG00000244215.1","LINC02016","lincRNA",-5.90384871330888,-4.59656717118,-28.5393555027049,3.33286921867194e-110,1.95616890866684e-106,240.0070009043
"ENSG00000182010.10","RTKN2","protein_coding",-4.6184805406152,3.62980073139095,-28.524194525956,3.96440365196279e-110,1.95616890866684e-106,240.79657517778
"ENSG00000237167.1","AC128709.2","lincRNA",-4.55311416143862,-5.24347543741152,-28.2160321819851,4.01836986831404e-108,1.69954083316151e-104,234.965537673842
"ENSG00000261863.1","LINC01996","lincRNA",-5.95059424110049,-3.70337337102405,-27.7496188832461,2.87517510374605e-106,1.06403042651882e-102,231.464748148861
"ENSG00000198358.4","RP11-544M22.1","antisense",-6.71118219766873,-3.53418814122059,-27.5178071300604,4.14742662759697e-105,1.36431903040707e-101,228.828899185064
"ENSG00000186994.11","KANK3","protein_coding",-2.88674822364504,2.37203032923298,-26.7466161672224,3.0566611887904e-101,9.04955111553284e-98,220.382885109087
"ENSG00000170323.8","FABP4","protein_coding",-5.95975263710704,1.20596964964561,-26.6560844096253,8.71612686185346e-101,2.3459059261094e-97,219.338989584902
"ENSG00000165312.6","OTUD1","protein_coding",-2.10882682063487,4.03740270236629,-26.307934450801,4.92358031168865e-99,1.21472932256545e-95,215.307536174263
"ENSG00000183090.5","FREM3","protein_coding",-5.32151200343625,-3.72623782460576,-26.0174704202874,1.43264054594155e-97,3.26267353870351e-94,211.538013089283
"ENSG00000120156.20","TEK","protein_coding",-3.38552506755123,3.1379442644782,-26.0055755680891,1.64484081829196e-97,3.47836837616798e-94,211.815866892471
"ENSG00000158764.6","ITLN2","protein_coding",-7.42296148410832,-1.66862881044509,-25.9389431868092,3.56625252849937e-97,7.03883149058349e-94,210.998438216522
"ENSG00000234281.5","LANCL1-AS1","antisense",-4.8785721839166,-2.08345941483835,-25.9322178327292,3.85602167049588e-97,7.13508609854382e-94,210.777155181103
"ENSG00000150625.16","GPM6A","protein_coding",-5.74771970457068,0.174390794242527,-25.8448038463306,1.06463950446889e-96,1.85410100995917e-93,209.956737009539
"ENSG00000135604.9","STX11","protein_coding",-3.17000080694732,2.55259629522243,-25.6665626788795,8.45340497078636e-96,1.39039726425056e-92,207.892850560431
"ENSG00000266120.1","RP11-354P11.2","antisense",-4.120294155883,-5.2914641253189,-25.553989052505,3.5375910607847e-95,5.51231162871536e-92,205.507130420638
"ENSG00000163815.5","CLEC3B","protein_coding",-3.93210136373125,3.6763048148074,-25.4839000999164,7.07650093492419e-95,1.04753443339683e-91,205.76557465682
"ENSG00000235387.2","SPAAR","protein_coding",-2.78131388971566,-0.393071690546847,-25.3268440237733,4.40279945400763e-94,6.20710860168333e-91,203.858122572547
"ENSG00000120903.12","CHRNA2","protein_coding",-4.6223693233967,-4.62315637136634,-25.1915880551194,2.12705014139915e-93,2.86242938573924e-90,201.84676547846
"ENSG00000271758.2","RP11-35J10.5","lincRNA",-4.06677351668456,-5.07759104062239,-25.1714250622463,3.02616162257911e-93,3.89532786948161e-90,201.285496433387
"ENSG00000131477.10","RAMP2","protein_coding",-2.85535246679381,3.51405673827591,-25.0956124823131,6.50649717041512e-93,8.02630646780458e-90,201.251985449673
"ENSG00000263155.5","MYZAP","protein_coding",-3.72300195165008,2.23763569547,-25.0573212830322,1.01651504390457e-92,1.20379777559354e-89,200.82227570851
"ENSG00000275612.1","RP11-35J10.6","sense_intronic",-3.83104429919359,-5.37202988164467,-25.0772323551543,1.62917434674882e-92,1.85512829653252e-89,199.422983382985
"ENSG00000168309.16","FAM107A","protein_coding",-4.76232493488759,2.9220847896925,-24.8671809124708,9.32412271204985e-92,1.02240732227018e-88,198.605957450586
"ENSG00000276668.1","RP11-35J10.7","sense_intronic",-3.90878676406668,-5.13362212589707,-24.8174396450895,1.66526253529388e-91,1.76077723642538e-88,197.196595600804
"ENSG00000161649.12","CD300LG","protein_coding",-6.32611485708453,-2.23802626813008,-24.7682671421872,2.95467464380492e-91,3.01641715532719e-88,197.388234976982
"ENSG00000171819.4","ANGPTL7","protein_coding",-5.04379662767952,-3.54128723634299,-24.6739352301304,8.87822924263208e-91,8.76162849857885e-88,196.029336633851
"ENSG00000034971.16","MYOC","protein_coding",-5.34083463596983,-3.34318954342746,-24.5784248403735,2.70534512769241e-90,2.58369186614392e-87,195.02095870825
"ENSG00000162367.11","TAL1","protein_coding",-2.96125301663107,1.07263154066112,-24.5123636922814,5.84760469408487e-90,5.41013076790864e-87,194.483804385075
"ENSG00000136160.14","EDNRB","protein_coding",-3.88199747048848,3.60686944091348,-24.5053833829972,6.34384461182443e-90,5.69138980538406e-87,194.388884956968
"ENSG00000178084.1","HTR3C","protein_coding",-5.1844282913361,-4.42699771817659,-24.4983484383544,7.68758898181237e-90,6.69408115869226e-87,193.83879099139
"ENSG00000182255.6","KCNA4","protein_coding",-5.20595659058999,-3.50054690660643,-24.4036200749966,2.08028684281425e-89,1.7596849219531e-86,193.020216571751
"ENSG00000140505.6","CYP1A2","protein_coding",-5.01007826930606,-4.73701953791641,-24.3741849626067,2.93312146790032e-89,2.41216650496269e-86,192.430611417232
"ENSG00000132622.10","HSPA12B","protein_coding",-2.772960122501,2.31847570351997,-24.284138863067,8.39124438639811e-89,6.71435625145141e-86,191.832455192867
"ENSG00000140600.16","SH3GL3","protein_coding",-5.66562620904988,-3.02951291298097,-24.229696928203,1.76335340345974e-88,1.37383791744287e-85,190.949141533113
"ENSG00000169744.12","LDB2","protein_coding",-2.6891894855503,3.76038323369893,-24.1591989378442,3.60861539062506e-88,2.68019264270401e-85,190.354379779921
"ENSG00000105227.14","PRX","protein_coding",-3.65399764913268,3.32714699787983,-24.1589020245356,3.62114793312708e-88,2.68019264270401e-85,190.363284465062
"ENSG00000151718.15","WWC2","protein_coding",-2.49449703872289,4.89346513086458,-24.1007349048007,7.14216075927328e-88,5.15733686436695e-85,189.639603045785
"ENSG00000010319.6","SEMA3G","protein_coding",-3.11630498083576,2.83052502982036,-23.9730272394504,3.17367201161671e-87,2.23713651371248e-84,188.199088760685
"ENSG00000159307.18","SCUBE1","protein_coding",-4.3359923174207,1.1601685786223,-23.9703524227713,3.27438610493882e-87,2.25445290750741e-84,188.181770825689
"ENSG00000072163.19","LIMS2","protein_coding",-2.88111860534097,3.82445076965287,-23.8651577304388,1.11881617297821e-86,7.52810718572565e-84,186.924999303148
"ENSG00000256013.1","RP11-27M24.1","antisense",-3.13293535373174,4.85499595114968,-23.8431418247942,1.44693353243063e-86,9.51953648025359e-84,186.652985732549
"ENSG00000075914.12","EXOSC7","protein_coding",-1.88044590619752,5.05269221329753,-23.8329201710376,1.63044213357589e-86,1.04936673492713e-83,186.519327760824
"ENSG00000116016.13","EPAS1","protein_coding",-2.78743417724795,8.40429366175325,-23.807741516591,2.18798760210065e-86,1.37824597761259e-83,186.236823268688
"ENSG00000102760.12","RGCC","protein_coding",-2.94848598374814,5.24343656803656,-23.805044845569,2.25801142771417e-86,1.3927226318522e-83,186.194627654591
"ENSG00000154721.14","JAM2","protein_coding",-2.60122042003408,3.19922915279412,-23.797181444959,2.47525807818756e-86,1.49556103393512e-83,186.144647197163
"ENSG00000139567.12","ACVRL1","protein_coding",-2.52290635513306,4.84455972231636,-23.7547105688167,4.06535427332798e-86,2.40717757232296e-83,185.611215157438
"ENSG00000254951.7","RP11-494M8.4","sense_overlapping",-4.57669524206133,-3.97478722331516,-23.7302504445175,5.98806815740557e-86,3.4761322719245e-83,184.975936558176
"ENSG00000122679.8","RAMP3","protein_coding",-3.18955328950527,3.47102605169973,-23.6047675695586,2.34370587408971e-85,1.33437992515961e-82,183.901429534576
"ENSG00000268388.5","FENDRR","lincRNA",-4.61763512498439,1.28821278261945,-23.5649309422789,3.73289902593425e-85,2.08521148229829e-82,183.459551431087
"ENSG00000225683.5","PACRG-AS3","antisense",-4.22720115946005,-5.38884454630149,-23.5030059222153,8.4975385158563e-85,4.6588541722304e-82,181.882539045273
"ENSG00000176771.16","NCKAP5","protein_coding",-4.40820422659477,1.56659884302823,-23.4845313475696,9.55062564097251e-85,5.14101495866604e-82,182.517411328844
"ENSG00000170989.8","S1PR1","protein_coding",-2.82387891245695,4.32240396891076,-23.4732288701732,1.08990136886233e-84,5.76207498688181e-82,182.344326610285
"ENSG00000269186.1","LINC01082","lincRNA",-4.20420401468224,-4.41579736750668,-23.433529096638,1.73320170866786e-84,9.00231048891593e-82,181.502442798838
"ENSG00000243566.6","UPK3B","protein_coding",-5.95208355644314,1.80933951581423,-23.3985997315026,2.60678517027908e-84,1.33062899571176e-81,181.523206474455
"ENSG00000070778.12","PTPN21","protein_coding",-2.59599490320511,4.0141967802787,-23.3431881284891,4.98088004807329e-84,2.49938872378403e-81,180.840265856699
"ENSG00000213853.9","EMP2","protein_coding",-3.0379493391204,7.75625599188145,-23.328249842649,5.9308224327087e-84,2.92646548237956e-81,180.636531528632
"ENSG00000183010.16","PYCR1","protein_coding",3.49374492831201,6.32884758990618,23.3194228934462,6.57521599200708e-84,3.1912433550715e-81,180.568011596652
"ENSG00000102104.8","RS1","protein_coding",-4.93304932128087,-2.2385932558135,-23.2814337606003,1.02493956977258e-83,4.89425175849791e-81,180.040664050532
"ENSG00000102683.7","SGCG","protein_coding",-4.35781561395501,-2.07571032835414,-23.2580847668625,1.34645123688704e-83,6.25904247504878e-81,179.811603226819
"ENSG00000101331.15","CCM2L","protein_coding",-2.64885633652478,1.46705686741025,-23.2576675107614,1.35303221780424e-83,6.25904247504878e-81,179.885060968266
"ENSG00000261371.5","PECAM1","protein_coding",-2.31367360722968,7.3568310685015,-23.1476976453412,4.89087415062632e-83,2.22768030928374e-80,178.525669062993
"ENSG00000197465.13","GYPE","protein_coding",-3.74744523650503,-1.54915785569233,-23.0596963184853,1.36763772974182e-82,6.13489130708128e-80,177.505730590596
"ENSG00000238018.2","AC093110.3","antisense",-1.9991868683747,3.2057744067416,-23.0535514167126,1.46944886925805e-82,6.49320943630656e-80,177.491172466392
"ENSG00000101280.7","ANGPT4","protein_coding",-4.70880297177564,-2.09552364157965,-23.0477264741582,1.57294715422867e-82,6.84833433060206e-80,177.360322423792
"ENSG00000165810.16","BTNL9","protein_coding",-4.25291532025107,1.78978045199551,-22.9755316613284,3.6565633245978e-82,1.56893063460931e-79,176.591638378546
"ENSG00000167434.9","CA4","protein_coding",-5.97471900288025,-0.227706536570432,-22.9457870795357,5.17619913327499e-82,2.1892364505677e-79,176.254631150276
"ENSG00000249751.3","ECSCR","protein_coding",-2.33333696001014,3.05228458398024,-22.8456810774992,1.66715386239598e-81,6.95179679578808e-79,175.06443942347
"ENSG00000254568.1","RP11-664I21.5","antisense",-2.78829894098929,-0.188832771708533,-22.8161895467678,2.35297223796255e-81,9.67529112182213e-79,174.720038978358
"ENSG00000237923.1","XXbac-BPG27H4.8","lincRNA",-3.75918857362826,-5.53280106491513,-22.8132057764081,2.67037474552175e-81,1.08300157145092e-78,174.036725794737
"ENSG00000277494.1","GPIHBP1","protein_coding",-4.43287882574263,1.16682622091364,-22.8002015487138,2.83621420571336e-81,1.13471564559932e-78,174.557971171398
"ENSG00000231655.1","AC011742.3","processed_pseudogene",-2.77119067945228,-2.98847097673982,-22.7875396324105,3.28839613060451e-81,1.2980834112357e-78,174.126856870815
"ENSG00000171132.13","PRKCE","protein_coding",-1.98776006879049,3.88933083583484,-22.7726640712301,3.9125518945693e-81,1.52414488671867e-78,174.189070596576
"ENSG00000154133.14","ROBO4","protein_coding",-2.82995853754431,4.17317806682749,-22.7338685047611,6.15598014060801e-81,2.36693439016676e-78,173.728940375481
"ENSG00000137878.16","GCOM1","protein_coding",-1.89974833239975,3.91027319896404,-22.7270990879218,6.6625804562658e-81,2.52887637164366e-78,173.662151500873
"ENSG00000279686.1","AC142391.3","protein_coding",-2.34391047679533,2.78922949892558,-22.7082902517266,8.29983798452317e-81,3.11044308063029e-78,173.471072463376
"ENSG00000268505.1","RP11-805I24.3","lincRNA",-4.56117702257948,-3.6973271980223,-22.7013008152877,9.00596493590349e-81,3.33288247365448e-78,173.149630063609
"ENSG00000114790.12","ARHGEF26","protein_coding",-3.04089169433687,3.62856606442514,-22.6996665922835,9.17954980615685e-81,3.35518211803802e-78,173.347132841839
"ENSG00000155897.9","ADCY8","protein_coding",-5.72193465793244,-3.86552578260936,-22.7136777770952,9.34452061397977e-81,3.37382777192055e-78,173.168255646446
"ENSG00000130307.11","USHBP1","protein_coding",-2.53197978651441,1.15102121532191,-22.6653578681976,1.37050714395995e-80,4.88858247037086e-78,172.989390961785
"ENSG00000179133.12","C10orf67","protein_coding",-4.90936637966323,-2.08050013289219,-22.5446583994277,5.61275545878716e-80,1.97822902515301e-77,171.552767962481
"ENSG00000167588.12","GPD1","protein_coding",-4.78890046051791,1.39662582870425,-22.5290224511149,6.73734288192752e-80,2.34665615720407e-77,171.400027092937
"ENSG00000198844.10","ARHGEF15","protein_coding",-2.53900020062007,3.08624935120672,-22.514765273829,7.95803697221494e-80,2.73960049534181e-77,171.209511339075
"ENSG00000022267.16","FHL1","protein_coding",-3.76342343016764,4.59834646384954,-22.4884979389081,1.08153130389328e-79,3.68043859575455e-77,170.851728549494
"ENSG00000139304.12","PTPRQ","protein_coding",-5.3329619264163,-2.33119605040779,-22.4698136002616,1.34526140796944e-79,4.52588741412991e-77,170.647365797902
"ENSG00000095370.19","SH2D3C","protein_coding",-2.32176494986018,3.93278339049114,-22.3827501552443,3.71842857151763e-79,1.23694153132979e-76,169.647151290928
"ENSG00000114854.7","TNNC1","protein_coding",-4.55821339383583,2.02477208205368,-22.366658266785,4.48708780313007e-79,1.47605246110521e-76,169.50430405143
"ENSG00000198873.11","GRK5","protein_coding",-2.6819338150147,4.12251282954617,-22.3634129698661,4.66038542923801e-79,1.5162128683299e-76,169.408609359413
"ENSG00000123119.11","NECAB1","protein_coding",-3.48839526496925,1.1323487175923,-22.3215221945729,7.60057363149875e-79,2.44589764058861e-76,168.988460934657
"ENSG00000168481.8","LGI3","protein_coding",-6.86578322429487,0.0634447786976173,-22.283147056695,1.18967790634273e-78,3.78726925754654e-76,168.542263814919
"ENSG00000204305.13","AGER","protein_coding",-6.77329568812373,4.88252165483324,-22.2440707786668,1.8773843247734e-78,5.9129617360895e-76,168.037542964985
"ENSG00000111052.7","LIN7A","protein_coding",-3.03756606675978,1.44944577661509,-22.2357362368508,2.06923054629417e-78,6.44859363721948e-76,167.986112360166
"ENSG00000168539.3","CHRM1","protein_coding",-5.18035169389615,-2.96198141083051,-22.1963945858359,3.27536354911856e-78,1.01010847120004e-75,167.416055626462
"ENSG00000107742.12","SPOCK2","protein_coding",-3.55450533717591,5.87440276465757,-22.1478529414759,5.77203679377445e-78,1.76172083831429e-75,166.868765001402
"ENSG00000228401.4","HSPC324","antisense",-3.86061401973571,-2.40381899190576,-22.1328537855292,6.87635603581853e-78,2.07736119180044e-75,166.684388342913
"ENSG00000242435.1","UPK3BP1","transcribed_unprocessed_pseudogene",-3.82270319391028,-0.276860135249548,-22.0881793519118,1.15822722524103e-77,3.46368436671576e-75,166.262538559179
"ENSG00000250174.5","MYLK-AS2","antisense",-3.25543660397791,-4.52152304779803,-22.0828164209003,1.23303275862117e-77,3.65051678517383e-75,165.786624762782
"ENSG00000047648.21","ARHGAP6","protein_coding",-2.60984008016846,1.74439023819383,-22.0489563688194,1.83053947453019e-77,5.35120755629109e-75,165.818502348304
"ENSG00000164849.9","GPR146","protein_coding",-2.42715105003533,2.33733906151805,-22.0483460238564,1.84362349098727e-77,5.35120755629109e-75,165.807732294932
"ENSG00000103241.6","FOXF1","protein_coding",-2.82249829110515,2.75894320635798,-22.0338611627298,2.18312179377043e-77,6.27509745887062e-75,165.618885225251
"ENSG00000187950.8","OVCH1","protein_coding",-4.71419904458674,-2.8630903233016,-21.9453833539899,6.12921940909969e-77,1.74482374832505e-74,164.501427395302
"ENSG00000233766.7","AC098617.1","antisense",-3.67307926789094,1.12553137725811,-21.8845381012399,1.24639529741682e-76,3.51435992145928e-74,163.908598830366
"ENSG00000257607.1","RP11-449P15.1","antisense",-2.42692566524466,2.074836347632,-21.8683049110454,1.50621474938486e-76,4.20688621417813e-74,163.719275077974
"ENSG00000168952.15","STXBP6","protein_coding",-3.90704017947058,1.61296836807685,-21.8651451451606,1.56276122440556e-76,4.32402886072439e-74,163.667200292635
"ENSG00000234892.1","Z82214.2","antisense",-3.62709748051064,-4.25825915000907,-21.7523960644724,5.82004774900191e-76,1.59544753386065e-73,162.113728482086
"ENSG00000154342.5","WNT3A","protein_coding",-5.44026290550159,-1.29773161088164,-21.7511105852286,5.90793831974327e-76,1.60468276967265e-73,162.335021711992
"ENSG00000073754.5","CD5L","protein_coding",-4.71883479930955,-3.3995601029022,-21.7150199774156,8.99872600775441e-76,2.42196620168706e-73,161.7744465949
"ENSG00000169252.5","ADRB2","protein_coding",-3.61521197973979,1.97782134232748,-21.6631393033664,1.64756768039984e-75,4.39440439152411e-73,161.326041460882
"ENSG00000254943.1","RP11-664I21.6","antisense",-2.95107853471581,0.139130218834852,-21.6419751877713,2.1085347268198e-75,5.57368563591311e-73,161.091866868116
"ENSG00000179776.17","CDH5","protein_coding",-2.58954919090838,5.28655958042027,-21.5739768876391,4.65749871951107e-75,1.2202646645119e-72,160.188840833111
"ENSG00000267107.6","PCAT19","lincRNA",-2.60595831049776,1.91564592966814,-21.5688818107964,4.94240343212231e-75,1.28355084220538e-72,160.232402229303
"ENSG00000128268.11","MGAT3","protein_coding",-3.76893475084867,2.34306599783463,-21.5154864405929,9.2074008856973e-75,2.37038530975612e-72,159.595674570198
"ENSG00000258168.5","RP11-588H23.3","antisense",-2.66001379595219,2.19608035866506,-21.5059954367288,1.02839384403684e-74,2.62470932297884e-72,159.499457302789
"ENSG00000260908.1","CTB-134H23.3","transcribed_unprocessed_pseudogene",-4.45679336930156,-0.422558655128341,-21.4672270451596,1.61548182133086e-74,4.08785938481379e-72,159.066080898003
"ENSG00000133121.20","STARD13","protein_coding",-2.05577608330459,3.53297771362202,-21.4550519596586,1.86163398274668e-74,4.67080810959307e-72,158.865383435966
"ENSG00000142748.12","FCN3","protein_coding",-4.85514333348682,2.55720351181043,-21.417097965966,2.89654917534692e-74,7.20632225927066e-72,158.449295860921
"ENSG00000166292.11","TMEM100","protein_coding",-4.9116911676267,2.04056329409259,-21.4006339922854,3.50876109063448e-74,8.65669840411036e-72,158.262700642053
"ENSG00000177725.5","CTD-2530N21.5","sense_overlapping",-4.02163877117041,-5.0080236374604,-21.416633327772,3.67661749104123e-74,8.99586259832783e-72,157.895760623943
"ENSG00000248138.5","RP11-446J8.1","antisense",-2.6149866441319,-0.441720651476174,-21.3849269928928,4.21301614492913e-74,1.02238160644895e-71,158.098520094321
"ENSG00000241978.9","AKAP2","protein_coding",-2.54337106624064,6.22708013858588,-21.3614867294134,5.53522210926528e-74,1.33232346151958e-71,157.710773276886
