EnsemblID,EnsemblID_base,Symbol,gene_type,HGNC_ID,UniProt_ID,OpenTargets_target_ID,ChEMBL_target_ID,U0_tested,U1_DE,U2_effect_supported_DE,effect_band,biotype_track,retrieval_queue,logFC_S0,FDR_S0,P_value_S0,AveExpr_S0,mean_logCPM_Tumor,mean_logCPM_Normal,logFC_S1,FDR_S1,logFC_S2,FDR_S2,logFC_S3,FDR_S3,logFC_S4,FDR_S4,logFC_S5,FDR_S5,logFC_S6,FDR_S6,sign_S0,sign_concordant_S1_S6_count,sign_concordant_all_S1_S6,n_sensitivity_FDR05,median_abs_delta_logFC_vs_S0,max_abs_delta_logFC_vs_S0,S6_sign_flip_vs_S0,model_dependent_any_top50,model_dependent_models,reduced_residual_df_any,reduced_residual_df_models,max_residual_df_loss
ENSG00000215845.10,ENSG00000215845,TSTD1,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,-0.163810218048619,0.216803635597593,0.17615386929339,4.98279685859932,4.98310230569496,4.99303897105965,-0.116660020736903,0.432186379443044,-0.0816570393111107,0.532656097255416,-0.184996079385555,0.164975634510211,-0.282234844378421,0.0359670752561475,-0.122133870147712,0.216003008165244,-0.225773873388797,0.0639982040577436,DOWN,6,TRUE,1,0.054556926325947004,0.118424626329802,FALSE,FALSE,,FALSE,,0
ENSG00000177173.5,ENSG00000177173,NAP1L4P1,processed_pseudogene,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,noncanonical_target_modality,NOT_PRIMARY_DE,0.110230440096941,0.216903065697675,0.17624198299072,-0.513896113279201,-0.44438464163129,-0.604588315877463,0.10706475050628,0.274123511454505,0.154462988722134,0.0740055669887922,0.133215245220468,0.133291094755035,0.103397364737544,0.26562287007999,0.0800750248442679,0.254606047035136,0.167693770699139,0.0899020427707823,UP,6,TRUE,0,0.026570110188100043,0.057463330602197993,FALSE,FALSE,,FALSE,,0
ENSG00000254153.1,ENSG00000254153,CTA-398F10.2,lincRNA,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,noncanonical_target_modality,NOT_PRIMARY_DE,-0.328091033494015,0.216917124126984,0.1762607327948,-2.98821564268723,-2.60455059422885,-2.592316279487,-0.263401531827071,0.370514961354021,-0.245791981522585,0.304674348269723,-0.370144661018376,0.120875303453388,-0.431396670802267,0.0958962062290921,-0.295873905668083,0.168492435656418,-0.230127100000513,0.391483634934665,DOWN,6,TRUE,0,0.073494276819187035,0.10330563730825199,FALSE,FALSE,,FALSE,,0
ENSG00000177731.15,ENSG00000177731,FLII,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,-0.0924706074428165,0.217031301854272,0.176360841046075,7.22293485696156,7.21483181034864,7.29607483801581,-0.115439871367539,0.154286131698388,-0.0698910161315318,0.355193473762429,-0.078654737948308,0.326465252688,-0.0708951038235055,0.378545102269845,-0.106969319152549,0.0540538441369044,-0.0125957303028041,0.90037519885171,DOWN,6,TRUE,0,0.022077547465297852,0.079874877140012401,FALSE,FALSE,,FALSE,,0
ENSG00000213721.3,ENSG00000213721,HMGN2P30,processed_pseudogene,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,noncanonical_target_modality,NOT_PRIMARY_DE,0.15146371135166,0.217062426187765,0.17639346455622,-3.20329956437806,-2.88260243137716,-2.76282769985419,0.131942629318508,0.327930794354167,-0.10754074462774,0.415751465220625,-0.0530227731418091,0.716131061177976,0.172237072827045,0.180642179779644,0.115924296925717,0.233309147484352,0.263924265842331,0.0303560612164614,UP,4,FALSE,1,0.073999984458306994,0.25900445597940003,FALSE,FALSE,,FALSE,,0
ENSG00000279956.1,ENSG00000279956,RP11-310N16.1,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,0.30032709109456,0.217125315403514,0.176451904634485,-3.80325138658779,-3.21566312837782,-3.39607667172797,0.267277853886179,0.316405959504199,0.140178722911079,0.566262536548518,0.210654928249689,0.397307523743281,0.306851970164678,0.218237850136746,0.37272229878577,0.0597246379897057,0.628169932115982,0.010994307621942,UP,6,TRUE,1,0.081033685268040501,0.32784284102142203,FALSE,FALSE,,TRUE,S6,1
ENSG00000142798.17,ENSG00000142798,HSPG2,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,-0.172033109060871,0.217189736213764,0.176511593698554,8.26856283283637,8.24337579570827,8.48983155511993,-0.257687409795645,0.0857252616738405,-0.166646746770068,0.231677047112084,-0.152117031038555,0.284213798663585,-0.0686671848007858,0.644503980233365,-0.21671247905565,0.0404287671553901,0.0947345429269557,0.577550778930394,DOWN,5,FALSE,1,0.065166835364776493,0.2667676519878267,TRUE,FALSE,,FALSE,,0
ENSG00000280604.1,ENSG00000280604,PCBP3-OT1,sense_overlapping,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,noncanonical_target_modality,NOT_PRIMARY_DE,0.317667673646287,0.217213676803141,0.176538387193041,-3.03727144546216,-2.61326267428217,-3.11747445404292,0.314845117270766,0.265617106327764,0.43698875867447,0.0643306739920482,0.384497544502777,0.0938121323090262,0.315717303013686,0.205358218487059,0.345348773152572,0.068613205412512,0.495580839411839,0.00922871630069235,UP,6,TRUE,1,0.047255485181387502,0.17791316576555199,FALSE,FALSE,,FALSE,,0
ENSG00000168556.6,ENSG00000168556,ING2,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,-0.107789210740513,0.217497975556271,0.176776794764931,3.07724367138144,3.06835960131777,3.19801292290981,-0.114825833012231,0.227790771473314,-0.121827373054197,0.128869382648742,-0.129902425501595,0.132843926615382,-0.0981073336277256,0.288022775543128,-0.122612183071341,0.0756852835245123,-0.065087764222227,0.507075307040408,DOWN,6,TRUE,0,0.014430567322256005,0.042701446518286001,FALSE,FALSE,,FALSE,,0
ENSG00000271259.1,ENSG00000271259,RP11-1109F11.5,lincRNA,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,noncanonical_target_modality,NOT_PRIMARY_DE,-0.266548504466114,0.21752764668367,0.176808258116458,-3.36870460991707,-2.91981198022617,-3.10288128178346,-0.218721811793568,0.363374945741985,0.019174143349276,0.930028384896221,-0.210402650400088,0.303482795666322,-0.330717179736038,0.1148521594322,-0.328659637879105,0.0601756421961426,-0.343664963246851,0.0234413688783493,DOWN,5,FALSE,1,0.063139904341457498,0.28572264781539003,FALSE,FALSE,,TRUE,S6,2
ENSG00000248697.1,ENSG00000248697,TOX4P1,processed_pseudogene,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,noncanonical_target_modality,NOT_PRIMARY_DE,0.0954515500494446,0.217623877486491,0.176893825971506,0.397817560851059,0.430479377103942,0.383778755617082,0.0950100320531711,0.262143773168457,0.0561462027749081,0.470185162756466,0.0669649891631215,0.398555857149881,0.0684145120624147,0.397805414556822,0.0865096975593891,0.128597426208988,0.130895227356102,0.105030336996085,UP,6,TRUE,0,0.027761799436676497,0.039305347274536495,FALSE,FALSE,,FALSE,,0
ENSG00000112294.12,ENSG00000112294,ALDH5A1,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,-0.161616568287065,0.217722387998319,0.176981253447529,4.67019003677175,4.65749912676241,4.79709457560481,-0.14870619751416,0.303641427161934,-0.14908106677115,0.230167800417296,-0.230864425661879,0.0701303145150941,-0.179560780983723,0.187081850889265,-0.144102488793413,0.14691111715628,-0.125927347407844,0.301132053984831,DOWN,6,TRUE,0,0.017729146095154996,0.069247857374814009,FALSE,FALSE,,FALSE,,0
ENSG00000157429.15,ENSG00000157429,ZNF19,protein_coding,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,NOT_RETRIEVED,TRUE,FALSE,FALSE,D,canonical_protein_target,NOT_PRIMARY_DE,-0.12295080917103,0.217791007690344,0.177044389045582,2.02044976022204,2.03277178656771,2.00501561513369,-0.105927641226596,0.337384061990675,-0.0331654951759974,0.737098202336959,-0.100008002625973,0.316921503223606,-0.150650283629159,0.145312652961517,-0.115809250505607,0.139460218428484,-0.11517634454635,0.209038728832624,DOWN,6,TRUE,0,0.019982987244745509,0.089785313995032603,FALSE,FALSE,,FALSE,,0
