"final_observation_index","tcga_sample_barcode","sample_id","sample_submitter_id","case_id","case_submitter_id","sample_type","group","batch_number","tissue_source_site","tissue_source_site_code","n_expression_records_aggregated","raw_library_size_before_filtering","raw_library_size_after_filtering","tmm_normalization_factor","effective_library_size","MDS1","MDS2","PC1","PC2","PC3","PC4","PC5","RLE_median_logCPM","RLE_IQR_logCPM"
119,"TCGA-64-1680-01","0bdbe623-cf95-465a-917d-87dfb6a8618e","TCGA-64-1680-01A","1ab7ad70-0f80-41d8-8efa-3baebc8223cc","TCGA-64-1680","Primary Tumor","tumor","37","Fox Chase","64",1,40038207,40028130,0.862132201141292,34509539.8244698,1.17280518537643,-0.601678578771996,20.3104807421978,15.2037813250647,71.3562318770321,72.6013419921774,45.409978355951,-5.32907051820075e-15,1.25412829404962
120,"TCGA-55-8512-01","727baf6e-e991-426e-a823-07908aa85202","TCGA-55-8512-01A","202e5df9-69f2-432c-a59d-cc5aa176e973","TCGA-55-8512","Primary Tumor","tumor","238","International Genomics Consortium","55",1,48770848,48724505,1.10048629252028,53620649.8623358,1.94566956226244,2.36461007145219,90.8450194576718,84.8189577787013,-17.0629521440527,-33.4870741835335,-12.3998513864653,0.00575247969221748,1.1342220736279
121,"TCGA-05-5429-01","fbc90b42-7d26-456b-a166-41993a1d3f0d","TCGA-05-5429-01A","63bd2175-4b7c-44c9-aef3-9efc8f79837b","TCGA-05-5429","Primary Tumor","tumor","84","Indivumed","05",1,35691634,35666401,0.888839542135537,31701707.5344624,-0.919413894731217,1.93369180617109,-41.3870862191922,-58.5065241111964,53.6122736933806,-6.72229842737694,60.5539704507023,-0.0347593007949221,1.52474667574926
122,"TCGA-44-5645-01","37a8d3a5-baa0-427c-ab43-48ae4b93633b","TCGA-44-5645-01A","ddeacccf-0953-4952-8a4e-c2617f2e7bcc","TCGA-44-5645","Primary Tumor","tumor","84","Christiana Healthcare","44",1,41555975,41542290,1.15029692656423,47785968.50944,1.53793061691717,-0.448188976140919,76.6009931275939,21.0382129926361,-26.7244370821256,15.20407751528,4.07752705552981,0.00527801076801593,0.896164101381823
123,"TCGA-05-4415-01","57e160f5-45fc-44ef-95c6-54e112e3b7f5","TCGA-05-4415-01A","d15b7b29-c5c5-41d8-b83b-7cc12fe92820","TCGA-05-4415","Primary Tumor","tumor","144","Indivumed","05",1,55007871,54939345,0.924221031882932,50776098.1268724,-1.37619183031912,0.224259444534671,-91.5889106569282,-62.0336583481348,70.9454089227311,-52.5254143920968,-44.5553921569632,-0.0244100311573607,1.65311122316811
124,"TCGA-55-8513-01","3c330531-cd16-4176-b67a-7997c4e518b5","TCGA-55-8513-01A","a3fd20b2-e001-44ab-9716-754e5ae70808","TCGA-55-8513","Primary Tumor","tumor","238","International Genomics Consortium","55",1,35076153,35059446,1.12907391275813,39584705.8743525,1.50995132283987,1.73814031603064,97.9213957254338,23.2665819802889,-55.6578928356283,-21.8085432670322,12.3252125142601,0.00195684472568147,1.00186507343025
125,"TCGA-55-7728-01","d1a83e2e-276f-4366-acd1-fe6bd3f7988f","TCGA-55-7728-01A","db769d5c-a794-448d-9130-38a82d051c95","TCGA-55-7728","Primary Tumor","tumor","204","International Genomics Consortium","55",1,82328061,82285932,0.907394422006985,74665795.706446,-0.177898246526689,1.29217074332119,21.2472692409568,40.2529711506662,-66.2839986576286,11.6937601065706,15.3103058657767,0.0421923608489994,1.32000386234291
126,"TCGA-97-A4M2-01","b572a3ea-e568-49db-8e35-a80f4a6d82e9","TCGA-97-A4M2-01A","345aef28-d49b-491b-a337-b1ac55c37d35","TCGA-97-A4M2","Primary Tumor","tumor","264","Washington University - NYU","97",1,56390673,56365726,1.14510399852046,64544618.2221089,1.39082812208778,0.715584126348698,86.3185947653159,53.9958946559195,-50.8978026290369,-13.7345769830684,13.8739686299061,0.0201459944551896,1.07038234023848
127,"TCGA-05-4403-01","44b1d21c-0794-428c-ba01-82812d74da2f","TCGA-05-4403-01A","ce15f31f-2bad-4485-96fa-495bfa262e66","TCGA-05-4403","Primary Tumor","tumor","58","Indivumed","05",1,113442408,113409641,0.79940150118878,90659837.2646806,0.176820862413313,1.76708266827144,26.5170197943112,-70.0100487772638,49.2836065063001,-3.56394939261945,61.8453930384425,0,1.19864848733133
128,"TCGA-91-6831-11","41433a93-f941-40d7-bd47-cb6bef90d289","TCGA-91-6831-11A","db0b9e63-4272-4f29-bf0e-1ec0fe79a9d7","TCGA-91-6831","Solid Tissue Normal","normal","144","ABS - IUPUI","91",1,23418571,23411516,0.974481305275842,22814084.6701663,2.83488274411164,-0.346295727043786,152.854659837253,-31.0123199982063,56.1275873234836,-32.2556991531564,-54.977097418494,-0.0703924014333652,1.26678886808399
129,"TCGA-55-8505-01","194612e8-9876-4350-b54d-404db4ac27c3","TCGA-55-8505-01A","f59e5a76-f803-470b-910c-a897a149d939","TCGA-55-8505","Primary Tumor","tumor","238","International Genomics Consortium","55",1,43980326,43950324,1.03852520540358,45643519.2596537,-1.83022651771726,2.19319404190869,-70.1602423598447,-11.4759098106174,1.31056042559195,-58.1337981369158,-2.01897396314247,0.00424650291225259,0.995555625330101
130,"TCGA-44-6145-01","007783b3-a1b5-4e9b-8add-6d01fefb5697","TCGA-44-6145-01A","6144d666-8f77-4efe-95f1-f9e5c4e5e056","TCGA-44-6145","Primary Tumor","tumor","119","Christiana Healthcare","44",1,41859903,41849595,0.98199658096648,41096159.2048319,-0.652913399354318,0.532571515996813,-17.1973139572308,-56.6508365447063,-26.2625504353133,-14.0778578347256,36.5980614415746,-0.0211073347580367,0.902481795794107
131,"TCGA-MP-A4TD-01","90e374aa-f02d-40dd-b306-cf392ef1026d","TCGA-MP-A4TD-01A","383d1253-349f-43b3-bebd-9f1d1cf14b3d","TCGA-MP-A4TD","Primary Tumor","tumor","278","Washington University - Mayo Clinic","MP",1,56620540,56599912,1.03437372115208,58545461.5923202,-0.848451105060464,1.54315047002566,-13.6669088153813,53.1009743010657,-57.2439918934615,-38.2005160241613,50.2194430448289,0.0398291668754829,1.03785934269328
132,"TCGA-49-6761-11","f4fb69c3-8ee2-465c-8025-8b7ae74ea828","TCGA-49-6761-11A","4cd3d483-2283-4c6a-a57a-444216119d34","TCGA-49-6761","Solid Tissue Normal","normal","160","Johns Hopkins","49",1,30099722,30092367,0.917302359553515,27603799.2536503,3.35209790286549,0.0350111883435951,145.57583475105,-13.9382933298989,83.3368524511843,-8.34352206525058,-25.8771240356554,-0.00531559772264867,1.0097884761745
133,"TCGA-91-6831-01","7b1d8b50-f3df-4aab-a654-c3810d8d576d","TCGA-91-6831-01A","db0b9e63-4272-4f29-bf0e-1ec0fe79a9d7","TCGA-91-6831","Primary Tumor","tumor","144","ABS - IUPUI","91",1,38996049,38972554,1.10651433584451,43123689.7054744,-1.86299910596255,0.57343263287887,-81.5888743140777,-10.2958524072281,-20.7228022681329,-72.9784488571805,1.57230704502942,-0.0253728134346425,1.09532545030096
134,"TCGA-55-8092-01","12870223-d36b-4a35-ba3d-70ed75eeab1d","TCGA-55-8092-01A","4b92fce2-3772-40eb-ab34-a27937b58590","TCGA-55-8092","Primary Tumor","tumor","213","International Genomics Consortium","55",1,84658396,84615056,1.01525581134077,85905927.3309245,-1.7501224858745,0.550025206925635,-64.9015841881542,-4.50799269767629,-46.3706450064184,-35.8202227293932,20.1439291944189,0.0296081356138516,1.052610435507
135,"TCGA-86-A4P8-01","ca71bc74-8511-48b2-a84f-6dbbd01aefc3","TCGA-86-A4P8-01A","646910ee-5f5d-40ac-a21a-75790f89430a","TCGA-86-A4P8","Primary Tumor","tumor","264","Asterand","86",1,55560298,55534333,1.13277388558943,62907842.1760272,2.67609892739297,-0.218612696579762,138.786785009833,28.0890532820409,-26.592469556753,-11.5983281425535,-43.604519270183,0.022481657516359,1.19578425941612
136,"TCGA-86-A4JF-01","1c0bc537-7eb8-4bbf-b7bb-cc8e0e610277","TCGA-86-A4JF-01A","e01e4fb3-236a-4d16-9073-555876b688e9","TCGA-86-A4JF","Primary Tumor","tumor","264","Asterand","86",1,58575743,58562303,0.946391763088004,55422881.1866639,-0.0807709375978966,-1.46358540360172,-34.5548034294203,-0.356020112823534,0.204588506237908,51.7082465688243,3.68326285365022,-0.00832404584427884,1.01097612878207
137,"TCGA-73-4677-01","ef88b85a-61ee-44e1-bb63-1b4ce9154bfb","TCGA-73-4677-01A","03c3409a-9d16-41d0-9e26-f9fc2547a4c8","TCGA-73-4677","Primary Tumor","tumor","58","Roswell Park","73",1,100857988,100839544,0.817611876497546,82447608.7949969,0.912745161542877,0.776089458486171,26.9078519330871,0.577827467269456,80.2751526779323,-3.46370177288784,75.6379808889587,-5.32907051820075e-15,1.13728050928811
138,"TCGA-55-7994-01","c8aa8a2e-e681-4a82-9320-f35f67650581","TCGA-55-7994-01A","67dbe286-edb3-4d07-8f74-9e5254f01945","TCGA-55-7994","Primary Tumor","tumor","204","International Genomics Consortium","55",1,75734708,75705166,1.04513164859169,79121864.9484878,-0.63227087695857,-1.44227415705176,-45.8166299608472,-18.170617806703,-14.0480632144199,54.5496101961859,-53.8900048625919,0.0146872789424896,1.17144331160702
139,"TCGA-NJ-A55R-01","d00051b0-6181-47be-91c4-79d9530d18a5","TCGA-NJ-A55R-01A","7c7d777b-bf00-4c24-97fc-922580d5605f","TCGA-NJ-A55R","Primary Tumor","tumor","278","Washington University - Rush University","NJ",1,120634689,120430685,1.05985418030229,127638964.933919,-1.27840599727395,2.53561710430494,-36.4628305514328,83.7701810746872,-52.0163077283438,-91.2058215519357,9.19055494606373,0.0476239463252129,1.16665570394595
140,"TCGA-91-6847-11","599c32bd-7967-4ced-a571-8836135510a9","TCGA-91-6847-11A","97831d28-ab41-4c18-bfc2-c4c6bc757d13","TCGA-91-6847","Solid Tissue Normal","normal","160","ABS - IUPUI","91",1,33901791,33891394,0.988373887996578,33497368.8574039,3.47495523777083,0.958231490472128,161.080400895288,29.7228134053221,47.6357798705339,-24.1151432297945,-31.4779465141451,-0.000727452970584519,1.00841111108727
141,"TCGA-55-8301-01","657cb9df-3597-459a-991a-2dda352e08ae","TCGA-55-8301-01A","b36b7567-30d3-4d0c-84c4-b203986e0fdb","TCGA-55-8301","Primary Tumor","tumor","222","International Genomics Consortium","55",1,69300839,69282113,0.920527871819849,63776116.0350723,-0.923490194890454,-1.29589631440996,-25.4626290903444,-28.9818502849919,-53.962549162269,24.0743472088393,17.8027250455712,0.0136584270819944,0.758975258915718
142,"TCGA-67-3770-01","74bcf2d5-fd42-423e-bd96-b2de1b0cf778","TCGA-67-3770-01A","eeab558b-8d1e-4843-861d-dbfb06061758","TCGA-67-3770","Primary Tumor","tumor","37","St Joseph's Medical Center (MD)","67",1,31881688,31870394,0.931967872951872,29702183.3063181,1.20482548169436,-0.669653699440063,26.2693006809195,13.3838427777223,62.9034297684238,60.9951848305158,39.2028686535868,-0.0229250049578595,1.40892968602794
143,"TCGA-55-7574-01","6a460559-d291-43c0-a624-25474e601e99","TCGA-55-7574-01A","a7911bdc-13f1-434a-bfa3-f8ba55d15846","TCGA-55-7574","Primary Tumor","tumor","166","International Genomics Consortium","55",1,33449460,33435561,1.1133265541211,37224697.9132357,-0.117528756068991,-0.590502491155671,24.4822355530455,2.7553150881947,-73.1832972835154,-6.81343425572182,6.75006329267702,1.34621263265799e-05,0.903411446863336
144,"TCGA-38-4627-01","feec7fa2-1f3f-4cbe-a89c-df01d13a9299","TCGA-38-4627-01A","d717fa33-3c91-4ced-89c6-79ff5542f04c","TCGA-38-4627","Primary Tumor","tumor","58","UNC","38",1,78063958,78047763,0.892686227616028,69672163.1263398,-0.513443701203559,0.190284818214735,21.729883060098,-106.99572414956,-3.53701085763693,-9.17283367756891,39.0628488642062,0.0459594282215231,1.15377427559173
145,"TCGA-86-7713-01","a7347072-546c-4370-9214-96a17a713b27","TCGA-86-7713-01A","cc68632c-b1e3-491b-b562-9468e2d1c101","TCGA-86-7713","Primary Tumor","tumor","183","Asterand","86",1,92774022,92719067,1.03126772486289,95618181.2764998,-0.649434789139755,0.878509236965563,-59.0156100435706,64.5662154059744,28.3705647723836,-48.9259677470094,-5.93528268613061,-5.32907051820075e-15,1.39721193181864
146,"TCGA-86-7953-01","c85ed66e-c58b-45d9-82f6-8248b9e05338","TCGA-86-7953-01A","54775a66-08cc-4f38-98f2-e7b2b5cec994","TCGA-86-7953","Primary Tumor","tumor","204","Asterand","86",1,76204187,76161477,1.11021652449473,84555730.2953254,-0.471309386560161,-0.268416842537861,-35.1771414074859,-14.4952613737469,-19.2157589781439,-7.35220934748419,-31.1456547185228,0.00478982250421223,0.991459026929286
147,"TCGA-69-8253-01","1b856a2b-97be-4461-a496-279df908c30e","TCGA-69-8253-01A","44d8c859-4b7a-4e9d-bffc-0de0e6afdcc4","TCGA-69-8253","Primary Tumor","tumor","222","Washington University - Cleveland Clinic","69",1,100086272,100066586,0.876762311768072,87734611.2720986,0.503294259905693,0.0386973614885439,3.53358244000003,35.645666867401,43.0079002729702,16.1861370056093,47.5202445852339,-0.0230759369542068,1.00706707395765
148,"TCGA-44-6146-01","ad66185f-983d-4416-b705-25d3d4d8b5a5","TCGA-44-6146-01A","0c0b610e-fe4c-406d-a5ed-5cc3b11dabf5","TCGA-44-6146","Primary Tumor","tumor","119","Christiana Healthcare","44",1,61068955,61020965,0.823400856869726,50244714.8680176,0.528342550279766,1.60726411124499,31.2701642880054,15.4737120111474,54.5098932883697,-23.5620527028421,-5.65778119763982,-0.0248692911705426,1.27101075442846
149,"TCGA-NJ-A55A-01","b4cff170-45a5-488f-8dbe-07e934f683d9","TCGA-NJ-A55A-01A","b8b5ed35-b299-4c1e-9226-5ca055dc7a43","TCGA-NJ-A55A","Primary Tumor","tumor","278","Washington University - Rush University","NJ",1,26549116,26533606,1.29389724362149,34331759.6667385,1.9411872322678,1.45189018305889,86.4814265481803,41.9384365359184,-71.3392531798743,-5.51498948826397,8.04990045454487,-5.32907051820075e-15,1.00114828374334
150,"TCGA-69-8255-01","228443d4-e892-4ae7-88b4-a47463d4094c","TCGA-69-8255-01A","552712d3-da16-441e-ba93-11810793d598","TCGA-69-8255","Primary Tumor","tumor","222","Washington University - Cleveland Clinic","69",1,115688612,115448827,0.895249112173849,103355459.873262,-0.785416269575182,1.43748617309456,-84.2111096286597,7.73967580688632,15.4897143098394,-60.9412423502873,5.01820497479998,-5.32907051820075e-15,1.44243207909485
151,"TCGA-L9-A743-01","72218786-f74e-4746-9447-26ca882b83a5","TCGA-L9-A743-01A","a5f2576a-d628-47de-a5df-76a4f3105dcc","TCGA-L9-A743","Primary Tumor","tumor","406","Candler","L9",1,57199094,57180566,1.08725200036273,62169684.7653731,-0.168988179592363,-0.208227934503918,13.7314174361237,-10.1674808647639,-81.5790194467063,19.2194933657052,21.1904636204943,0.0267454855896836,0.808201349420805
152,"TCGA-MP-A4TJ-01","2cf77e0e-8054-4ec4-97a6-247c7c881c6f","TCGA-MP-A4TJ-01A","8f52cccd-5709-4753-9670-31a573ee27ab","TCGA-MP-A4TJ","Primary Tumor","tumor","278","Washington University - Mayo Clinic","MP",1,33008013,32994099,1.13221730372422,37356489.8085901,0.136987428886153,1.32983846210729,31.2934161399055,-0.406857173690402,-91.3363640401815,-44.1619733430727,46.8719713644473,-0.00636539978397099,0.89657840877185
153,"TCGA-86-8673-01","7901609b-ec53-48e1-80ee-489fa4187ebb","TCGA-86-8673-01A","bc4c4079-b449-485d-84e4-a40496e563e8","TCGA-86-8673","Primary Tumor","tumor","238","Asterand","86",1,43802948,43789997,1.00285866076433,43915177.7462939,-1.28767623395967,-0.878608832012031,-72.1391004836722,30.884808174498,-9.05925824047065,37.8855388536096,8.92265344657069,-0.0144759243155379,1.2694734090212
154,"TCGA-55-7816-01","16094f17-9587-435b-ba5c-7f568b5dab56","TCGA-55-7816-01A","548b0b68-ff45-4d45-adbe-984259e4a68b","TCGA-55-7816","Primary Tumor","tumor","196","International Genomics Consortium","55",1,66455482,66414723,1.0450632293113,69407584.8921953,0.413245639717012,-0.497413496463345,54.4602351526085,-37.9936103139148,-18.823714095028,-17.9446025693477,-47.8745430595279,0.0133828114571095,1.06275631437441
155,"TCGA-95-7562-01","91d58448-b712-4626-82c6-a451fddf277d","TCGA-95-7562-01A","193201a3-1447-47b1-bdf1-11ae0eb3b2f3","TCGA-95-7562","Primary Tumor","tumor","213","Washington University - Emory","95",1,76685927,76664996,0.96295908293436,73825254.2413264,-0.924349785551994,-0.383071232688083,-60.5674906556399,-48.1888545353989,31.7057307222668,7.22122200246384,10.8051311945625,0,1.33779535873785
156,"TCGA-62-8398-01","ec51c45a-d518-4333-bd7e-3ae606b40d01","TCGA-62-8398-01A","2fabeb98-05e3-4f55-97f5-fbc675e25a3d","TCGA-62-8398","Primary Tumor","tumor","232","Thoraxklinik at University Hospital Heidelberg","62",1,68123482,68104489,0.985687086867847,67129715.3650333,-1.41076459477896,1.33475211216811,-62.0740780197261,-13.0300945808976,21.1577717846233,-33.8452756684156,4.15596770007803,-0.0144643503290277,1.01589926528553
157,"TCGA-50-5930-11","4cddb392-fc4b-4400-a44f-2e92a78b3e97","TCGA-50-5930-11A","368e23f0-e573-4547-bf5a-14080baf737b","TCGA-50-5930","Solid Tissue Normal","normal","119","University of Pittsburgh","50",1,37543242,37536333,0.835298651393752,31354048.3331668,2.75325656967785,-0.347707181083548,139.844790392013,-27.7848839125696,64.5124427191411,-18.2895914162457,-14.8580373004402,-0.0234685846019473,1.00137424468218
158,"TCGA-73-4676-01","22434a49-eb8a-43ac-8c08-ae6dcbe6fbb8","TCGA-73-4676-01A","195a5afb-b79f-44d2-9d12-884487630c2b","TCGA-73-4676","Primary Tumor","tumor","119","Roswell Park","73",1,48704670,48693372,0.934332483454132,45495799.1885159,0.37042152249767,-0.968400135464811,-28.5648884125178,-44.4065620277029,84.6455263452508,48.2516959705786,-26.8083345480906,-0.0105022926655729,1.26396757657939
159,"TCGA-78-8648-01","79843244-8e55-4f0b-9282-20ffc846e690","TCGA-78-8648-01A","5ace9608-d38a-42f2-a877-ec7c9d211808","TCGA-78-8648","Primary Tumor","tumor","238","Prince Charles Hospital","78",1,43165068,43156369,0.805912845123133,34780272.1259738,-0.686953512015983,-0.657582286733796,30.9761476019728,-66.4897609978674,-70.4620560700057,-24.5546512123203,13.7839970503187,-0.007366035140143,0.902148262160738
160,"TCGA-MP-A4T9-01","cca5449d-6645-4588-a0b5-c1f0b57e5c3b","TCGA-MP-A4T9-01A","70081320-540f-41d2-8687-ee6d011f8eb0","TCGA-MP-A4T9","Primary Tumor","tumor","264","Washington University - Mayo Clinic","MP",1,57444133,57424803,1.1756274885509,67510176.93142,0.122013318938061,-0.986861942939949,21.0067344117781,4.92616603514631,-29.6595474778085,26.8315571244229,-46.507727202898,0.0405795466123083,0.815960362305613
161,"TCGA-55-8510-01","431c3f05-aa24-4d13-8dfe-96145289ae02","TCGA-55-8510-01A","962fd4e7-9199-43d9-abce-e3dfa46da62c","TCGA-55-8510","Primary Tumor","tumor","238","International Genomics Consortium","55",1,44338767,44326400,1.03289884574339,45784687.3959599,0.33236701252995,-0.600848325943444,14.9978410651773,5.83152107317248,-44.1603242234623,32.3880779548087,-14.9580633270719,0.0349561632463855,0.848605848721684
162,"TCGA-55-8087-01","f0054242-3f54-41d4-9f74-94f61fefbfbc","TCGA-55-8087-01A","e254aaeb-012c-4d92-8a03-cce1f6a2bcd6","TCGA-55-8087","Primary Tumor","tumor","213","International Genomics Consortium","55",1,82427035,82390490,1.16918207744722,96329484.2600941,1.07634829072135,-0.678806247846454,35.6522336235169,79.1107950299247,23.3018694415536,31.7132970935077,-26.2176591682702,0.0575337696556979,1.01396194042113
163,"TCGA-44-6148-01","c0fe5ffe-c0a3-4e62-aa55-2bc18788e505","TCGA-44-6148-01A","8994c8c4-9ea0-46cb-b4a5-0055d7da5bfa","TCGA-44-6148","Primary Tumor","tumor","119","Christiana Healthcare","44",1,46989269,46953077,1.16613734793472,54753736.6901545,2.02809390906347,1.8252973383404,109.596197006729,25.332831743679,-35.1428807785995,-42.8515123970542,14.9468698458075,-5.32907051820075e-15,1.0637974861271
164,"TCGA-97-8547-01","3073311b-5b00-4fd7-b1f6-1067d2e86564","TCGA-97-8547-01A","ac0d7a82-82cb-4aec-b859-e37375f3de8b","TCGA-97-8547","Primary Tumor","tumor","238","Washington University - NYU","97",1,35224919,35211581,1.02471178393381,36081721.9816399,-0.670697388810652,-1.1752739816833,-20.9405599678399,29.5247373520205,-24.3864109461545,68.5096406599238,-43.7402145100374,0,1.02146925982435
165,"TCGA-73-7499-01","9fd8c73a-da18-4019-9deb-16c93fe1fce2","TCGA-73-7499-01A","7782ceaa-da49-4232-8b3f-534971adaad8","TCGA-73-7499","Primary Tumor","tumor","204","Roswell Park","73",1,73043396,73017787,1.09122798351691,79679052.4688771,-0.629279571599962,-0.145186193973863,-38.4328933057717,-4.85325782807032,-22.5894449248793,26.8391278390707,47.9544023565823,-5.32907051820075e-15,1.21528066597559
166,"TCGA-38-4627-11","43c2448e-0f93-4437-85cb-5f61397b0f4c","TCGA-38-4627-11A","d717fa33-3c91-4ced-89c6-79ff5542f04c","TCGA-38-4627","Solid Tissue Normal","normal","58","UNC","38",1,52285842,52274455,0.871141273509563,45538435.3007184,2.60693403536154,0.006779113675398,123.339636940606,-86.0832222455246,72.6146448227637,-11.9386077556446,35.1696574103147,-5.32907051820075e-15,1.35505866562368
167,"TCGA-78-7154-01","5a9f5ccb-635d-440e-ad03-fde8f63a2233","TCGA-78-7154-01A","d288b69f-1e79-4429-8646-9994b7c54f8f","TCGA-78-7154","Primary Tumor","tumor","166","Prince Charles Hospital","78",1,49026033,49007495,0.967622839035913,47420771.4459383,-0.408991312155889,1.75517315437935,-49.9342891387436,-25.3589314600878,71.8222037455369,-43.6413804372033,-13.5712041140292,-0.0299937443229279,1.34083925867158
168,"TCGA-49-AARQ-01","58dcad42-2e30-4cb9-ada6-5e72c4bcf406","TCGA-49-AARQ-01A","9a2a226e-9605-4214-9320-469305e664e6","TCGA-49-AARQ","Primary Tumor","tumor","423","Johns Hopkins","49",1,53479786,53451757,0.8938632512547,47778561.2972962,-0.78481712745519,0.00397058492775209,-58.9312922949754,89.7606483131897,-38.852521159008,29.6267770657868,-22.5600692138208,-0.00223724700851324,1.76671052865288
169,"TCGA-78-7145-01","6b0b11c9-2adc-4b55-b7bb-cf67b11cab86","TCGA-78-7145-01A","4ef872e1-82c9-4939-9248-41ed9d3085b2","TCGA-78-7145","Primary Tumor","tumor","166","Prince Charles Hospital","78",1,45841407,45829854,0.978292759439278,44835014.3343592,-0.264997391013215,-1.85743780907262,-35.0614069276092,-38.7524074942745,55.2225976423634,60.6860526616251,-27.1859053272632,-0.0290158340948568,1.21864816449241
170,"TCGA-44-7662-01","5e72a9b0-5f80-462e-a586-262f573dc62c","TCGA-44-7662-01A","ab9e6815-4d13-44db-93e5-553eb4f5bc95","TCGA-44-7662","Primary Tumor","tumor","183","Christiana Healthcare","44",1,88179329,88154398,1.01519415900049,89493829.9398047,-1.75953635328234,-1.91938653344739,-67.9715889760619,-49.4333241835437,-42.0474390864624,26.0991402321787,-38.6849724663854,0.00269947271583537,0.891034862958197
171,"TCGA-55-8619-01","0deed408-8acb-43ce-84a3-143aabd23312","TCGA-55-8619-01A","772324a5-5513-454d-ad6b-605798f69b73","TCGA-55-8619","Primary Tumor","tumor","238","International Genomics Consortium","55",1,49409036,49382407,0.957424426246087,47279922.6886258,0.785638987588047,0.945606784842713,80.1453552836249,-9.90170954456887,-54.2117589547849,-16.45098663154,19.721502133976,0.0102807490907484,0.908270331204632
172,"TCGA-49-6745-01","357f3efe-e2c9-432a-a2b6-75a5fdbae3be","TCGA-49-6745-01A","9c7875ad-ab71-4d48-b2e3-e4c7a46393e9","TCGA-49-6745","Primary Tumor","tumor","144","Johns Hopkins","49",1,49456656,49446845,0.990905478834663,48997149.6215884,0.346214025024584,-1.09734143899545,6.95058904942313,-88.1975562025172,27.4771925754466,32.0874099618852,-17.5278972277478,-0.0100659126429441,1.02746564760432
173,"TCGA-78-8640-01","7dbabdaa-9fdf-4a94-815a-a493b5dac4ce","TCGA-78-8640-01A","18478121-f1d1-4bdd-9511-8ab22f4a0660","TCGA-78-8640","Primary Tumor","tumor","238","Prince Charles Hospital","78",1,45132618,45109045,1.01371310568141,45727630.1012725,-0.795505573749453,0.260570894085992,-72.2591191040256,13.7109947400247,7.06593128313396,-29.2516512224044,-33.2556712787544,-0.01108159046137,1.1837112792185
174,"TCGA-97-7553-01","d23900e0-0335-429c-b9b6-16fa06740f92","TCGA-97-7553-01A","37c8d73a-45ae-40fc-ba9a-721b755c1160","TCGA-97-7553","Primary Tumor","tumor","166","Washington University - NYU","97",1,60516481,60498774,1.10163192311601,66647380.7477808,1.53525227814821,-0.237158061498212,78.3510582049148,-39.2253936459301,-22.7663629130621,-12.8222067377777,-3.56515270368202,0.0213587021212169,0.813897328375126
175,"TCGA-05-4432-01","2a675528-1abc-4220-a61a-25109850ce0d","TCGA-05-4432-01A","e737f650-b72d-44e7-b750-558a56716803","TCGA-05-4432","Primary Tumor","tumor","58","Indivumed","05",1,91863107,91826215,1.04108907224134,95599268.9817842,-1.11480017896609,1.46402350518087,-47.0350463866329,6.18733547608275,-16.5401179570985,-76.474085358899,37.0544376875062,0.00373300683132882,0.955105154620399
176,"TCGA-69-7764-01","d1194f81-3244-41e2-a4ab-5fa0485ec6aa","TCGA-69-7764-01A","243c6fd6-5516-46e5-bcef-292d93d7b7d3","TCGA-69-7764","Primary Tumor","tumor","196","Washington University - Cleveland Clinic","69",1,39804920,39788165,1.03888292920289,41335245.402808,0.479718646485938,0.158189322359777,7.26463037137003,68.7865089287493,4.74287449233714,-11.3913274433194,14.5104644560343,-0.0012511037200631,1.1144620786314
177,"TCGA-99-8032-01","754b78a3-43cd-467c-bcca-377f76b9038f","TCGA-99-8032-01A","7e83f9dd-b038-497b-a113-a55605398b7b","TCGA-99-8032","Primary Tumor","tumor","213","Washington University - Alabama","99",1,75993131,75950520,1.0111625154265,76798318.8511505,-1.31759501915427,1.88338344345648,-41.4231435440489,37.3150975451701,-46.3102403736153,-77.7724230587857,45.4161928460391,0.011342573643597,0.904632965963183
178,"TCGA-49-6742-11","d9548fe4-5631-473a-82cd-1b089b638963","TCGA-49-6742-11A","21fb46f9-4bbb-441c-af19-a687e9138344","TCGA-49-6742","Solid Tissue Normal","normal","144","Johns Hopkins","49",1,48095618,48084719,0.879640422471035,42297262.535561,2.94330876506928,0.95137794781595,136.179523533614,-11.3606802497255,37.3075183728038,-21.3351820798662,10.8869032924367,0.0044066774029794,0.959296216535654
179,"TCGA-91-A4BD-01","6e10437d-da57-4298-b082-9d7c59d09c5c","TCGA-91-A4BD-01A","0d980584-4484-4063-8243-c3cd67f6f588","TCGA-91-A4BD","Primary Tumor","tumor","258","ABS - IUPUI","91",1,35943752,35935343,0.856444138339725,30776613.8715775,1.73036907098264,-0.00414293984974805,52.1028736036438,55.6494652599757,15.0727989081739,66.186115297036,59.2949858341221,-5.32907051820075e-15,1.3399569518489
180,"TCGA-MP-A4T4-01","59546c0f-5f27-43bf-aa2e-90dc44c971b6","TCGA-MP-A4T4-01A","301ca6e8-7981-4264-b4ae-38f56f7f9225","TCGA-MP-A4T4","Primary Tumor","tumor","278","Washington University - Mayo Clinic","MP",1,57123782,57104804,1.02497663892754,58531090.0705357,-0.735262939692972,-0.992129552648253,-20.2081983543254,-17.4929519256244,-92.9302537463232,35.3553271855178,-9.63346253475988,0.00726193228568509,0.937318681785472
