"field_name","R_class","audit_category","relevant_to_replicate_ffpe_audit","n_records","n_nonmissing","n_missing","n_unique_nonmissing","example_values"
"tcga.cgc_file_case","character","other",FALSE,601,601,0,517,"1F0A5312-0590-4230-9DA9-FD0CFE693586 | 42CA54FC-C1AE-41CD-BCA1-7FE9810DB460 | F40301BA-831E-4AFD-9CE8-5F3C1A05FF7E | 1FC81CD4-FA89-4135-8C3C-027FFAE82B05 | FE714AC0-F874-426A-924B-A2980232B5F7"
"tcga.cgc_file_disease_type","character","other",FALSE,601,601,0,1,"Lung Adenocarcinoma"
"tcga.cgc_file_data_format","character","other",FALSE,601,601,0,1,"TARGZ"
"tcga.cgc_file_portion","character","portion",TRUE,601,601,0,589,"AF4D74E6-B7C1-4AA8-870B-2513C61E055F | 6290EB0F-7ECB-4AF6-8491-887EC56911D5 | 20D2AEBA-0C87-43A7-8C03-9EA8D7E20A9B | 7E2359E2-9343-46C5-8F13-560B9EF1BF3B | 15230CAA-7142-4DAC-83CC-CE9083A64A1D"
"tcga.cgc_file_published_date","character","other",FALSE,601,601,0,579,"2013-09-22T14:56:01.000Z | 2013-09-27T02:55:01.000Z | 2013-09-18T05:18:01.000Z | 2013-09-24T17:44:02.000Z | 2013-09-13T11:35:02.000Z"
"tcga.cgc_file_analyte","character","analyte",TRUE,601,601,0,589,"C5F11AE7-B37A-4171-A6FF-E2ED23CA0EF4 | A8463AD6-6FFD-4A8F-88F8-A6CA48389CAE | AC17A6EE-7118-45CB-B98A-39DF0CE90FFA | 61B1898F-39DA-4BE2-AF7E-C9F36F3E66D7 | 337C5F30-A1D6-41EA-8F4E-F817309D5D99"
"tcga.cgc_sample_country_of_sample_procurement","character","sample",TRUE,601,601,0,9,"United States | Canada | Australia | Vietnam | Germany"
"tcga.cgc_sample_is_ffpe","character","ffpe",TRUE,601,601,0,2,"NO | YES"
"tcga.cgc_sample_sample_type_code","integer","sample",TRUE,601,601,0,3,"1 | 11 | 2"
"tcga.cgc_sample_shortest_dimension","numeric","sample",TRUE,601,476,125,10,"0.4 | 0.5 | 0.2 | 0.6 | 0.1"
"tcga.cgc_sample_tissue_source_site","character","sample",TRUE,601,601,0,34,"International Genomics Consortium | Christiana Healthcare | ABS - IUPUI | Candler | Ontario Institute for Cancer Research (OICR)/Ottawa"
"tcga.cgc_sample_days_to_collection","integer","sample",TRUE,601,122,479,115,"225 | 8 | 90 | 130 | 1691"
"tcga.cgc_sample_portion","character","portion",TRUE,601,601,0,589,"AF4D74E6-B7C1-4AA8-870B-2513C61E055F | AE981D74-8A11-455B-8BEE-E64772D0CD78 | 20D2AEBA-0C87-43A7-8C03-9EA8D7E20A9B | 7E2359E2-9343-46C5-8F13-560B9EF1BF3B | 15230CAA-7142-4DAC-83CC-CE9083A64A1D"
"tcga.cgc_sample_intermediate_dimension","numeric","sample",TRUE,601,476,125,19,"0.5 | 0.8 | 0.6 | 1 | 0.4"
"tcga.cgc_sample_tissue_source_site_code","character","sample",TRUE,601,601,0,33,"55 | 44 | 91 | L9 | 80"
"tcga.cgc_sample_file","character","sample",TRUE,601,601,0,589,"mdanderson.org_LUAD.MDA_RPPA_Core.SuperCurve.Level_2.75ec6f61-ec15-409e-a0a6-e4b5618375e5.txt | mdanderson.org_LUAD.MDA_RPPA_Core.SuperCurve.Level_2.84750167-98a3-4be6-a407-39a6c9629a14.txt | TCGA-44-2657-11A-01R-1757-13_mirna.bam | mdanderson.org_LUAD.MDA_RPPA_Core.SuperCurve.Level_2.07d9b06a-f8d3-46d8-b864-4dfd4430540b.txt | TCGA-55-8616-01A-11H-2402-13.isoform.quantification.txt"
"tcga.cgc_sample_initial_weight","integer","sample",TRUE,601,129,472,41,"50 | 280 | 150 | 580 | 140"
"tcga.cgc_sample_id","character","sample",TRUE,601,601,0,589,"TCGA-55-7911-01A | TCGA-44-2656-01A | TCGA-44-2657-11A | TCGA-44-5644-01A | TCGA-55-8616-01A"
"tcga.cgc_sample_longest_dimension","numeric","sample",TRUE,601,476,125,30,"0.8 | 1.6 | 1 | 0.5 | 1.4"
"tcga.cgc_case_drug_therapy","character","other",FALSE,601,165,436,140,"9EF4D129-7435-454B-B14A-430A7F80A624 | 416E251E-06BA-4E59-B9B0-22DB5FAC92E1 | 095F50E9-408C-4353-B7D6-339A2BBC1895 | 452EC58F-55A9-4B79-9095-1800BC34F9A8 | 36EB3446-D9DC-4620-830A-8CE6A214F2DB"
"tcga.cgc_case_program","character","other",FALSE,601,601,0,1,"TCGA"
"tcga.cgc_case_year_of_diagnosis","integer","other",FALSE,601,600,1,23,"2011 | 2009 | 2010 | 2012 | 2007"
"tcga.cgc_case_new_tumor_event","character","other",FALSE,601,600,1,516,"TCGA-55-7911_NTE-1 | TCGA-44-2656_NTE-1 | TCGA-44-2657_NTE-1 | TCGA-44-5644_NTE-1 | TCGA-55-8616_NTE-1"
"tcga.cgc_case_primary_therapy_outcome_success","character","other",FALSE,601,139,462,4,"Complete Remission/Response | Stable Disease | Progressive Disease | Partial Remission/Response"
"tcga.cgc_case_tumor_status","character","other",FALSE,601,475,126,2,"TUMOR FREE | WITH TUMOR"
"tcga.cgc_case_sample","character","sample",TRUE,601,601,0,517,"8FD965B3-34AA-4377-943B-BDA1209A8A2B | 964B9560-2F8D-4C19-943B-6941E4BE7042 | E443F8B9-D975-4E40-BB62-AF4380CEB520 | B5BF4E72-08FD-4AA3-8A22-18585BDFA054 | CB392D84-443D-4CE5-8681-B93060B71ED4"
"tcga.cgc_case_age_at_diagnosis","integer","other",FALSE,601,581,20,52,"70 | 59 | 74 | 51 | 58"
"tcga.cgc_case_file","character","other",FALSE,601,601,0,517,"nationwidechildrens.org_clinical.TCGA-55-7911.xml | jhu-usc.edu_LUAD.HumanMethylation27.2.lvl-2.TCGA-44-2656-01A-02D-0945-05.txt | nationwidechildrens.org_clinical.TCGA-44-2657.xml | mdanderson.org_LUAD.MDA_RPPA_Core.SuperCurve.Level_2.07d9b06a-f8d3-46d8-b864-4dfd4430540b.txt | nationwidechildrens.org_clinical.TCGA-55-8616.xml"
"tcga.cgc_case_vital_status","character","other",FALSE,601,600,1,2,"Alive | Dead"
"tcga.cgc_case_days_to_death","integer","other",FALSE,601,146,455,117,"3361 | 1499 | 701 | 2318 | 586"
"tcga.cgc_case_id","character","other",FALSE,601,601,0,517,"TCGA-55-7911 | TCGA-44-2656 | TCGA-44-2657 | TCGA-44-5644 | TCGA-55-8616"
"tcga.cgc_case_ethnicity","character","other",FALSE,601,459,142,2,"NOT HISPANIC OR LATINO | HISPANIC OR LATINO"
"tcga.cgc_case_follow_up","character","other",FALSE,601,465,136,392,"6C67B112-4633-4A5E-8731-C18F764ADB3E | F823F92C-9E8E-4393-9381-62CFC40FF094 | C8B44A22-7CAB-4D8D-A222-C557B242790D | A4C3F323-E35C-4654-9855-2092454AAB32 | 5A4ACA69-D8C5-4169-9815-150180962775"
"tcga.cgc_case_new_tumor_event_after_initial_treatment","character","other",FALSE,601,184,417,2,"NO | YES"
"tcga.cgc_case_days_to_last_follow_up","integer","other",FALSE,601,463,138,270,"21 | 582 | 400 | 498 | 48"
"tcga.cgc_case_prior_diagnosis","character","other",FALSE,601,600,1,4,"No | Yes, History of Synchronous and or Bilateral Malignancy | Yes, History of Prior Malignancy | Yes"
"tcga.cgc_case_primary_site","character","other",FALSE,601,601,0,1,"Lung"
"tcga.cgc_case_icd_o3site","character","other",FALSE,601,600,1,6,"C34.2 | C34.1 | C34.3 | C34.9 | C34.8"
"tcga.cgc_case_pathologic_n","character","other",FALSE,601,599,2,5,"N0 | NX | N1 | N2 | N3"
"tcga.cgc_case_histological_diagnosis","character","other",FALSE,601,600,1,12,"Lung Adenocarcinoma- Not Otherwise Specified (NOS) | Lung Solid Pattern Predominant Adenocarcinoma | Lung Papillary Adenocarcinoma | Lung Adenocarcinoma Mixed Subtype | Lung Bronchioloalveolar Carcinoma Nonmucinous"
"tcga.cgc_case_performance_status_score_ecog","integer","other",FALSE,601,280,321,5,"0 | 1 | 2 | 3 | 4"
"tcga.cgc_case_performance_status_score_timing","character","other",FALSE,601,303,298,5,"Pre-Adjuvant Therapy | Pre-Operative | Post-Adjuvant Therapy | Other | Adjuvant therapy"
"tcga.cgc_case_clinical_stage","logical","other",FALSE,601,0,601,0,""
"tcga.cgc_case_pathologic_stage","character","other",FALSE,601,598,3,9,"Stage IA | Stage IB | Stage IIA | Stage IIB | Stage IIIA"
"tcga.cgc_case_performance_status_score_karnofsky","integer","other",FALSE,601,149,452,8,"90 | 80 | 60 | 70 | 0"
"tcga.cgc_case_pathologic_t","character","other",FALSE,601,600,1,9,"T1a | T2 | T2a | T2b | T1b"
"tcga.cgc_case_icd_o3histology","character","other",FALSE,601,600,1,12,"8140/3 | 8230/3 | 8260/3 | 8255/3 | 8252/3"
"tcga.cgc_case_other_histological_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.cgc_case_gender","character","other",FALSE,601,600,1,2,"FEMALE | MALE"
"tcga.cgc_case_icd10","character","other",FALSE,601,600,1,9,"C34.2 | C34.1 | C34.3 | C34.11 | C34.30"
"tcga.cgc_case_batch_number","integer","other",FALSE,601,601,0,20,"196 | 37 | 52 | 166 | 238"
"tcga.cgc_case_clinical_m","logical","other",FALSE,601,0,601,0,""
"tcga.cgc_case_clinical_n","logical","other",FALSE,601,0,601,0,""
"tcga.cgc_case_radiation_therapy","character","other",FALSE,601,96,505,77,"D8885BBE-DB76-4E6B-BE99-41D87580699B | 54EAF59D-B6E1-49F1-BE58-190269254416 | CBA362C5-DDE4-49C3-8870-7282E45CEE6D | 25072FF0-DBFB-45AB-9BFC-F640A5B12E6A | 0EB7CCDF-6DFF-4DD1-802D-F035CAF16D3A"
"tcga.cgc_case_race","character","other",FALSE,601,533,68,4,"WHITE | BLACK OR AFRICAN AMERICAN | ASIAN | AMERICAN INDIAN OR ALASKA NATIVE"
"tcga.cgc_case_clinical_t","logical","other",FALSE,601,0,601,0,""
"tcga.cgc_portion_portion_number","integer","portion",TRUE,601,601,0,15,"11 | 2 | 1 | 21 | 31"
"tcga.cgc_portion_weight","integer","portion",TRUE,601,596,5,106,"38 | 113 | 69 | 40 | 32"
"tcga.cgc_portion_slide","character","portion",TRUE,601,601,0,589,"B54D3799-0647-4966-910F-C880F646386D | 82BBEB8F-6E54-49BD-95BF-75EDA3C80C23 | 03D328D6-5C0E-42EC-90B8-8F4B721CFE87 | 316090CB-4B49-44BF-8617-248644724EBC | 7A848B5B-1460-490B-8586-7084F535FB57"
"tcga.cgc_portion_analyte","character","analyte",TRUE,601,601,0,589,"C5F11AE7-B37A-4171-A6FF-E2ED23CA0EF4 | FD761A47-4EEF-47E0-92DD-55C834C345EC | AC17A6EE-7118-45CB-B98A-39DF0CE90FFA | 96A6FE26-A5DA-404D-A588-400D2E393DF6 | DF247E0B-69B2-4BDC-B07D-8AFEA6D259A0"
"tcga.cgc_portion_file","character","portion",TRUE,601,601,0,589,"UNCID_2193443.9142e848-c5cb-41c1-b80f-5f7674f9a1cb.120402_UNC9-SN296_0290_BC0M6TACXX_3_CAGATC.tar.gz | TCGA-44-2656-01A-02T-0947-13_mirna.bam.bai | TCGA-44-2657-11A-01R-1757-13_mirna.bam | 6929742045_R03C02_Red.idat | 8784241064_R02C01_Grn.idat"
"tcga.cgc_portion_id","character","portion",TRUE,601,601,0,589,"TCGA-55-7911-01A-11 | TCGA-44-2656-01A-02 | TCGA-44-2657-11A-01 | TCGA-44-5644-01A-21 | TCGA-55-8616-01A-11"
"tcga.cgc_slide_percent_tumor_nuclei","integer","other",FALSE,601,538,63,24,"80 | 70 | 65 | 100 | 75"
"tcga.cgc_slide_percent_normal_cells","integer","other",FALSE,601,518,83,25,"0 | 5 | 15 | 6 | 10"
"tcga.cgc_slide_percent_monocyte_infiltration","integer","other",FALSE,601,237,364,13,"0 | 3 | 2 | 5 | 1"
"tcga.cgc_slide_percent_lymphocyte_infiltration","integer","other",FALSE,601,276,325,25,"10 | 5 | 20 | 2 | 0"
"tcga.cgc_slide_percent_stromal_cells","integer","other",FALSE,601,521,80,34,"5 | 10 | 35 | 0 | 30"
"tcga.cgc_slide_section_location","character","other",FALSE,601,601,0,2,"TOP | BOTTOM"
"tcga.cgc_slide_percent_necrosis","integer","other",FALSE,601,538,63,19,"0 | 10 | 2 | 5 | 15"
"tcga.cgc_slide_percent_neutrophil_infiltration","integer","other",FALSE,601,223,378,12,"0 | 3 | 1 | 5 | 15"
"tcga.cgc_slide_id","character","other",FALSE,601,601,0,589,"TCGA-55-7911-01A-01-TS1 | TCGA-44-2656-01A-01-BS1 | TCGA-44-2657-11A-01-TS1 | TCGA-44-5644-01A-01-BS1 | TCGA-55-8616-01A-01-TS1"
"tcga.cgc_slide_percent_tumor_cells","integer","other",FALSE,601,519,82,47,"95 | 85 | 65 | 100 | 70"
"tcga.cgc_drug_therapy_drug_name","character","other",FALSE,601,158,443,38,"Cisplatin | Taxol | cisplatin | recPRAME+AS15 ASCI | Carboplatin"
"tcga.cgc_drug_therapy_pharmaceutical_therapy_type","character","other",FALSE,601,165,436,5,"Chemotherapy | Vaccine | Targeted Molecular therapy | Immunotherapy | Ancillary"
"tcga.cgc_drug_therapy_id","character","other",FALSE,601,165,436,140,"TCGA-97-8175-D44238 | TCGA-50-5068-D32058 | TCGA-69-A59K-D40359 | TCGA-44-7660-D32371 | TCGA-86-8671-D66090"
"tcga.cgc_radiation_therapy_id","character","other",FALSE,601,96,505,77,"TCGA-55-7911-R48786 | TCGA-97-8175-R44237 | TCGA-55-8096-R59100 | TCGA-78-7162-R17154 | TCGA-64-5779-R31477"
"tcga.cgc_radiation_therapy_radiation_type","character","other",FALSE,601,92,509,6,"External | EXTERNAL BEAM | IMPLANTS | Internal | OTHER: SPECIFY IN NOTES"
"tcga.cgc_radiation_therapy_radiation_therapy_site","character","other",FALSE,601,94,507,5,"Primary Tumor Field | Local Recurrence | Distant Recurrence | Regional site | Distant site"
"tcga.cgc_follow_up_new_tumor_event","logical","other",FALSE,601,0,601,0,""
"tcga.cgc_follow_up_new_tumor_event_after_initial_treatment","character","other",FALSE,601,419,182,2,"YES | NO"
"tcga.cgc_follow_up_days_to_last_follow_up","integer","other",FALSE,601,315,286,233,"537 | 582 | 1351 | 863 | 44"
"tcga.cgc_follow_up_tumor_status","character","other",FALSE,601,390,211,2,"TUMOR FREE | WITH TUMOR"
"tcga.cgc_follow_up_vital_status","character","other",FALSE,601,460,141,2,"Alive | Dead"
"tcga.cgc_follow_up_days_to_death","integer","other",FALSE,601,139,462,113,"1499 | 701 | 2318 | 586 | 1026"
"tcga.cgc_follow_up_id","character","other",FALSE,601,465,136,392,"TCGA-55-7911-F48785 | TCGA-44-2656-F5294 | TCGA-44-2657-F39296 | TCGA-44-5644-F38817 | TCGA-91-A4BC-F45192"
"tcga.xml_bcr_patient_barcode","character","other",FALSE,601,601,0,517,"TCGA-55-7911 | TCGA-44-2656 | TCGA-44-2657 | TCGA-44-5644 | TCGA-55-8616"
"tcga.xml_additional_studies","character","other",FALSE,601,41,560,1,"TCGAFPPP"
"tcga.xml_tissue_source_site","character","other",FALSE,601,601,0,33,"55 | 44 | 91 | L9 | 80"
"tcga.xml_patient_id","character","other",FALSE,601,601,0,517,"7911 | 2656 | 2657 | 5644 | 8616"
"tcga.xml_informed_consent_verified","character","other",FALSE,601,601,0,1,"YES"
"tcga.xml_icd_o_3_site","character","other",FALSE,601,601,0,6,"C34.2 | C34.1 | C34.3 | C34.9 | C34.8"
"tcga.xml_icd_o_3_histology","character","other",FALSE,601,601,0,12,"8140/3 | 8230/3 | 8260/3 | 8255/3 | 8252/3"
"tcga.xml_icd_10","character","other",FALSE,601,601,0,7,"C34.2 | C34.1 | C34.3 | C34.30 | C34.8"
"tcga.xml_tissue_prospective_collection_indicator","character","other",FALSE,601,594,7,2,"YES | NO"
"tcga.xml_tissue_retrospective_collection_indicator","character","other",FALSE,601,594,7,2,"NO | YES"
"tcga.xml_days_to_birth","integer","other",FALSE,601,563,38,475,"-25746 | -21766 | -27298 | -18644 | -21225"
"tcga.xml_race_list","character","other",FALSE,601,535,66,4,"WHITE | BLACK OR AFRICAN AMERICAN | ASIAN | AMERICAN INDIAN OR ALASKA NATIVE"
"tcga.xml_ethnicity","character","other",FALSE,601,461,140,2,"NOT HISPANIC OR LATINO | HISPANIC OR LATINO"
"tcga.xml_other_dx","character","other",FALSE,601,601,0,4,"No | Yes, History of Synchronous/Bilateral Malignancy | Yes, History of Prior Malignancy | Yes"
"tcga.xml_history_of_neoadjuvant_treatment","character","other",FALSE,601,596,5,2,"No | Yes"
"tcga.xml_vital_status","character","other",FALSE,601,601,0,2,"Alive | Dead"
"tcga.xml_days_to_last_followup","integer","other",FALSE,601,448,153,262,"21 | 582 | 400 | 498 | 48"
"tcga.xml_days_to_death","integer","other",FALSE,601,146,455,118,"3361 | 1499 | 701 | 2318 | 586"
"tcga.xml_radiation_therapy","character","other",FALSE,601,155,446,2,"NO | YES"
"tcga.xml_postoperative_rx_tx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_person_neoplasm_cancer_status","character","other",FALSE,601,486,115,2,"TUMOR FREE | WITH TUMOR"
"tcga.xml_has_new_tumor_events_information","character","other",FALSE,601,601,0,2,"NO | YES"
"tcga.xml_day_of_form_completion","integer","other",FALSE,601,598,3,31,"10 | 8 | 12 | 28 | 5"
"tcga.xml_month_of_form_completion","integer","other",FALSE,601,601,0,12,"3 | 10 | 12 | 2 | 8"
"tcga.xml_year_of_form_completion","integer","other",FALSE,601,601,0,5,"2012 | 2010 | 2011 | 2013 | 2014"
"tcga.xml_has_follow_ups_information","character","other",FALSE,601,601,0,2,"YES | NO"
"tcga.xml_has_drugs_information","character","other",FALSE,601,601,0,2,"NO | YES"
"tcga.xml_has_radiations_information","character","other",FALSE,601,601,0,2,"YES | NO"
"tcga.xml_primary_pathology_histological_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_leiomyosarcoma_histologic_subtype","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_primary_tumor_lower_uterus_segment","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_leiomyosarcoma_major_vessel_involvement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_synovial_sarcoma","logical","vial",TRUE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_depth","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_tissue_sites","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_tissue_site_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_days_to_initial_pathologic_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_age_at_initial_pathologic_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_year_of_initial_pathologic_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_margin_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_residual_tumor","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_total_necrosis_percent","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_necrosis_percent","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_mitotic_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_multifocal","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_discontiguous_lesion_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_sizes","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_radiologic_tumor_burden","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_pathologic_tumor_burden","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_local_disease_recurrence","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_metastatic_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_metastatic_site_at_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_metastatic_site_at_diagnosis_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_contiguous_organ_resection_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_other_contiguous_organ_resection_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_contiguous_organ_invaded","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_well_differentiated_liposarcoma_primary_dx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_days_to_well_differentiated_liposarcoma_primary_dx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_days_to_well_differentiated_liposarcoma_resection","logical","other",FALSE,601,0,601,0,""
"tcga.xml_tumor_tissue_site","character","other",FALSE,601,601,0,1,"Lung"
"tcga.xml_adenocarcinoma_invasion","logical","other",FALSE,601,0,601,0,""
"tcga.xml_histological_type","character","other",FALSE,601,601,0,12,"Lung Adenocarcinoma- Not Otherwise Specified (NOS) | Lung Solid Pattern Predominant Adenocarcinoma | Lung Papillary Adenocarcinoma | Lung Adenocarcinoma Mixed Subtype | Lung Bronchioloalveolar Carcinoma Nonmucinous"
"tcga.xml_histological_type_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_tumor_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_anatomic_neoplasm_subdivision","character","other",FALSE,601,587,14,6,"R-Middle | R-Upper | L-Upper | R-Lower | L-Lower"
"tcga.xml_anatomic_neoplasm_subdivision_other","character","other",FALSE,601,4,597,4,"ALL 3 LOBES OF RT LUNG | RUL and RML | Lingula | Right upper, lower"
"tcga.xml_days_to_initial_pathologic_diagnosis","integer","other",FALSE,601,582,19,1,"0"
"tcga.xml_age_at_initial_pathologic_diagnosis","integer","other",FALSE,601,582,19,52,"70 | 59 | 74 | 51 | 58"
"tcga.xml_year_of_initial_pathologic_diagnosis","integer","other",FALSE,601,591,10,23,"2011 | 2009 | 2010 | 2012 | 2007"
"tcga.xml_initial_pathologic_diagnosis_method","logical","other",FALSE,601,0,601,0,""
"tcga.xml_init_pathology_dx_method_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_surgery_performed_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_lymph_node_presentation_assessment","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lymph_node_examined_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_lymphnodes_positive_by_he","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_lymphnodes_positive_by_ihc","logical","other",FALSE,601,0,601,0,""
"tcga.xml_neoplasm_histologic_grade","logical","other",FALSE,601,0,601,0,""
"tcga.xml_histologic_grading_tier_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_maximum_tumor_dimension","logical","other",FALSE,601,0,601,0,""
"tcga.xml_residual_tumor","character","other",FALSE,601,434,167,4,"R0 | RX | R1 | R2"
"tcga.xml_patient_death_reason","logical","other",FALSE,601,0,601,0,""
"tcga.xml_source_of_patient_death_reason","logical","other",FALSE,601,0,601,0,""
"tcga.xml_tobacco_smoking_history","integer","other",FALSE,601,581,20,5,"3 | 4 | 2 | 1 | 5"
"tcga.xml_year_of_tobacco_smoking_onset","integer","other",FALSE,601,316,285,59,"1959 | 1994 | 1975 | 1976 | 1972"
"tcga.xml_stopped_smoking_year","integer","other",FALSE,601,304,297,51,"1981 | 2009 | 2006 | 1999 | 2001"
"tcga.xml_number_pack_years_smoked","numeric","other",FALSE,601,404,197,94,"96 | 23 | 25 | 17.5 | 30"
"tcga.xml_alcoholic_exposure_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_frequency_of_alcohol_consumption","logical","other",FALSE,601,0,601,0,""
"tcga.xml_amount_of_alcohol_consumption_per_day","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_of_diabetes","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_diabetes_onset","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_of_chronic_pancreatitis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_pancreatitis_onset","logical","other",FALSE,601,0,601,0,""
"tcga.xml_family_history_of_cancer","logical","other",FALSE,601,0,601,0,""
"tcga.xml_relative_cancer_types","logical","other",FALSE,601,0,601,0,""
"tcga.xml_targeted_molecular_therapy","character","other",FALSE,601,154,447,2,"NO | YES"
"tcga.xml_history_prior_surgery_type_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_therapy_outcome_success","character","other",FALSE,601,149,452,4,"Complete Remission/Response | Stable Disease | Progressive Disease | Partial Remission/Response"
"tcga.xml_stage_event_system_version","character","other",FALSE,601,577,24,5,"7th | 6th | 3rd | 5th | 4th"
"tcga.xml_stage_event_clinical_stage","logical","other",FALSE,601,0,601,0,""
"tcga.xml_stage_event_pathologic_stage","character","other",FALSE,601,592,9,9,"Stage IA | Stage IB | Stage IIA | Stage IIB | Stage IIIA"
"tcga.xml_stage_event_tnm_categories","character","other",FALSE,601,601,0,71,"T1aN0MX | T2N0M0 | T2NXM0 | T2aN0 | T2aN0M0"
"tcga.xml_stage_event_psa","logical","other",FALSE,601,0,601,0,""
"tcga.xml_stage_event_gleason_grading","logical","other",FALSE,601,0,601,0,""
"tcga.xml_stage_event_ann_arbor","logical","other",FALSE,601,0,601,0,""
"tcga.xml_stage_event_serum_markers","logical","other",FALSE,601,0,601,0,""
"tcga.xml_stage_event_igcccg_stage","logical","other",FALSE,601,0,601,0,""
"tcga.xml_stage_event_masaoka_stage","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_last_known_alive","integer","other",FALSE,601,15,586,7,"96 | 197 | 575 | 141 | 97"
"tcga.xml_preoperative_pretreatment_cea_level","logical","other",FALSE,601,0,601,0,""
"tcga.xml_non_nodal_tumor_deposits","logical","other",FALSE,601,0,601,0,""
"tcga.xml_circumferential_resection_margin","logical","other",FALSE,601,0,601,0,""
"tcga.xml_venous_invasion","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lymphatic_invasion","logical","other",FALSE,601,0,601,0,""
"tcga.xml_perineural_invasion_present","logical","other",FALSE,601,0,601,0,""
"tcga.xml_microsatellite_instability","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_loci_tested","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_abnormal_loci","logical","other",FALSE,601,0,601,0,""
"tcga.xml_kras_gene_analysis_performed","character","other",FALSE,601,369,232,2,"NO | YES"
"tcga.xml_kras_mutation_found","character","other",FALSE,601,70,531,2,"NO | YES"
"tcga.xml_kras_mutation_codon","logical","other",FALSE,601,0,601,0,""
"tcga.xml_braf_gene_analysis_performed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_braf_gene_analysis_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_synchronous_colon_cancer_present","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_of_colon_polyps","logical","other",FALSE,601,0,601,0,""
"tcga.xml_colon_polyps_present","logical","other",FALSE,601,0,601,0,""
"tcga.xml_loss_expression_of_mismatch_repair_proteins_by_ihc","logical","other",FALSE,601,0,601,0,""
"tcga.xml_loss_expression_of_mismatch_repair_proteins_by_ihc_results","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_first_degree_relatives_with_cancer_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pleurodesis_performed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pleurodesis_performed_90_days","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_asbestos_exposure","logical","other",FALSE,601,0,601,0,""
