"field_name","R_class","audit_category","relevant_to_replicate_ffpe_audit","n_records","n_nonmissing","n_missing","n_unique_nonmissing","example_values"
"recount_qc.star.average_input_read_length","integer","qc_or_flag",TRUE,601,601,0,3,"96 | 100 | 97"
"recount_qc.star.average_mapped_length","numeric","qc_or_flag",TRUE,601,601,0,151,"94.26 | 94.85 | 94.64 | 95.07 | 94.65"
"recount_qc.star.deletion_average_length","numeric","qc_or_flag",TRUE,601,601,0,48,"1.48 | 1.43 | 1.46 | 1.42 | 1.28"
"recount_qc.star.deletion_rate_per_base","numeric","qc_or_flag",TRUE,601,601,0,8,"0 | 0.01 | 0.07 | 0.04 | 0.05"
"recount_qc.star.insertion_average_length","numeric","qc_or_flag",TRUE,601,601,0,26,"1.21 | 1.22 | 1.2 | 1.19 | 1.23"
"recount_qc.star.insertion_rate_per_base","numeric","qc_or_flag",TRUE,601,601,0,5,"0.01 | 0 | 0.02 | 0.22 | 1.39"
"recount_qc.star.mapping_speed._million_of_reads_per_hour","numeric","qc_or_flag",TRUE,601,601,0,587,"747.91 | 713.8 | 674 | 735.53 | 753.83"
"recount_qc.star.mismatch_rate_per_base._.","numeric","qc_or_flag",TRUE,601,601,0,86,"0.34 | 0.47 | 0.53 | 0.2 | 0.23"
"recount_qc.star.number_of_chimeric_reads","integer","qc_or_flag",TRUE,601,601,0,601,"1629972 | 2149586 | 1740702 | 1067624 | 1260230"
"recount_qc.star.number_of_input_reads","integer","qc_or_flag",TRUE,601,601,0,601,"58170410 | 105682279 | 56541442 | 43110380 | 52977600"
"recount_qc.star.number_of_reads_mapped_to_multiple_loci","integer","qc_or_flag",TRUE,601,601,0,601,"3851100 | 7338185 | 5692189 | 3460906 | 3650036"
"recount_qc.star.number_of_reads_mapped_to_too_many_loci","integer","qc_or_flag",TRUE,601,601,0,599,"47739 | 61054 | 33621 | 37853 | 40105"
"recount_qc.star.number_of_reads_unmapped._other","integer","qc_or_flag",TRUE,601,601,0,599,"21741 | 32739 | 16148 | 45315 | 28889"
"recount_qc.star.number_of_reads_unmapped._too_many_mismatches","integer","qc_or_flag",TRUE,601,601,0,1,"0"
"recount_qc.star.number_of_reads_unmapped._too_short","integer","qc_or_flag",TRUE,601,601,0,600,"4056844 | 7105009 | 3771664 | 1989149 | 3240562"
"recount_qc.star.number_of_splices._at.ac","integer","qc_or_flag",TRUE,601,601,0,563,"3455 | 6172 | 2964 | 2717 | 3642"
"recount_qc.star.number_of_splices._annotated_.sjdb.","integer","qc_or_flag",TRUE,601,601,0,1,"0"
"recount_qc.star.number_of_splices._gc.ag","integer","qc_or_flag",TRUE,601,601,0,598,"46033 | 103901 | 39173 | 29790 | 43597"
"recount_qc.star.number_of_splices._gt.ag","integer","qc_or_flag",TRUE,601,601,0,601,"6766456 | 14823118 | 7124382 | 4670085 | 6718995"
"recount_qc.star.number_of_splices._non.canonical","integer","qc_or_flag",TRUE,601,601,0,600,"22125 | 40654 | 29006 | 13293 | 17902"
"recount_qc.star.number_of_splices._total","integer","qc_or_flag",TRUE,601,601,0,601,"6838069 | 14973845 | 7195525 | 4715885 | 6784136"
"recount_qc.star.uniquely_mapped_reads_.","numeric","qc_or_flag",TRUE,601,601,0,421,"86.29 | 86.24 | 83.17 | 87.16 | 86.86"
"recount_qc.star.uniquely_mapped_reads_number","integer","qc_or_flag",TRUE,601,601,0,601,"50192986 | 91145292 | 47027820 | 37577157 | 46018008"
"recount_qc.junction_count","integer","qc_or_flag",TRUE,601,601,0,599,"210310 | 251197 | 201395 | 205653 | 212174"
"recount_qc.junction_coverage","integer","qc_or_flag",TRUE,601,601,0,601,"7208759 | 16095197 | 7647135 | 5142981 | 7115489"
"recount_qc.junction_avg_coverage","numeric","qc_or_flag",TRUE,601,601,0,601,"34.276824687366 | 64.074001679956 | 37.970828471412 | 25.008052398944 | 33.53610244422"
"recount_qc.star.number_of_input_reads_both","numeric","qc_or_flag",TRUE,601,601,0,601,"58170410 | 105682279 | 56541442 | 43110380 | 52977600"
"recount_qc.star.all_mapped_reads_both","numeric","qc_or_flag",TRUE,601,601,0,601,"54044086 | 98483477 | 52720009 | 41038063 | 49668044"
"recount_qc.star.number_of_chimeric_reads_both","numeric","qc_or_flag",TRUE,601,601,0,601,"1629972 | 2149586 | 1740702 | 1067624 | 1260230"
"recount_qc.star.number_of_reads_mapped_to_multiple_loci_both","numeric","qc_or_flag",TRUE,601,601,0,601,"3851100 | 7338185 | 5692189 | 3460906 | 3650036"
"recount_qc.star.number_of_reads_mapped_to_too_many_loci_both","numeric","qc_or_flag",TRUE,601,601,0,599,"47739 | 61054 | 33621 | 37853 | 40105"
"recount_qc.star.number_of_reads_unmapped._other_both","numeric","qc_or_flag",TRUE,601,601,0,599,"21741 | 32739 | 16148 | 45315 | 28889"
"recount_qc.star.number_of_reads_unmapped._too_many_mismatches_both","numeric","qc_or_flag",TRUE,601,601,0,1,"0"
"recount_qc.star.number_of_reads_unmapped._too_short_both","numeric","qc_or_flag",TRUE,601,601,0,600,"4056844 | 7105009 | 3771664 | 1989149 | 3240562"
"recount_qc.star.uniquely_mapped_reads_number_both","numeric","qc_or_flag",TRUE,601,601,0,601,"50192986 | 91145292 | 47027820 | 37577157 | 46018008"
"recount_qc.star.._mapped_reads_both","numeric","qc_or_flag",TRUE,601,601,0,81,"92.9 | 93.2 | 95.2 | 93.8 | 90.8"
"recount_qc.star.._chimeric_reads_both","numeric","qc_or_flag",TRUE,601,601,0,39,"2.8 | 2 | 3.1 | 2.5 | 2.4"
"recount_qc.star.._reads_mapped_to_multiple_loci_both","numeric","qc_or_flag",TRUE,601,601,0,88,"6.6 | 6.9 | 10.1 | 8 | 8.9"
"recount_qc.star.._reads_mapped_to_too_many_loci_both","numeric","qc_or_flag",TRUE,601,601,0,8,"0.1 | 0.2 | 0 | 0.5 | 0.3"
"recount_qc.star.._reads_unmapped._other_both","numeric","qc_or_flag",TRUE,601,601,0,7,"0 | 0.1 | 0.2 | 0.4 | 0.3"
"recount_qc.star.._reads_unmapped._too_many_mismatches_both","numeric","qc_or_flag",TRUE,601,601,0,1,"0"
"recount_qc.star.._reads_unmapped._too_short_both","numeric","qc_or_flag",TRUE,601,601,0,82,"7 | 6.7 | 4.6 | 6.1 | 9"
"recount_qc.star.uniquely_mapped_reads_._both","numeric","qc_or_flag",TRUE,601,601,0,119,"86.3 | 86.2 | 83.2 | 87.2 | 86.9"
"recount_seq_qc.min_len","integer","qc_or_flag",TRUE,601,601,0,2,"48 | 50"
"recount_seq_qc.max_len","integer","qc_or_flag",TRUE,601,601,0,2,"48 | 50"
"recount_seq_qc.avg_len","numeric","qc_or_flag",TRUE,601,601,0,2,"48 | 50"
"recount_seq_qc..distinct_quality_values","integer","qc_or_flag",TRUE,601,601,0,1,"38"
"recount_seq_qc..bases","numeric","qc_or_flag",TRUE,601,601,0,601,"2792179680 | 5072749392 | 2713989216 | 2069298240 | 2542924800"
"recount_seq_qc..a","numeric","qc_or_flag",TRUE,601,601,0,53,"25.4 | 24.5 | 23.9 | 24.4 | 24.1"
"recount_seq_qc..c","numeric","qc_or_flag",TRUE,601,601,0,48,"24.7 | 25.6 | 26.3 | 25.8 | 25.9"
"recount_seq_qc..g","numeric","qc_or_flag",TRUE,601,601,0,48,"24.4 | 24.8 | 25.7 | 24.3 | 25.1"
"recount_seq_qc..t","numeric","qc_or_flag",TRUE,601,601,0,42,"25.5 | 25.1 | 24.1 | 25.6 | 24.7"
"recount_seq_qc..n","numeric","qc_or_flag",TRUE,601,601,0,8,"0 | 0.1 | 0.3 | 0.4 | 1.1"
"recount_seq_qc.avgq","numeric","qc_or_flag",TRUE,601,601,0,45,"36.5 | 37 | 37.9 | 38.4 | 37.7"
"recount_seq_qc.errq","numeric","qc_or_flag",TRUE,601,601,0,96,"23 | 23.9 | 25.1 | 27.2 | 26.6"
"BigWigURL","character","other",FALSE,601,601,0,601,"https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/tcga/base_sums/AD/LUAD/05/tcga.base_sums.LUAD_5b1e3218-61b6-4d10-8815-c1038c739f05.ALL.bw | https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/tcga/base_sums/AD/LUAD/0C/tcga.base_sums.LUAD_c3257122-09a9-449c-be4a-107703def60c.ALL.bw | https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/tcga/base_sums/AD/LUAD/20/tcga.base_sums.LUAD_6a4c997f-2f28-4888-8d4c-c2dc8b108520.ALL.bw | https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/tcga/base_sums/AD/LUAD/20/tcga.base_sums.LUAD_dc7450dc-4a7a-48ee-bef1-f5e5b46db020.ALL.bw | https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/tcga/base_sums/AD/LUAD/26/tcga.base_sums.LUAD_642c8ec2-4829-4b2b-af17-a6b52a793e26.ALL.bw"
