"EnsemblID","Symbol","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B","mean_logCPM_Tumor","mean_logCPM_Normal"
"ENSG00000232044.6","LINC01105","processed_transcript",-3.16403394859207,-3.38777291113853,-10.2779316522845,8.30051921488729e-23,8.29659594449537e-22,40.9117916865374,-2.95583979879435,-0.390097905135655
"ENSG00000261373.1","VPS9D1-AS1","antisense",1.37028732875854,2.41314374389148,10.2778327559488,8.30768004448258e-23,8.30095090776076e-22,40.6676864428354,2.56918105877798,1.1284947096511
"ENSG00000250917.1","RP4-785G19.5","sense_overlapping",0.973578000539589,3.30587074829695,10.2769391599667,8.37266168433738e-23,8.36305741654833e-22,40.5591553182771,3.39869989215611,2.53388257223649
"ENSG00000273611.4","ZNHIT3","protein_coding",0.660742457000741,4.85977521109518,10.2765152765845,8.4036623453391e-23,8.39119148047587e-22,40.3935932727404,4.92821200698504,4.27473156155457
"ENSG00000105699.16","LSR","protein_coding",1.16403276647279,7.43439744511896,10.2758838561223,8.45005258985742e-23,8.43466813807548e-22,40.2919462023505,7.55691780019012,6.3674454615309
"ENSG00000004866.20","ST7","protein_coding",-0.762265099891578,5.12280739833917,-10.2749075937373,8.52227905732763e-23,8.50389598150461e-22,40.2974233321688,5.04598134802015,5.80409624946807
"ENSG00000229950.1","TFAP2A-AS1","antisense",2.66894968857631,-1.42379672852872,10.2745690432846,8.54746873952948e-23,8.5261576651789e-22,40.9382844163537,-0.989693499688086,-3.5392305519873
"ENSG00000204147.9","ASAH2B","protein_coding",0.927037059889986,2.38077794275597,10.2745045034928,8.55227917181635e-23,8.5280827605522e-22,40.6295114792376,2.48610742105032,1.5338382877431
"ENSG00000079616.12","KIF22","protein_coding",0.90077759758621,5.35340359219775,10.2728990337717,8.67281050462577e-23,8.64536120538554e-22,40.3371634367157,5.4582058141902,4.4477521847586
"ENSG00000101290.13","CDS2","protein_coding",-0.712642499028166,5.83181584188489,-10.2719077099539,8.74807498872381e-23,8.7174523095307e-22,40.2519810885319,5.75836893476791,6.47933718212654
"ENSG00000070756.15","PABPC1","protein_coding",0.945300474892734,9.88437089887589,10.2716417371485,8.76837856834899e-23,8.73474481475573e-22,40.3350817804242,9.9759713245258,9.08521345535156
"ENSG00000170464.9","DNAJC18","protein_coding",-0.829269991021951,2.76794622008147,-10.2712566703972,8.79785633385255e-23,8.76116160847759e-22,40.4904192398289,2.67320040464538,3.65117847332928
"ENSG00000262967.1","RP11-294J22.6","antisense",-0.591656137679814,3.45217789874202,-10.2710608917406,8.81288134836419e-23,8.77317300604137e-22,40.439084497352,3.39441247633567,3.98919781220229
"ENSG00000060718.20","COL11A1","protein_coding",5.53290470509466,3.25408814651501,10.2707172659711,8.83931448401464e-23,8.79652923071387e-22,40.6608955051888,3.80133153006848,-1.21962284248636
"ENSG00000196199.13","MPHOSPH8","protein_coding",-0.632758071088198,5.2577288602913,-10.2699382674343,8.89953009555561e-23,8.85347741965791e-22,40.2575154809082,5.19799362843474,5.78866379346777
"ENSG00000270008.1","RP11-298P3.4","processed_transcript",-1.00207002826711,0.223079274413746,-10.2673830576698,9.09991721483076e-23,9.0497866665193e-22,40.657627513017,0.168249677142065,1.03705336102395
"ENSG00000228285.2","LYPLA2P1","processed_pseudogene",0.78586725108844,2.30339101709572,10.2670914526517,9.12306856696986e-23,9.0697638681568e-22,40.5593673932243,2.38794770772353,1.63835549630481
"ENSG00000115604.10","IL18R1","protein_coding",-1.5559689183647,1.82974528963242,-10.2653802875919,9.260105716027e-23,9.20291003117473e-22,40.5168916949267,1.6819247939452,3.25430511041237
"ENSG00000205581.10","HMGN1","protein_coding",0.655735449295089,6.78122280788599,10.2649093659434,9.29817626430233e-23,9.23764451278304e-22,40.1903834479909,6.85097992142769,6.17560238866714
"ENSG00000152766.5","ANKRD22","protein_coding",2.58494900816892,3.00097872081899,10.2636635747138,9.39964005992692e-23,9.3353151162092e-22,40.5153392314416,3.24385314792507,0.968064259869132
"ENSG00000139914.6","FITM1","protein_coding",-1.24854390085448,-1.77010442592307,-10.26291418887,9.46120255628457e-23,9.39330526094436e-22,40.7444867922183,-1.7139678623213,-0.88788911483885
"ENSG00000101189.6","MRGBP","protein_coding",0.958919514195784,4.19853279875155,10.2626957481887,9.47922280222154e-23,9.4080412431301e-22,40.3617880564386,4.3034196221866,3.30319809189141
"ENSG00000137491.14","SLCO2B1","protein_coding",-1.63246023036498,6.10072054057367,-10.2625286732507,9.49302862462762e-23,9.4185859738849e-22,40.1784630300365,5.91761761327732,7.70670703991771
"ENSG00000197584.11","KCNMB2","protein_coding",-2.47180958995782,-1.68149133139126,-10.2624849136528,9.49664788728328e-23,9.41902034676411e-22,40.7087338499138,-1.70014482311621,0.568050454761225
"ENSG00000183576.12","SETD3","protein_coding",-0.547906118200806,5.82713612671093,-10.2619858693043,9.53801977609377e-23,9.4568859173152e-22,40.1654309399662,5.77104982498133,6.32301052803402
"ENSG00000104824.16","HNRNPL","protein_coding",0.408491651350518,7.62103737325262,10.2618969599498,9.545409312336e-23,9.46104412792165e-22,40.1762242784467,7.66135171528842,7.27090712730221
"ENSG00000128908.15","INO80","protein_coding",-0.58990190867435,4.98305921931715,-10.2612145776635,9.60231374529057e-23,9.51426039970122e-22,40.1962714860335,4.92869143611305,5.46897374258943
"ENSG00000078124.11","ACER3","protein_coding",-0.713056674619856,4.72815889494654,-10.260251602346,9.68319036349004e-23,9.5911854767978e-22,40.1976193412336,4.64064961908635,5.50610276015324
"ENSG00000078795.16","PKD2L2","protein_coding",-0.814931832430412,1.56371097252417,-10.2576138398474,9.90820498202266e-23,9.81077982266766e-22,40.4873132646582,1.4894077393293,2.33935775136689
"ENSG00000165633.12","VSTM4","protein_coding",-1.40192519953948,3.75391313516126,-10.2570332462664,9.95842525214796e-23,9.85720956252399e-22,40.2449251363811,3.59859009279554,5.14451218418425
"ENSG00000272555.1","RP11-459I19.1","lincRNA",-1.83858782214411,-3.34586568097574,-10.2507396149435,1.05192938083276e-22,1.04088974762483e-21,40.7285481584259,-3.0349034001606,-1.80866362274681
"ENSG00000130305.16","NSUN5","protein_coding",0.807140978810494,4.80187059747825,10.2489184383527,1.06873628890394e-22,1.05716694184063e-21,40.1764512102407,4.89083108951686,4.03847184147563
"ENSG00000102934.9","PLLP","protein_coding",-0.835488109803828,6.37059455402804,-10.247822288953,1.07898041770269e-22,1.06694369560807e-21,40.0434515443454,6.27902155364736,7.17451716296826
"ENSG00000257433.5","RP1-197B17.3","antisense",-1.11164190752418,1.02471631607546,-10.2464598999805,1.09184864175681e-22,1.07930787605516e-21,40.4316847632657,0.954139456230763,1.84037327298863
"ENSG00000083444.16","PLOD1","protein_coding",0.846622473489562,7.08772538022871,10.2460459386796,1.0957887353916e-22,1.08284116488664e-21,40.0300504701853,7.16292904240675,6.4340129458385
"ENSG00000178401.14","DNAJC22","protein_coding",2.9216754204472,1.83336004206608,10.2452748251183,1.10316587865142e-22,1.08976740084598e-21,40.4651688446217,2.15764501369535,-0.781037864611886
"ENSG00000104783.11","KCNN4","protein_coding",2.98839147749031,4.50585434527279,10.2376044346261,1.17928505951438e-22,1.1645734980648e-21,40.187919261465,4.79416868153566,2.02535415651
"ENSG00000135775.13","COG2","protein_coding",0.660662726613957,5.1099738561239,10.2344772549584,1.21179408884548e-22,1.1962779524628e-21,40.0054539807416,5.17943565670999,4.51398696964793
"ENSG00000143450.16","OAZ3","protein_coding",0.863942422115695,3.10772634340987,10.2341066537038,1.21570520069332e-22,1.19973893905755e-21,40.2154564758902,3.20038723330017,2.34142711695176
"ENSG00000108219.14","TSPAN14","protein_coding",-0.588554280032292,6.76757313082748,-10.2338490618447,1.21843105465416e-22,1.20202831736392e-21,39.9267172832965,6.69823734391286,7.37609801502047
"ENSG00000137274.12","BPHL","protein_coding",1.11804451033373,4.28713760803886,10.2333219420281,1.2240279932743e-22,1.20714766052228e-21,40.1081799799778,4.40757293821787,3.25564621335074
"ENSG00000225648.5","SBDSP1","transcribed_unprocessed_pseudogene",-0.691041678336374,3.34007546715168,-10.2323577179081,1.23433220036438e-22,1.21690439973319e-21,40.0990714844825,3.2604169056765,4.07174474412338
"ENSG00000147202.17","DIAPH2","protein_coding",-1.01122007434248,4.31311537467411,-10.2283754253682,1.27780900336945e-22,1.25934798115033e-21,39.944197588121,4.19287581601454,5.38367408490799
"ENSG00000115364.13","MRPL19","protein_coding",0.688009861558169,4.99521486358003,10.2271453099297,1.29154358897963e-22,1.27246054892948e-21,39.9464515871454,5.05634534980209,4.47293156976857
"ENSG00000197275.13","RAD54B","protein_coding",1.32360107472829,2.14672217992365,10.220767557606,1.36513691477629e-22,1.34451907847195e-21,40.1960256175538,2.29172111528375,0.973064523338664
"ENSG00000257151.1","PWAR6","lincRNA",-1.72779780388911,1.31777408327093,-10.2203698221585,1.36986187056999e-22,1.34872399534736e-21,40.184847748544,1.20865433330854,2.5041688068446
"ENSG00000198715.11","GLMP","protein_coding",0.842818931254625,6.04940496532908,10.2193910321574,1.38155878112833e-22,1.35978820725018e-21,39.8177877176198,6.13484564443695,5.30921899897087
"ENSG00000177432.6","NAP1L5","protein_coding",-1.07189236700857,1.58003132075527,-10.2178867676643,1.39972882835762e-22,1.37721408083601e-21,40.1282001029724,1.47611640289976,2.62450863001869
"ENSG00000253406.1","AC012613.2","antisense",-1.75466632530247,-2.13362797663062,-10.2152924479683,1.43162461503581e-22,1.40812884892858e-21,40.2986425632054,-2.09175755802815,-0.339537002488411
"ENSG00000213777.5","CTD-2224J9.8","transcribed_processed_pseudogene",-1.42635800220979,-3.27987000454451,-10.2152296214794,1.4324059133904e-22,1.40842940789891e-21,40.4120645142895,-3.01409680381419,-1.98307133454663
"ENSG00000160219.11","GAB3","protein_coding",-1.24699569011296,2.51619661627967,-10.2139888429299,1.44792300003198e-22,1.42321408827845e-21,40.0262961539549,2.40171347183229,3.59206725280843
"ENSG00000277152.1","RP11-622C24.2","lincRNA",-1.87209544937354,-3.37874321791585,-10.2120321638939,1.47273274213161e-22,1.44711999879019e-21,40.4112661200123,-3.04217701304858,-1.99898523395193
"ENSG00000196704.11","AMZ2","protein_coding",0.610517871111146,5.69185543263984,10.2108823856566,1.48750769777395e-22,1.46115304911399e-21,39.754755053785,5.74539971734424,5.23137406037389
"ENSG00000250444.1","CCT5P1","processed_pseudogene",1.15603673540884,0.711946678022819,10.2100895664307,1.49778123551573e-22,1.47075659232766e-21,40.1793312066927,0.845237613888706,-0.211518840712553
"ENSG00000125375.14","ATP5S","protein_coding",-0.726348426584685,4.43132560585687,-10.2099285787199,1.49987593772003e-22,1.47232516618499e-21,39.8037918286045,4.36157719883272,5.05722725757931
"ENSG00000107815.7","TWNK","protein_coding",0.893138622618586,3.71368017158422,10.2078639352369,1.52699933552315e-22,1.49845350770628e-21,39.917852871152,3.8012479557028,2.97747807345581
"ENSG00000179066.7","CTD-2527I21.15","lincRNA",4.25446510879742,-1.71808943068899,10.2077241475453,1.52885323485036e-22,1.49977564184823e-21,40.4106309956275,-1.06107133830192,-4.52951045402944
"ENSG00000110880.10","CORO1C","protein_coding",-0.87101675954298,6.84874401324366,-10.2066466920627,1.54321788469722e-22,1.51336564075342e-21,39.6996532321844,6.74352131548454,7.77055127420492
"ENSG00000244479.6","OR2A1-AS1","antisense",-1.07041458644589,2.39606049931839,-10.2052666492197,1.56181244785042e-22,1.5310933553331e-21,39.9827449908552,2.30834999511775,3.23830360950009
"ENSG00000249474.1","RP11-49I4.3","antisense",-1.26710143020477,-1.27471487447778,-10.2042843869304,1.5751826485588e-22,1.54368942380774e-21,40.1774776896824,-1.30810879799213,0.0374521237644563
"ENSG00000273162.1","RP11-108L7.15","lincRNA",1.69163879542436,-2.10189338675847,10.2037619252233,1.58234042535413e-22,1.55019095410438e-21,40.3205618046096,-1.759011589218,-3.2845280832792
"ENSG00000234350.4","AC007405.4","lincRNA",-2.09938803996823,-0.950364367213351,-10.2028605979453,1.59476465800428e-22,1.56184593003224e-21,40.1544474382895,-0.999005492928174,0.643407218615704
"ENSG00000135953.10","MFSD9","protein_coding",0.886508509855864,3.77829315075765,10.2016790632933,1.61119812784359e-22,1.5774183787347e-21,39.8787234273384,3.87581545353442,2.95388519170034
"ENSG00000197253.13","TPSB2","protein_coding",-2.27824586177919,4.71139637631176,-10.1980930633471,1.66211042052675e-22,1.62672532595421e-21,39.6526320585532,4.47422263100525,6.8179509750516
"ENSG00000119402.16","FBXW2","protein_coding",-0.586544362680597,5.88863451215467,-10.1946329065099,1.71274873290286e-22,1.67573162545677e-21,39.5834848741184,5.83003727469048,6.40617984108633
"ENSG00000108379.9","WNT3","protein_coding",1.65828669989777,2.69162299688246,10.1942238811953,1.718834982159e-22,1.68113077244134e-21,39.9291078901567,2.87819092086878,1.13329371392058
"ENSG00000272620.1","AFAP1-AS1","antisense",3.76183886840205,4.61935342877008,10.1940581651157,1.72130692355007e-22,1.68299249599152e-21,39.8242850656291,4.99243455805595,1.40914555224033
"ENSG00000166596.14","CFAP52","protein_coding",-2.90473955237385,-0.423322544092036,-10.1928932898778,1.73878289865653e-22,1.69951820725075e-21,40.0358601910749,-0.577654640570041,1.9258565483239
"ENSG00000115598.9","IL1RL2","protein_coding",1.93776341822553,0.796586857592501,10.1904048135471,1.77670820124419e-22,1.73601396059523e-21,40.0289571727858,1.04176108227769,-1.02301555753904
"ENSG00000197165.10","SULT1A2","protein_coding",-1.74170078305252,2.22959755031756,-10.1899242595853,1.78412604118509e-22,1.74268675603186e-21,39.841630328402,2.09381773067892,3.53623672931668
"ENSG00000162194.12","LBHD1","protein_coding",0.814727870200458,5.31533690559484,10.1890320936992,1.79797912373747e-22,1.75563885017716e-21,39.6094809531698,5.40462822794575,4.54519882657237
"ENSG00000261457.3","AC002519.6","transcribed_processed_pseudogene",-0.900766665353798,-0.577390489669983,-10.1888258341364,1.80119697592961e-22,1.75820104415998e-21,40.0166089925352,-0.609381943105123,0.276939258702973
"ENSG00000075702.16","WDR62","protein_coding",1.92913840557476,2.75791889297689,10.18525687102,1.85779009161112e-22,1.81284553237439e-21,39.8622325208298,2.96455068993363,1.02693561184543
"ENSG00000153214.9","TMEM87B","protein_coding",0.646085137517529,5.68297703081616,10.1823265787026,1.9055723253869e-22,1.85885911912371e-21,39.5072123242964,5.73741374266735,5.21481321485295
"ENSG00000138741.10","TRPC3","protein_coding",-1.77808596634845,-1.75998645256852,-10.1821883192567,1.90785671161551e-22,1.86047449947591e-21,40.0114548004606,-1.77278528066702,0.00173006774133258
"ENSG00000256813.1","RP11-804A23.4","antisense",0.952329787914472,1.97134271584169,10.1820761311829,1.90971233182931e-22,1.86167083622452e-21,39.856416733658,2.07058658018657,1.20086700593359
"ENSG00000126947.12","ARMCX1","protein_coding",-1.14844783260715,3.25783181455603,-10.1810408646014,1.92692066218366e-22,1.87782795011881e-21,39.6469053861645,3.13188182452756,4.40201804314132
"ENSG00000268894.6","PLCE1-AS1","antisense",-1.56134078594728,-2.26076849201002,-10.1779410805782,1.97937124462733e-22,1.92830750471987e-21,39.9994885474136,-2.19096034145772,-0.724657755102969
"ENSG00000272914.1","RP11-330O11.3","sense_intronic",-1.10386444703611,-1.82687633104526,-10.1776714520246,1.9839999838217e-22,1.93218103687583e-21,40.0037335906392,-1.77851622212775,-0.878330874520257
"ENSG00000131944.9","FAAP24","protein_coding",1.18758378947539,1.74218320655885,10.1768183878376,1.99871549279771e-22,1.94587211048238e-21,39.8300867034425,1.85998133389522,0.830598059131263
"ENSG00000276422.1","RP11-144A16.8","lincRNA",-3.35447078291023,-3.79302540977605,-10.1752690170865,2.02571997337905e-22,1.97151431728666e-21,40.0663070890218,-3.22979527428459,-0.555945186516268
"ENSG00000106178.6","CCL24","protein_coding",-2.43725808323735,-1.06406035013378,-10.1750410958263,2.02972291883808e-22,1.97476098373711e-21,39.8877439686874,-1.15220449868582,1.2035247110467
"ENSG00000125991.19","ERGIC3","protein_coding",0.617660095812685,7.7672826636863,10.1742722828663,2.04328344851679e-22,1.98730124102458e-21,39.4258653679092,7.82475637818111,7.26725639107987
"ENSG00000172458.4","IL17D","protein_coding",-1.40275765867316,2.32363360915294,-10.1715818163648,2.09145034141928e-22,2.03348042062591e-21,39.669651080403,2.19049453661269,3.57752321416283
"ENSG00000154114.12","TBCEL","protein_coding",-0.756610576630758,4.25659924296208,-10.1714955413759,2.09301341069621e-22,2.03433207606933e-21,39.4789212391741,4.172618244804,5.00940176922155
"ENSG00000079337.15","RAPGEF3","protein_coding",-1.29206534087215,3.5141772244953,-10.1702734104289,2.11528004424087e-22,2.05529967147342e-21,39.5472958580789,3.40822242459287,4.47728794960421
"ENSG00000270093.1","AP000473.8","lincRNA",-2.01290058260291,-3.85835575598603,-10.167848972393,2.16015022151843e-22,2.09820890611138e-21,40.0312047195492,-3.39758462840036,-1.9334490743019
"ENSG00000273776.1","MIR6126","miRNA",-0.873518418912637,-1.53980417565756,-10.1674299217245,2.16800096357037e-22,2.10514386774236e-21,39.893231590207,-1.50241887576463,-0.810856944926169
"ENSG00000108846.15","ABCC3","protein_coding",1.9925043788897,7.01310074698553,10.1668336076938,2.17922150093036e-22,2.11534530349325e-21,39.3742084352777,7.23435513370279,5.08701323695354
"ENSG00000235847.2","LDHAP7","processed_pseudogene",1.40771617240359,1.68046179641242,10.1637182221455,2.23878588343055e-22,2.17245148688446e-21,39.7211938494056,1.81412564967411,0.651316390033692
"ENSG00000163382.11","NAXE","protein_coding",0.99299833068595,6.4858745719929,10.1601445872957,2.30910357744193e-22,2.23995152404147e-21,39.3006592461908,6.58739393829527,5.60406133472984
"ENSG00000272202.1","RP11-157F20.3","antisense",1.75739849361773,-3.16519123635521,10.1591578849533,2.32890191633613e-22,2.25841697134122e-21,39.9933824324504,-2.66562717764996,-4.06635501235482
"ENSG00000206538.8","VGLL3","protein_coding",-1.6401332846244,3.84403743712699,-10.158155967102,2.34917792958781e-22,2.27733339172812e-21,39.3931466800612,3.65163521714831,5.56032258048779
"ENSG00000278419.1","RP11-298E9.7","antisense",1.83543693555105,2.77236468357333,10.1573065356477,2.36650519652495e-22,2.2933797986356e-21,39.61345453722,2.96520667099772,1.15931070178646
"ENSG00000101336.13","HCK","protein_coding",-1.52014129190109,4.66438935070288,-10.1554579439549,2.40465357551133e-22,2.3295868375847e-21,39.2890519455948,4.49708686306283,6.14519510789066
"ENSG00000129993.14","CBFA2T3","protein_coding",-1.55120222270278,2.19497484707421,-10.1553929916942,2.40600500035597e-22,2.33013359635391e-21,39.5547668543402,2.05219768965654,3.54826094577405
"ENSG00000135624.15","CCT7","protein_coding",0.611004808649689,7.47741514938722,10.1549107114391,2.41606313555425e-22,2.33910939147217e-21,39.2526779265034,7.53032963536328,7.01754906160169
"ENSG00000139726.10","DENR","protein_coding",0.661085462217201,5.78536335085776,10.154798753148,2.41840402882703e-22,2.34061031962906e-21,39.268614414053,5.84782975177407,5.24660907600225
"ENSG00000123358.19","NR4A1","protein_coding",-2.1983521016237,6.52383996169062,-10.1541769912801,2.43144522868051e-22,2.3524629882456e-21,39.2555567235182,6.31012960549642,8.39617451100722
"ENSG00000235721.1","AC013268.3","processed_pseudogene",2.75623284560744,0.360296932480916,10.1523432508878,2.47031499637295e-22,2.38928931011492e-21,39.791876029447,0.746805301371494,-2.36721710404923
"ENSG00000131196.17","NFATC1","protein_coding",-1.11690204782648,3.77950931097549,-10.1513139512503,2.49240260342899e-22,2.40986516907638e-21,39.3405176644394,3.66348724995903,4.82334219350768
"ENSG00000112473.17","SLC39A7","protein_coding",0.758370986158993,7.50225439962683,10.1483342834535,2.55745384759937e-22,2.47195490081708e-21,39.194515419505,7.58649026941688,6.76899628605165
"ENSG00000104889.5","RNASEH2A","protein_coding",1.20837948476387,3.93609742770864,10.1481678305644,2.56113708216447e-22,2.47470706444391e-21,39.4117682368994,4.05588258684573,2.9163520942058
"ENSG00000256249.1","RP11-324E6.6","lincRNA",-2.09245229398966,0.988370274103895,-10.1479531619666,2.5658949969847e-22,2.4784955067122e-21,39.5637477493744,0.820534166745091,2.77681103831634
"ENSG00000148344.10","PTGES","protein_coding",2.49633550669738,4.28293946288835,10.1455128558733,2.62060245829954e-22,2.53051390673243e-21,39.4025340933283,4.52482344367556,2.20351092911819
"ENSG00000137809.16","ITGA11","protein_coding",2.68801231243318,4.16878009395618,10.1452517098213,2.62652503075319e-22,2.53540593610952e-21,39.4169040660799,4.42916073437543,1.93294413608279
"ENSG00000162961.13","DPY30","protein_coding",0.7571005752053,5.51263508935128,10.1443802354504,2.64638562465694e-22,2.55374487625793e-21,39.2052745504993,5.5892225652732,4.85212541928912
"ENSG00000123684.12","LPGAT1","protein_coding",0.927786896545417,6.28856902978063,10.1428305392129,2.68207147965214e-22,2.58733816313396e-21,39.1529852244874,6.38032322384912,5.49250865629995
"ENSG00000262406.2","MMP12","protein_coding",4.23327232384629,2.98542887794685,10.1425891337979,2.68767330240842e-22,2.59189758277211e-21,39.5408928469836,3.40316944012783,-0.448131615647336
"ENSG00000197153.4","HIST1H3J","protein_coding",2.96174722707724,-2.27179237801856,10.1415071314411,2.71292419564226e-22,2.61539673514115e-21,39.8387741156758,-1.73959387237673,-4.18437359764684
"ENSG00000175920.16","DOK7","protein_coding",-2.19369916236003,0.673092979973068,-10.1404713899027,2.73731598484801e-22,2.63805263826205e-21,39.5306250999382,0.536521974293339,2.33543852560346
"ENSG00000131462.7","TUBG1","protein_coding",0.98381971083968,5.17885663828779,10.140102923829,2.74604576728245e-22,2.64560465298289e-21,39.2074195191158,5.28363408449591,4.27468823014967
"ENSG00000230787.1","PSAT1P3","processed_pseudogene",2.70181404866953,-2.40349890116925,10.1369604965932,2.8216282870293e-22,2.71719627445506e-21,39.7855924884946,-1.91359156802909,-3.84625134073801
"ENSG00000260977.1","RP11-333I13.1","lincRNA",-1.37030587233083,-2.86354510178796,-10.136937417636,2.8221909558702e-22,2.71719627445506e-21,39.733425240969,-2.67143439268896,-1.68750986643752
"ENSG00000214826.5","DDX12P","unprocessed_pseudogene",1.37121514133251,1.83737008701501,10.1343243402068,2.88662353533859e-22,2.77832823105443e-21,39.4907788586097,2.01963898251218,0.36765759951321
"ENSG00000163535.17","SGO2","protein_coding",1.41161639287523,2.74271073667935,10.1337565825039,2.90081504650559e-22,2.79107995667353e-21,39.4001368348653,2.87394514581363,1.65933917812959
"ENSG00000248099.3","INSL3","protein_coding",1.96688158621029,-2.13358676949305,10.1333871674442,2.91008599852437e-22,2.79909051566967e-21,39.7348111715971,-1.7562779374557,-3.41179290291108
"ENSG00000213574.2","LDHAP5","processed_pseudogene",1.27688679082323,0.905589460359518,10.1305740878442,2.98165504418762e-22,2.86699835135494e-21,39.4842596538793,1.03908360479636,-0.0338579052657538
"ENSG00000111144.9","LTA4H","protein_coding",-0.990599845686885,7.5164017357499,-10.1298216193674,3.00109329634764e-22,2.88475221206715e-21,39.0543999915271,7.42476628537751,8.31841261403064
"ENSG00000144278.14","GALNT13","protein_coding",-2.97815034016609,0.116108079230395,-10.125974476314,3.10245748665022e-22,2.98121896623715e-21,39.4152372367185,-0.102028293853514,2.99867543309886
"ENSG00000280721.1","LINC01943","lincRNA",1.19850845128103,1.52725981511887,10.1252096969749,3.12300899746189e-22,2.99999365278574e-21,39.4029171177772,1.64761492391681,0.617780488512142
"ENSG00000254721.1","RP11-805J14.5","antisense",0.746518049182219,4.30875434846868,10.1216205106656,3.22127850616047e-22,3.09338862969143e-21,39.1170332078097,4.380636141507,3.69965282203855
"ENSG00000179008.8","C14orf39","protein_coding",0.804501372854333,1.93049454557708,10.1211171071575,3.23530451393537e-22,3.1058503709329e-21,39.334080083327,2.0177967012562,1.26373883786667
"ENSG00000237371.1","RP13-152O15.5","antisense",-1.36093881590397,-3.72536194943098,-10.1196745669511,3.27583361790099e-22,3.14373841463781e-21,39.6222811199312,-3.34887092855976,-2.41342396309922
"ENSG00000188269.8","OR7A5","protein_coding",0.880030673340377,-0.537693739915297,10.1194813921693,3.28129910075287e-22,3.14722726793074e-21,39.4552717719493,-0.412700093499148,-1.0892775153152
"ENSG00000143127.12","ITGA10","protein_coding",-1.68926531170918,1.47096624810735,-10.1194709378714,3.28159514155988e-22,3.14722726793074e-21,39.2642611703575,1.32796378306888,2.91064229246823
"ENSG00000163923.9","RPL39L","protein_coding",2.13042761223379,2.92503338869559,10.1175121273506,3.33753429800045e-22,3.19983939205315e-21,39.2523428982075,3.12746622583009,1.23184110744508
"ENSG00000106636.7","YKT6","protein_coding",0.765417596513913,6.56445909398739,10.1115195340858,3.51461169536056e-22,3.36852035781303e-21,38.8741762660321,6.63534767921713,5.94955079156806
"ENSG00000163283.6","ALPP","protein_coding",-3.41319476653387,-0.611748881946034,-10.1100375618279,3.55982190781056e-22,3.41074716513396e-21,39.3040417980021,-0.727407907750974,2.44871816925921
"ENSG00000278376.1","RP11-158I9.8","lincRNA",-1.11981326597583,-0.59144105795932,-10.1084357134168,3.6093383055541e-22,3.45707117030847e-21,39.3428360321191,-0.626657948498802,0.316216388609144
"ENSG00000267024.1","CTD-2588C8.8","antisense",1.26728798763425,-3.23910496594092,10.108031121627,3.62195279805189e-22,3.46803151808294e-21,39.5475774736411,-2.80364967131443,-3.73708227415846
"ENSG00000109667.11","SLC2A9","protein_coding",-1.12175908357755,1.73779711219513,-10.1048729903669,3.72193327262382e-22,3.56261094307471e-21,39.1408871867531,1.61714242803343,2.91796758869198
"ENSG00000198535.5","C2CD4A","protein_coding",3.429180759896,2.16327277468974,10.1045930025517,3.73092821287366e-22,3.57006660214407e-21,39.2575069689827,2.54205785059417,-0.903451713164388
"ENSG00000100823.11","APEX1","protein_coding",0.713972694755884,6.83619656653328,10.1022012862755,3.80864933074944e-22,3.64325919502966e-21,38.7934246152788,6.90706475717878,6.220778284332
"ENSG00000229570.2","GAPDHP58","processed_pseudogene",1.55243239803495,-1.52847674118951,10.1011193057609,3.84433507208695e-22,3.67620749819787e-21,39.3951153481573,-1.28090111217951,-2.46272383062727
"ENSG00000223460.1","GAPDHP69","processed_pseudogene",1.59743547427873,-1.22865475740434,10.0988648538625,3.91976046886319e-22,3.74712394062524e-21,39.3524950771399,-0.980487120424542,-2.36990953334493
"ENSG00000144815.15","NXPE3","protein_coding",-1.06314232332869,3.92165595737328,-10.0975589527655,3.96412069640778e-22,3.78830720909776e-21,38.8735806995269,3.79855997918381,5.02320506037624
"ENSG00000215910.7","C1orf167","protein_coding",-1.17747006389574,3.03873948921462,-10.0951915035712,4.04581457743653e-22,3.86513024780851e-21,38.9747479536434,2.9436001078628,3.91915918990585
"ENSG00000224040.1","HMGN1P4","processed_pseudogene",0.744505808904479,3.03631222601514,10.0942399534906,4.07911854342442e-22,3.89568979343946e-21,39.0045252480535,3.10474430005647,2.48328303788678
"ENSG00000153071.14","DAB2","protein_coding",-1.20186925621746,5.75448252220762,-10.0917457117776,4.16771290226661e-22,3.9790167102388e-21,38.7056200094061,5.61813242593547,6.952607723216
"ENSG00000107864.14","CPEB3","protein_coding",-0.751847796037685,2.52828094542565,-10.0908918256151,4.19847915110035e-22,4.00709779972524e-21,38.9800170664002,2.46155876847254,3.17539828847722
"ENSG00000268050.2","RP11-247A12.8","antisense",1.6554018223092,-0.0742175141950607,10.0900643326882,4.22850942099415e-22,4.03445858581865e-21,39.2221837092103,0.145572876186048,-1.52087549356074
"ENSG00000099958.14","DERL3","protein_coding",2.15062581267073,4.4117412828824,10.0894613657378,4.25052563544672e-22,4.05415792406687e-21,38.9121359621466,4.63033975643402,2.52953892378294
"ENSG00000273100.1","RP11-302L19.3","lincRNA",-2.06573948491436,-2.50643200152726,-10.0891691526402,4.26123613284701e-22,4.06306463604086e-21,39.2971264895938,-2.37699199488117,-0.823784285535658
