EnsemblID,discovery_status,mechanistic_status,development_status,risk_status,evidence_maturity_status,missing_evidence_domains,known_uncertainties,recommended_future_evidence_type
ENSG00000142408.4,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|TARGET_SAFETY_LIABILITY
ENSG00000183891.5,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
ENSG00000198218.10,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
ENSG00000226472.8,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000274068.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000185186.8,PARTIAL,MISSING,MISSING,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|TEMPORAL_UNCERTAINTY,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000213854.3,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000211796.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000253831.1,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
ENSG00000211805.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000278202.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000249825.5,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000230869.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000278090.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000269019.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000177839.6,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
ENSG00000284413.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000200831.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000107140.15,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|TARGET_SAFETY_LIABILITY
ENSG00000279031.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000179909.15,PARTIAL,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|PHARMACOLOGY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|TEMPORAL_UNCERTAINTY,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
ENSG00000196152.10,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
ENSG00000258354.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,CONFLICTING_RECORDS|DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE,INDEPENDENT_LUAD_COHORT_REPLICATION|CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000227117.6,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000237307.2,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000250090.1,MISSING,MISSING,MISSING,MISSING,MISSING,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|TRACTABILITY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|MODALITY_SPECIFIC_TRACTABILITY|TARGET_SAFETY_LIABILITY
ENSG00000278558.4,MISSING,MISSING,PARTIAL,MISSING,PARTIAL,GENETIC_EVIDENCE|FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_EVIDENCE|CLINICAL_DEVELOPMENT|NORMAL_TISSUE_CONTEXT|ESSENTIALITY|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION|PHARMACOLOGY|SAFETY_LIABILITY,DEPENDENCY_UNCERTAIN|INCOMPLETE_COVERAGE|SOURCE_LIMITATION,CANCER_GENETIC_EVIDENCE|CRISPR_FUNCTIONAL_DEPENDENCY|PERTURBATIONAL_MECHANISM|TRIAL_LEVEL_CLINICAL_DEVELOPMENT|NORMAL_TISSUE_EXPRESSION|ESSENTIALITY_GENETIC_CONSTRAINT|TOXICITY_EVIDENCE|LUAD_DISEASE_ASSOCIATION_DATASOURCE_DETAIL|COMPOUND_ACTIVITY_POTENCY_MECHANISM|TARGET_SAFETY_LIABILITY
