EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,tractability_retrieval_status,tractability_record_count,tractability_true_assessment_count,tractability_true_SM_count,tractability_true_AB_count,tractability_true_PR_count,tractability_true_OC_count,tractability_true_assessment_ids_by_modality_json,safety_retrieval_status,safety_liability_record_count,source_name,source_release
ENSG00000178741.11,ENSG00000178741,COX5A,protein_coding,FALSE,ENSG00000178741,TRACTABILITY_RECORD_PRESENT,28,5,1,1,3,0,"{""AB"":[""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000168101.14,ENSG00000168101,NUDT16L1,protein_coding,FALSE,ENSG00000168101,TRACTABILITY_RECORD_PRESENT,28,3,0,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000211976.2,ENSG00000211976,IGHV3-73,IG_V_gene,TRUE,ENSG00000211976,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000172020.12,ENSG00000172020,GAP43,protein_coding,TRUE,ENSG00000172020,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000170571.11,ENSG00000170571,EMB,protein_coding,TRUE,ENSG00000170571,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000229184.2,ENSG00000229184,ATP5HP2,processed_pseudogene,TRUE,ENSG00000229184,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000164318.17,ENSG00000164318,EGFLAM,protein_coding,TRUE,ENSG00000164318,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000278987.1,ENSG00000278987,LA16c-431H6.7,TEC,TRUE,ENSG00000278987,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000156127.6,ENSG00000156127,BATF,protein_coding,TRUE,ENSG00000156127,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000233833.1,ENSG00000233833,ETF1P3,processed_pseudogene,TRUE,ENSG00000233833,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000132704.15,ENSG00000132704,FCRL2,protein_coding,TRUE,ENSG00000132704,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000198074.9,ENSG00000198074,AKR1B10,protein_coding,TRUE,ENSG00000198074,TRACTABILITY_RECORD_PRESENT,28,10,4,3,3,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000227018.1,ENSG00000227018,IL6STP1,processed_pseudogene,TRUE,ENSG00000227018,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000151079.7,ENSG00000151079,KCNA6,protein_coding,TRUE,ENSG00000151079,TRACTABILITY_RECORD_PRESENT,28,7,2,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Half-life Data"",""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000140526.17,ENSG00000140526,ABHD2,protein_coding,TRUE,ENSG00000140526,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000185900.9,ENSG00000185900,POMK,protein_coding,TRUE,ENSG00000185900,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000148803.11,ENSG00000148803,FUOM,protein_coding,TRUE,ENSG00000148803,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000260285.1,ENSG00000260285,RP11-600F24.7,antisense,TRUE,ENSG00000260285,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000203441.2,ENSG00000203441,LINC00449,antisense,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000104892.16,ENSG00000104892,KLC3,protein_coding,TRUE,ENSG00000104892,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000274386.5,ENSG00000274386,TMEM269,protein_coding,FALSE,ENSG00000274386,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000244462.7,ENSG00000244462,RBM12,protein_coding,FALSE,ENSG00000244462,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""High-Quality Pocket""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000134443.9,ENSG00000134443,GRP,protein_coding,TRUE,ENSG00000134443,TRACTABILITY_RECORD_PRESENT,28,5,1,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000276334.1,ENSG00000276334,AL133243.1,sense_intronic,TRUE,ENSG00000276334,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000184752.12,ENSG00000184752,NDUFA12,protein_coding,FALSE,ENSG00000184752,TRACTABILITY_RECORD_PRESENT,28,5,2,1,2,0,"{""AB"":[""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Approved Drug"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000165548.10,ENSG00000165548,TMEM63C,protein_coding,TRUE,ENSG00000165548,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000147082.17,ENSG00000147082,CCNB3,protein_coding,TRUE,ENSG00000147082,TRACTABILITY_RECORD_PRESENT,28,3,2,0,1,0,"{""PR"":[""UniProt Ubiquitination""],""SM"":[""Druggable Family"",""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000163746.11,ENSG00000163746,PLSCR2,protein_coding,TRUE,ENSG00000163746,TRACTABILITY_RECORD_PRESENT,28,3,0,2,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000225131.2,ENSG00000225131,PSME2P2,processed_pseudogene,TRUE,ENSG00000225131,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000166432.14,ENSG00000166432,ZMAT1,protein_coding,TRUE,ENSG00000166432,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000142539.9,ENSG00000142539,CTD-2545M3.6,protein_coding,TRUE,ENSG00000142539,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000196466.10,ENSG00000196466,ZNF799,protein_coding,FALSE,ENSG00000196466,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000144959.9,ENSG00000144959,NCEH1,protein_coding,TRUE,ENSG00000144959,TRACTABILITY_RECORD_PRESENT,28,8,2,3,3,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000237931.1,ENSG00000237931,CLIC4P3,processed_pseudogene,TRUE,ENSG00000237931,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000103152.11,ENSG00000103152,MPG,protein_coding,TRUE,ENSG00000103152,TRACTABILITY_RECORD_PRESENT,28,4,1,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000281859.1,ENSG00000281859,SNORD38B,snoRNA,TRUE,ENSG00000281859,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000176401.5,ENSG00000176401,EID2B,protein_coding,TRUE,ENSG00000176401,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000229664.1,ENSG00000229664,RP11-536K7.5,antisense,TRUE,ENSG00000229664,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000167157.10,ENSG00000167157,PRRX2,protein_coding,TRUE,ENSG00000167157,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000204469.12,ENSG00000204469,PRRC2A,protein_coding,FALSE,ENSG00000204469,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""GO CC high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000213145.9,ENSG00000213145,CRIP1,protein_coding,TRUE,ENSG00000213145,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""Human Protein Atlas loc""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000148123.14,ENSG00000148123,PLPPR1,protein_coding,TRUE,ENSG00000148123,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000244349.1,ENSG00000244349,HCG16,antisense,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000224914.3,ENSG00000224914,LINC00863,lincRNA,FALSE,ENSG00000224914,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000184349.12,ENSG00000184349,EFNA5,protein_coding,TRUE,ENSG00000184349,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000101126.15,ENSG00000101126,ADNP,protein_coding,FALSE,ENSG00000101126,TRACTABILITY_RECORD_PRESENT,28,3,0,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000147697.8,ENSG00000147697,GSDMC,protein_coding,TRUE,ENSG00000147697,TRACTABILITY_RECORD_PRESENT,28,2,0,2,0,0,"{""AB"":[""GO CC high conf"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000141086.17,ENSG00000141086,CTRL,protein_coding,FALSE,ENSG00000141086,TRACTABILITY_RECORD_PRESENT,28,3,1,1,1,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Small Molecule Binder""],""SM"":[""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000181826.9,ENSG00000181826,RELL1,protein_coding,TRUE,ENSG00000181826,TRACTABILITY_RECORD_PRESENT,28,5,0,4,1,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000187140.5,ENSG00000187140,FOXD3,protein_coding,TRUE,ENSG00000187140,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000143153.12,ENSG00000143153,ATP1B1,protein_coding,TRUE,ENSG00000143153,TRACTABILITY_RECORD_PRESENT,28,10,4,4,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Advanced Clinical"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,8,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000263006.6,ENSG00000263006,ROCK1P1,transcribed_unprocessed_pseudogene,FALSE,ENSG00000263006,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000115271.10,ENSG00000115271,GCA,protein_coding,FALSE,ENSG00000115271,TRACTABILITY_RECORD_PRESENT,28,4,1,2,1,0,"{""AB"":[""GO CC high conf"",""UniProt loc med conf""],""PR"":[""Half-life Data""],""SM"":[""High-Quality Pocket""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000272732.1,ENSG00000272732,RP5-1159O4.2,lincRNA,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000035862.12,ENSG00000035862,TIMP2,protein_coding,TRUE,ENSG00000035862,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000258824.2,ENSG00000258824,CTD-2555O16.2,antisense,FALSE,ENSG00000258824,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000063854.12,ENSG00000063854,HAGH,protein_coding,FALSE,ENSG00000063854,TRACTABILITY_RECORD_PRESENT,28,4,1,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""Med-Quality Pocket""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000143850.13,ENSG00000143850,PLEKHA6,protein_coding,TRUE,ENSG00000143850,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000263745.6,ENSG00000263745,RP11-161I6.2,lincRNA,TRUE,ENSG00000263745,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000279718.1,ENSG00000279718,SNX18P12,processed_pseudogene,TRUE,ENSG00000279718,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000188042.7,ENSG00000188042,ARL4C,protein_coding,TRUE,ENSG00000188042,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000167930.15,ENSG00000167930,FAM234A,protein_coding,FALSE,ENSG00000167930,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000260220.6,ENSG00000260220,CCDC187,protein_coding,TRUE,ENSG00000260220,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000180596.7,ENSG00000180596,HIST1H2BC,protein_coding,TRUE,ENSG00000180596,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""UniProt Ubiquitination""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000169288.17,ENSG00000169288,MRPL1,protein_coding,FALSE,ENSG00000169288,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000171346.15,ENSG00000171346,KRT15,protein_coding,TRUE,ENSG00000171346,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000144504.15,ENSG00000144504,ANKMY1,protein_coding,FALSE,ENSG00000144504,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000241859.6,ENSG00000241859,ANOS2P,transcribed_unprocessed_pseudogene,TRUE,ENSG00000241859,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000154001.13,ENSG00000154001,PPP2R5E,protein_coding,FALSE,ENSG00000154001,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000242349.5,ENSG00000242349,NPPA-AS1,antisense,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000165119.20,ENSG00000165119,HNRNPK,protein_coding,FALSE,ENSG00000165119,TRACTABILITY_RECORD_PRESENT,28,3,0,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000231105.1,ENSG00000231105,RP5-1071N3.1,antisense,TRUE,ENSG00000231105,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000258088.1,ENSG00000258088,RP11-114H23.2,lincRNA,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000086504.15,ENSG00000086504,MRPL28,protein_coding,FALSE,ENSG00000086504,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000274002.1,ENSG00000274002,RP11-66N24.6,lincRNA,TRUE,ENSG00000274002,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000134086.7,ENSG00000134086,VHL,protein_coding,FALSE,ENSG00000134086,TRACTABILITY_RECORD_PRESENT,28,8,2,2,4,0,"{""AB"":[""GO CC med conf"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Literature"",""Small Molecule Binder""],""SM"":[""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
