EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,tractability_retrieval_status,tractability_record_count,tractability_true_assessment_count,tractability_true_SM_count,tractability_true_AB_count,tractability_true_PR_count,tractability_true_OC_count,tractability_true_assessment_ids_by_modality_json,safety_retrieval_status,safety_liability_record_count,source_name,source_release
ENSG00000248551.1,ENSG00000248551,RP11-287F9.2,lincRNA,TRUE,ENSG00000248551,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000108576.9,ENSG00000108576,SLC6A4,protein_coding,TRUE,ENSG00000108576,TRACTABILITY_RECORD_PRESENT,28,9,4,3,1,1,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""OC"":[""Advanced Clinical""],""PR"":[""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,49,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000186994.11,ENSG00000186994,KANK3,protein_coding,TRUE,ENSG00000186994,TRACTABILITY_RECORD_PRESENT,28,1,0,1,0,0,"{""AB"":[""Human Protein Atlas loc""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000224215.1,ENSG00000224215,RP11-371A19.2,antisense,TRUE,ENSG00000224215,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000244215.1,ENSG00000244215,LINC02016,lincRNA,TRUE,ENSG00000244215,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000182010.10,ENSG00000182010,RTKN2,protein_coding,TRUE,ENSG00000182010,TRACTABILITY_RECORD_PRESENT,28,2,0,1,1,0,"{""AB"":[""GO CC med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000237167.1,ENSG00000237167,AC128709.2,lincRNA,TRUE,ENSG00000237167,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000180440.3,ENSG00000180440,SERTM1,protein_coding,TRUE,ENSG00000180440,TRACTABILITY_RECORD_PRESENT,28,1,0,1,0,0,"{""AB"":[""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000198358.4,ENSG00000198358,RP11-544M22.1,antisense,TRUE,ENSG00000198358,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000170323.8,ENSG00000170323,FABP4,protein_coding,TRUE,ENSG00000170323,TRACTABILITY_RECORD_PRESENT,28,5,4,0,1,0,"{""PR"":[""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000266120.1,ENSG00000266120,RP11-354P11.2,antisense,TRUE,ENSG00000266120,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000261863.1,ENSG00000261863,LINC01996,lincRNA,TRUE,ENSG00000261863,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000163815.5,ENSG00000163815,CLEC3B,protein_coding,TRUE,ENSG00000163815,TRACTABILITY_RECORD_PRESENT,28,4,1,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""SM"":[""High-Quality Pocket""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000158764.6,ENSG00000158764,ITLN2,protein_coding,TRUE,ENSG00000158764,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000135604.9,ENSG00000135604,STX11,protein_coding,TRUE,ENSG00000135604,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000165312.6,ENSG00000165312,OTUD1,protein_coding,TRUE,ENSG00000165312,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000235387.2,ENSG00000235387,SPAAR,protein_coding,TRUE,ENSG00000235387,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000234281.5,ENSG00000234281,LANCL1-AS1,antisense,TRUE,ENSG00000234281,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000105227.14,ENSG00000105227,PRX,protein_coding,TRUE,ENSG00000105227,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000034971.16,ENSG00000034971,MYOC,protein_coding,TRUE,ENSG00000034971,TRACTABILITY_RECORD_PRESENT,28,5,0,4,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Small Molecule Binder""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000120156.20,ENSG00000120156,TEK,protein_coding,TRUE,ENSG00000120156,TRACTABILITY_RECORD_PRESENT,28,11,5,4,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Small Molecule Binder"",""UniProt Ubiquitination""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000132622.10,ENSG00000132622,HSPA12B,protein_coding,TRUE,ENSG00000132622,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000131477.10,ENSG00000131477,RAMP2,protein_coding,TRUE,ENSG00000131477,TRACTABILITY_RECORD_PRESENT,28,5,2,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""SM"":[""Med-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000150625.16,ENSG00000150625,GPM6A,protein_coding,TRUE,ENSG00000150625,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000183090.5,ENSG00000183090,FREM3,protein_coding,TRUE,ENSG00000183090,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000072163.19,ENSG00000072163,LIMS2,protein_coding,TRUE,ENSG00000072163,TRACTABILITY_RECORD_PRESENT,28,3,0,2,1,0,"{""AB"":[""GO CC med conf"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000130307.11,ENSG00000130307,USHBP1,protein_coding,TRUE,ENSG00000130307,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000171819.4,ENSG00000171819,ANGPTL7,protein_coding,TRUE,ENSG00000171819,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000168309.16,ENSG00000168309,FAM107A,protein_coding,TRUE,ENSG00000168309,TRACTABILITY_RECORD_PRESENT,28,2,0,1,1,0,"{""AB"":[""GO CC med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000120903.12,ENSG00000120903,CHRNA2,protein_coding,TRUE,ENSG00000120903,TRACTABILITY_RECORD_PRESENT,28,8,3,4,1,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000101331.15,ENSG00000101331,CCM2L,protein_coding,TRUE,ENSG00000101331,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000243566.6,ENSG00000243566,UPK3B,protein_coding,TRUE,ENSG00000243566,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000122679.8,ENSG00000122679,RAMP3,protein_coding,TRUE,ENSG00000122679,TRACTABILITY_RECORD_PRESENT,28,6,2,4,0,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""SM"":[""High-Quality Ligand"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000162367.11,ENSG00000162367,TAL1,protein_coding,TRUE,ENSG00000162367,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000075914.12,ENSG00000075914,EXOSC7,protein_coding,TRUE,ENSG00000075914,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000242435.1,ENSG00000242435,UPK3BP1,transcribed_unprocessed_pseudogene,TRUE,ENSG00000242435,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000275612.1,ENSG00000275612,RP11-35J10.6,sense_intronic,TRUE,ENSG00000275612,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000263155.5,ENSG00000263155,MYZAP,protein_coding,TRUE,ENSG00000263155,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000231655.1,ENSG00000231655,AC011742.3,processed_pseudogene,TRUE,ENSG00000231655,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000136160.14,ENSG00000136160,EDNRB,protein_coding,TRUE,ENSG00000136160,TRACTABILITY_RECORD_PRESENT,28,11,4,4,2,1,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""OC"":[""Phase 1 Clinical""],""PR"":[""Half-life Data"",""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,16,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000276668.1,ENSG00000276668,RP11-35J10.7,sense_intronic,TRUE,ENSG00000276668,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000159307.18,ENSG00000159307,SCUBE1,protein_coding,TRUE,ENSG00000159307,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000102104.8,ENSG00000102104,RS1,protein_coding,TRUE,ENSG00000102104,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000169744.12,ENSG00000169744,LDB2,protein_coding,TRUE,ENSG00000169744,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""GO CC high conf""],""PR"":[""Database Ubiquitination"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000101280.7,ENSG00000101280,ANGPT4,protein_coding,TRUE,ENSG00000101280,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000165810.16,ENSG00000165810,BTNL9,protein_coding,TRUE,ENSG00000165810,TRACTABILITY_RECORD_PRESENT,28,2,0,2,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000010319.6,ENSG00000010319,SEMA3G,protein_coding,TRUE,ENSG00000010319,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000238018.2,ENSG00000238018,AC093110.3,antisense,TRUE,ENSG00000238018,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000161649.12,ENSG00000161649,CD300LG,protein_coding,TRUE,ENSG00000161649,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000167588.12,ENSG00000167588,GPD1,protein_coding,TRUE,ENSG00000167588,TRACTABILITY_RECORD_PRESENT,28,2,1,0,1,0,"{""PR"":[""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000139567.12,ENSG00000139567,ACVRL1,protein_coding,TRUE,ENSG00000139567,TRACTABILITY_RECORD_PRESENT,28,10,5,4,1,0,"{""AB"":[""Advanced Clinical"",""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Small Molecule Binder""],""SM"":[""Advanced Clinical"",""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000154721.14,ENSG00000154721,JAM2,protein_coding,TRUE,ENSG00000154721,TRACTABILITY_RECORD_PRESENT,28,6,0,4,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000102683.7,ENSG00000102683,SGCG,protein_coding,TRUE,ENSG00000102683,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000102760.12,ENSG00000102760,RGCC,protein_coding,TRUE,ENSG00000102760,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000225683.5,ENSG00000225683,PACRG-AS3,antisense,TRUE,ENSG00000225683,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000271758.2,ENSG00000271758,RP11-35J10.5,lincRNA,TRUE,ENSG00000271758,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000197465.13,ENSG00000197465,GYPE,protein_coding,TRUE,ENSG00000197465,TRACTABILITY_RECORD_PRESENT,28,2,0,2,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000256013.1,ENSG00000256013,RP11-27M24.1,antisense,TRUE,ENSG00000256013,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000178084.1,ENSG00000178084,HTR3C,protein_coding,TRUE,ENSG00000178084,TRACTABILITY_RECORD_PRESENT,28,7,3,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000095370.19,ENSG00000095370,SH2D3C,protein_coding,TRUE,ENSG00000095370,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000151718.15,ENSG00000151718,WWC2,protein_coding,TRUE,ENSG00000151718,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000254568.1,ENSG00000254568,RP11-664I21.5,antisense,TRUE,ENSG00000254568,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000070778.12,ENSG00000070778,PTPN21,protein_coding,TRUE,ENSG00000070778,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000140505.6,ENSG00000140505,CYP1A2,protein_coding,TRUE,ENSG00000140505,TRACTABILITY_RECORD_PRESENT,28,6,3,1,2,0,"{""AB"":[""UniProt loc med conf""],""PR"":[""Half-life Data"",""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,19,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000114790.12,ENSG00000114790,ARHGEF26,protein_coding,TRUE,ENSG00000114790,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""Human Protein Atlas loc""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000170989.8,ENSG00000170989,S1PR1,protein_coding,TRUE,ENSG00000170989,TRACTABILITY_RECORD_PRESENT,28,9,4,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000154133.14,ENSG00000154133,ROBO4,protein_coding,TRUE,ENSG00000154133,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000277494.1,ENSG00000277494,GPIHBP1,protein_coding,TRUE,ENSG00000277494,TRACTABILITY_RECORD_PRESENT,28,5,1,4,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000116016.13,ENSG00000116016,EPAS1,protein_coding,TRUE,ENSG00000116016,TRACTABILITY_RECORD_PRESENT,28,8,5,0,3,0,"{""PR"":[""Database Ubiquitination"",""Small Molecule Binder"",""UniProt Ubiquitination""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Med-Quality Pocket"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,2,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000154342.5,ENSG00000154342,WNT3A,protein_coding,TRUE,ENSG00000154342,TRACTABILITY_RECORD_PRESENT,28,7,2,4,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Small Molecule Binder""],""SM"":[""High-Quality Ligand"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000140600.16,ENSG00000140600,SH3GL3,protein_coding,TRUE,ENSG00000140600,TRACTABILITY_RECORD_PRESENT,28,2,0,1,1,0,"{""AB"":[""UniProt loc med conf""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000183010.16,ENSG00000183010,PYCR1,protein_coding,TRUE,ENSG00000183010,TRACTABILITY_RECORD_PRESENT,28,5,2,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""Med-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
