EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,ChEMBL_target_ID,ot_target_retrieval_status,ot_target_approved_name,ot_target_approved_symbol,ot_target_biotype,ot_literature_occurrence_count,ot_literature_filtered_count,ot_drug_clinical_candidate_record_count,ot_target_annotation_source,ot_luad_disease_id,ot_luad_disease_name,ot_luad_direct_association_status,ot_luad_direct_association_count,ot_luad_direct_association_score_native,ot_luad_direct_datasource_scores_native_json,ot_luad_direct_datatype_scores_native_json,ot_luad_indirect_association_status,ot_luad_indirect_association_count,ot_luad_indirect_association_score_native,ot_luad_association_source,chembl_target_retrieval_status,chembl_target_record_count,chembl_target_annotations_json,chembl_target_annotation_source
ENSG00000248551.1,ENSG00000248551,RP11-287F9.2,lincRNA,TRUE,ENSG00000248551,NOT_FOUND,PRESENT,novel transcript,ENSG00000248551,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000108576.9,ENSG00000108576,SLC6A4,protein_coding,TRUE,ENSG00000108576,CHEMBL2095201|CHEMBL2111346|CHEMBL228|CHEMBL2363064,PRESENT,solute carrier family 6 member 4,SLC6A4,protein_coding,14850,14850,67,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.043559783661584354,"[{""id"":""europepmc"",""score"":0.039346632178752144},{""id"":""expression_atlas"",""score"":0.34842602442441667}]","[{""id"":""literature"",""score"":0.039346632178752144},{""id"":""rna_expression"",""score"":0.34842602442441667}]",PRESENT,1,0.043559783661584354,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,4,"[{""organism"":""Homo sapiens"",""pref_name"":""Monoamine transporters; serotonin & dopamine"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2095201"",""target_type"":""SELECTIVITY GROUP"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Serotonin and norepinephrine transporters (SERT/NET)"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2111346"",""target_type"":""SELECTIVITY GROUP"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Sodium-dependent serotonin transporter"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL228"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Monoamine transporter"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2363064"",""target_type"":""PROTEIN FAMILY"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000186994.11,ENSG00000186994,KANK3,protein_coding,TRUE,ENSG00000186994,NOT_FOUND,PRESENT,KN motif and ankyrin repeat domains 3,KANK3,protein_coding,69,69,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.026916958911449709,"[{""id"":""europepmc"",""score"":0.06079307976116211},{""id"":""expression_atlas"",""score"":0.20618349766548316}]","[{""id"":""literature"",""score"":0.06079307976116211},{""id"":""rna_expression"",""score"":0.20618349766548316}]",PRESENT,1,0.026916958911449709,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000224215.1,ENSG00000224215,RP11-371A19.2,antisense,TRUE,ENSG00000224215,NOT_FOUND,PRESENT,C10orf67 antisense RNA 1,C10orf67-AS1,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000244215.1,ENSG00000244215,LINC02016,lincRNA,TRUE,ENSG00000244215,NOT_FOUND,PRESENT,long independently transcribed non-coding RNA 2016,LINC02016,lncRNA,2,2,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000182010.10,ENSG00000182010,RTKN2,protein_coding,TRUE,ENSG00000182010,NOT_FOUND,PRESENT,rhotekin 2,RTKN2,protein_coding,318,318,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.036082081212867434,"[{""id"":""europepmc"",""score"":0.08966979264771412},{""id"":""expression_atlas"",""score"":0.2743439706921843}]","[{""id"":""literature"",""score"":0.08966979264771412},{""id"":""rna_expression"",""score"":0.2743439706921843}]",PRESENT,1,0.036082081212867434,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000237167.1,ENSG00000237167,AC128709.2,lincRNA,TRUE,ENSG00000237167,NOT_FOUND,PRESENT,novel transcript,ENSG00000237167,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000180440.3,ENSG00000180440,SERTM1,protein_coding,TRUE,ENSG00000180440,NOT_FOUND,PRESENT,serine rich and transmembrane domain containing 1,SERTM1,protein_coding,51,51,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.014136429441689843,"[{""id"":""europepmc"",""score"":0.01823792392834863},{""id"":""expression_atlas"",""score"":0.11170728406113536}]","[{""id"":""literature"",""score"":0.01823792392834863},{""id"":""rna_expression"",""score"":0.11170728406113536}]",PRESENT,1,0.014136429441689843,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000198358.4,ENSG00000198358,RP11-544M22.1,antisense,TRUE,ENSG00000198358,NOT_FOUND,PRESENT,antisense to ITLN2,ENSG00000198358,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000170323.8,ENSG00000170323,FABP4,protein_coding,TRUE,ENSG00000170323,CHEMBL2083,PRESENT,fatty acid binding protein 4,FABP4,protein_coding,13326,13326,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.05613434485681057,"[{""id"":""europepmc"",""score"":0.23312159476552552},{""id"":""expression_atlas"",""score"":0.40340327548128496}]","[{""id"":""literature"",""score"":0.23312159476552552},{""id"":""rna_expression"",""score"":0.40340327548128496}]",PRESENT,1,0.05613434485681057,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Fatty acid-binding protein, adipocyte"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2083"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000266120.1,ENSG00000266120,RP11-354P11.2,antisense,TRUE,ENSG00000266120,NOT_FOUND,PRESENT,"novel transcript, antisense to BLMH",ENSG00000266120,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000261863.1,ENSG00000261863,LINC01996,lincRNA,TRUE,ENSG00000261863,NOT_FOUND,PRESENT,long independently transcribed non-coding RNA 1996,LINC01996,lncRNA,3,3,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000163815.5,ENSG00000163815,CLEC3B,protein_coding,TRUE,ENSG00000163815,NOT_FOUND,PRESENT,C-type lectin domain family 3 member B,CLEC3B,protein_coding,1327,1327,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.010093726566049578,"[{""id"":""europepmc"",""score"":0.0830170687659255}]","[{""id"":""literature"",""score"":0.0830170687659255}]",PRESENT,1,0.010093726566049578,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000158764.6,ENSG00000158764,ITLN2,protein_coding,TRUE,ENSG00000158764,NOT_FOUND,PRESENT,intelectin 2,ITLN2,protein_coding,141,141,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.034474408844988987,"[{""id"":""expression_atlas"",""score"":0.28353892400606007}]","[{""id"":""rna_expression"",""score"":0.28353892400606007}]",PRESENT,1,0.034474408844988987,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000135604.9,ENSG00000135604,STX11,protein_coding,TRUE,ENSG00000135604,NOT_FOUND,PRESENT,syntaxin 11,STX11,protein_coding,911,911,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.020903436580966731,"[{""id"":""europepmc"",""score"":0.012158615952232422},{""id"":""expression_atlas"",""score"":0.16888317557650834}]","[{""id"":""literature"",""score"":0.012158615952232422},{""id"":""rna_expression"",""score"":0.16888317557650834}]",PRESENT,1,0.020903436580966731,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000165312.6,ENSG00000165312,OTUD1,protein_coding,TRUE,ENSG00000165312,CHEMBL4630832,PRESENT,OTU deubiquitinase 1,OTUD1,protein_coding,456,456,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.026320963945290737,"[{""id"":""europepmc"",""score"":0.18457454494152828},{""id"":""expression_atlas"",""score"":0.1276215613852796}]","[{""id"":""literature"",""score"":0.18457454494152828},{""id"":""rna_expression"",""score"":0.1276215613852796}]",PRESENT,1,0.026320963945290737,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""OTU domain-containing protein 1"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4630832"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000235387.2,ENSG00000235387,SPAAR,protein_coding,TRUE,ENSG00000235387,NOT_FOUND,PRESENT,small regulatory polypeptide of amino acid response,SPAAR,protein_coding,443,443,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000234281.5,ENSG00000234281,LANCL1-AS1,antisense,TRUE,ENSG00000234281,NOT_FOUND,PRESENT,LANCL1 antisense RNA 1,LANCL1-AS1,lncRNA,1,1,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000105227.14,ENSG00000105227,PRX,protein_coding,TRUE,ENSG00000105227,NOT_FOUND,PRESENT,periaxin,PRX,protein_coding,4621,4621,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.027075420154201255,"[{""id"":""expression_atlas"",""score"":0.22268505116513682}]","[{""id"":""rna_expression"",""score"":0.22268505116513682}]",PRESENT,1,0.027075420154201255,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000034971.16,ENSG00000034971,MYOC,protein_coding,TRUE,ENSG00000034971,CHEMBL4105967,PRESENT,myocilin,MYOC,protein_coding,2328,2328,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.018780610960086104,"[{""id"":""europepmc"",""score"":0.0697431720593332},{""id"":""expression_atlas"",""score"":0.13702760178165937}]","[{""id"":""literature"",""score"":0.0697431720593332},{""id"":""rna_expression"",""score"":0.13702760178165937}]",PRESENT,1,0.018780610960086104,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Myocilin"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4105967"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000120156.20,ENSG00000120156,TEK,protein_coding,TRUE,ENSG00000120156,CHEMBL2111375|CHEMBL4128,PRESENT,TEK receptor tyrosine kinase,TEK,protein_coding,13943,13943,7,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.040501332325259751,"[{""id"":""europepmc"",""score"":0.22770048024543263},{""id"":""expression_atlas"",""score"":0.27618296135495946}]","[{""id"":""literature"",""score"":0.22770048024543263},{""id"":""rna_expression"",""score"":0.27618296135495946}]",PRESENT,1,0.040501332325259751,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,2,"[{""organism"":""Homo sapiens"",""pref_name"":""Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2)"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2111375"",""target_type"":""SELECTIVITY GROUP"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Angiopoietin-1 receptor"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4128"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000132622.10,ENSG00000132622,HSPA12B,protein_coding,TRUE,ENSG00000132622,NOT_FOUND,PRESENT,heat shock protein family A (Hsp70) member 12B,HSPA12B,protein_coding,274,274,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.023608761117258754,"[{""id"":""europepmc"",""score"":0.030396539880581056},{""id"":""expression_atlas"",""score"":0.1865739617870065}]","[{""id"":""literature"",""score"":0.030396539880581056},{""id"":""rna_expression"",""score"":0.1865739617870065}]",PRESENT,1,0.023608761117258754,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000131477.10,ENSG00000131477,RAMP2,protein_coding,TRUE,ENSG00000131477,CHEMBL2109232|CHEMBL2364173,PRESENT,receptor activity modifying protein 2,RAMP2,protein_coding,1263,1263,2,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.018866875301917847,"[{""id"":""europepmc"",""score"":0.012158615952232422},{""id"":""expression_atlas"",""score"":0.15213323226840544}]","[{""id"":""literature"",""score"":0.012158615952232422},{""id"":""rna_expression"",""score"":0.15213323226840544}]",PRESENT,1,0.018866875301917847,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,2,"[{""organism"":""Homo sapiens"",""pref_name"":""Adrenomedullin receptor AM1; CALCRL/RAMP2"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2109232"",""target_type"":""PROTEIN COMPLEX"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Amylin receptor AMY2; CALCR/RAMP2"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2364173"",""target_type"":""PROTEIN COMPLEX"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000150625.16,ENSG00000150625,GPM6A,protein_coding,TRUE,ENSG00000150625,NOT_FOUND,PRESENT,glycoprotein M6A,GPM6A,protein_coding,586,586,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0895984330796437,"[{""id"":""europepmc"",""score"":0.6706658785318202},{""id"":""expression_atlas"",""score"":0.26498886445426956}]","[{""id"":""literature"",""score"":0.6706658785318202},{""id"":""rna_expression"",""score"":0.26498886445426956}]",PRESENT,1,0.0895984330796437,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000183090.5,ENSG00000183090,FREM3,protein_coding,TRUE,ENSG00000183090,NOT_FOUND,PRESENT,FRAS1 related extracellular matrix 3,FREM3,protein_coding,117,117,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000072163.19,ENSG00000072163,LIMS2,protein_coding,TRUE,ENSG00000072163,NOT_FOUND,PRESENT,LIM zinc finger domain containing 2,LIMS2,protein_coding,252,252,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.041168608907608643,"[{""id"":""europepmc"",""score"":0.2994059178237234},{""id"":""expression_atlas"",""score"":0.15676104056204265}]","[{""id"":""literature"",""score"":0.2994059178237234},{""id"":""rna_expression"",""score"":0.15676104056204265}]",PRESENT,1,0.041168608907608643,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000130307.11,ENSG00000130307,USHBP1,protein_coding,TRUE,ENSG00000130307,NOT_FOUND,PRESENT,USH1 protein network component harmonin binding protein 1,USHBP1,protein_coding,81,81,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.023467120958614019,"[{""id"":""gwas_credible_sets"",""score"":0.03860163204563635}]","[{""id"":""genetic_association"",""score"":0.03860163204563635}]",PRESENT,1,0.023467120958614019,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000171819.4,ENSG00000171819,ANGPTL7,protein_coding,TRUE,ENSG00000171819,NOT_FOUND,PRESENT,angiopoietin like 7,ANGPTL7,protein_coding,486,486,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.01073259898004374,"[{""id"":""expression_atlas"",""score"":0.08827155181320738}]","[{""id"":""rna_expression"",""score"":0.08827155181320738}]",PRESENT,1,0.01073259898004374,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000168309.16,ENSG00000168309,FAM107A,protein_coding,TRUE,ENSG00000168309,NOT_FOUND,PRESENT,family with sequence similarity 107 member A,FAM107A,protein_coding,410,410,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.033311972496657821,"[{""id"":""europepmc"",""score"":0.04255515583281348},{""id"":""expression_atlas"",""score"":0.26333953741982047}]","[{""id"":""literature"",""score"":0.04255515583281348},{""id"":""rna_expression"",""score"":0.26333953741982047}]",PRESENT,1,0.033311972496657821,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000120903.12,ENSG00000120903,CHRNA2,protein_coding,TRUE,ENSG00000120903,CHEMBL2109230|CHEMBL2109236|CHEMBL4524133|CHEMBL4804182,PRESENT,cholinergic receptor nicotinic alpha 2 subunit,CHRNA2,protein_coding,568,568,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,4,"[{""organism"":""Homo sapiens"",""pref_name"":""Neuronal acetylcholine receptor; alpha2/beta4"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2109230"",""target_type"":""PROTEIN COMPLEX"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Neuronal acetylcholine receptor; alpha2/beta2"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2109236"",""target_type"":""PROTEIN COMPLEX"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Nicotinic Acetylcholine Receptor"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4524133"",""target_type"":""PROTEIN COMPLEX GROUP"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Neuronal acetylcholine receptor"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4804182"",""target_type"":""PROTEIN COMPLEX GROUP"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000101331.15,ENSG00000101331,CCM2L,protein_coding,TRUE,ENSG00000101331,NOT_FOUND,PRESENT,CCM2 like scaffold protein,CCM2L,protein_coding,59,59,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.012188743607501466,"[{""id"":""expression_atlas"",""score"":0.1002477885261563}]","[{""id"":""rna_expression"",""score"":0.1002477885261563}]",PRESENT,1,0.012188743607501466,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000243566.6,ENSG00000243566,UPK3B,protein_coding,TRUE,ENSG00000243566,NOT_FOUND,PRESENT,uroplakin 3B,UPK3B,protein_coding,339,339,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.015144957417027033,"[{""id"":""expression_atlas"",""score"":0.12456152473708403}]","[{""id"":""rna_expression"",""score"":0.12456152473708403}]",PRESENT,1,0.015144957417027033,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000122679.8,ENSG00000122679,RAMP3,protein_coding,TRUE,ENSG00000122679,CHEMBL2111190|CHEMBL2111191,PRESENT,receptor activity modifying protein 3,RAMP3,protein_coding,987,987,2,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.022207907311305571,"[{""id"":""expression_atlas"",""score"":0.1826516060590598}]","[{""id"":""rna_expression"",""score"":0.1826516060590598}]",PRESENT,1,0.022207907311305571,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,2,"[{""organism"":""Homo sapiens"",""pref_name"":""Amylin receptor AMY3; CALCR/RAMP3"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2111190"",""target_type"":""PROTEIN COMPLEX"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Adrenomedullin receptor, AM2; CALCRL/RAMP3"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2111191"",""target_type"":""PROTEIN COMPLEX"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000162367.11,ENSG00000162367,TAL1,protein_coding,TRUE,ENSG00000162367,NOT_FOUND,PRESENT,"TAL bHLH transcription factor 1, erythroid differentiation factor",TAL1,protein_coding,4312,4312,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.28175330866171222,"[{""id"":""cancer_gene_census"",""score"":0.4559480982087158},{""id"":""europepmc"",""score"":0.15029400274287297}]","[{""id"":""literature"",""score"":0.15029400274287297},{""id"":""somatic_mutation"",""score"":0.4559480982087158}]",PRESENT,1,0.28175330866171222,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000075914.12,ENSG00000075914,EXOSC7,protein_coding,TRUE,ENSG00000075914,NOT_FOUND,PRESENT,exosome component 7,EXOSC7,protein_coding,227,227,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000242435.1,ENSG00000242435,UPK3BP1,transcribed_unprocessed_pseudogene,TRUE,ENSG00000242435,NOT_FOUND,PRESENT,uroplakin 3B pseudogene 1,UPK3BP1,transcribed_unprocessed_pseudogene,10,10,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
