EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,ChEMBL_target_ID,ot_target_retrieval_status,ot_target_approved_name,ot_target_approved_symbol,ot_target_biotype,ot_literature_occurrence_count,ot_literature_filtered_count,ot_drug_clinical_candidate_record_count,ot_target_annotation_source,ot_luad_disease_id,ot_luad_disease_name,ot_luad_direct_association_status,ot_luad_direct_association_count,ot_luad_direct_association_score_native,ot_luad_direct_datasource_scores_native_json,ot_luad_direct_datatype_scores_native_json,ot_luad_indirect_association_status,ot_luad_indirect_association_count,ot_luad_indirect_association_score_native,ot_luad_association_source,chembl_target_retrieval_status,chembl_target_record_count,chembl_target_annotations_json,chembl_target_annotation_source
ENSG00000213889.10,ENSG00000213889,PPM1N,protein_coding,FALSE,ENSG00000213889,NOT_FOUND,PRESENT,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",PPM1N,protein_coding,38,38,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000139926.15,ENSG00000139926,FRMD6,protein_coding,FALSE,ENSG00000139926,NOT_FOUND,PRESENT,FERM domain containing 6,FRMD6,protein_coding,735,735,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.01254518284513071,"[{""id"":""europepmc"",""score"":0.10317936592797235}]","[{""id"":""literature"",""score"":0.10317936592797235}]",PRESENT,1,0.01254518284513071,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000271853.5,ENSG00000271853,RP1-178F15.5,processed_transcript,FALSE,NOT_FOUND,NOT_FOUND,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000229091.3,ENSG00000229091,HSPA8P8,processed_pseudogene,FALSE,ENSG00000229091,NOT_FOUND,PRESENT,heat shock protein family A (Hsp70) member 8 pseudogene 8,HSPA8P8,processed_pseudogene,2,2,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000106003.12,ENSG00000106003,LFNG,protein_coding,TRUE,ENSG00000106003,NOT_FOUND,PRESENT,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,LFNG,protein_coding,821,821,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0046197481835587723,"[{""id"":""europepmc"",""score"":0.037995674850726316}]","[{""id"":""literature"",""score"":0.037995674850726316}]",PRESENT,1,0.0046197481835587723,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000123130.16,ENSG00000123130,ACOT9,protein_coding,FALSE,ENSG00000123130,CHEMBL4295987,PRESENT,acyl-CoA thioesterase 9,ACOT9,protein_coding,191,191,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Acyl-coenzyme A thioesterase 9, mitochondrial"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4295987"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000166483.10,ENSG00000166483,WEE1,protein_coding,FALSE,ENSG00000166483,CHEMBL4630732|CHEMBL5169067|CHEMBL5491,PRESENT,WEE1 G2 checkpoint kinase,WEE1,protein_coding,118990,118990,2,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.010094403224324866,"[{""id"":""europepmc"",""score"":0.08302263402333594}]","[{""id"":""literature"",""score"":0.08302263402333594}]",PRESENT,1,0.010094403224324866,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,3,"[{""organism"":""Homo sapiens"",""pref_name"":""Protein cereblon/Wee1-like protein kinase"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4630732"",""target_type"":""PROTEIN-PROTEIN INTERACTION"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""von Hippel-Lindau disease tumor suppressor/Wee1-like protein kinase"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL5169067"",""target_type"":""PROTEIN-PROTEIN INTERACTION"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Wee1-like protein kinase"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL5491"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000002549.12,ENSG00000002549,LAP3,protein_coding,FALSE,ENSG00000002549,CHEMBL3831223|CHEMBL3965,PRESENT,leucine aminopeptidase 3,LAP3,protein_coding,29133,29133,1,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.004632026929356734,"[{""id"":""europepmc"",""score"":0.030396539880581056},{""id"":""expression_atlas"",""score"":0.03049752790295301}]","[{""id"":""literature"",""score"":0.030396539880581056},{""id"":""rna_expression"",""score"":0.03049752790295301}]",PRESENT,1,0.004632026929356734,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,2,"[{""organism"":""Homo sapiens"",""pref_name"":""Aminopeptidase"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL3831223"",""target_type"":""PROTEIN FAMILY"",""tax_id"":9606},{""organism"":""Homo sapiens"",""pref_name"":""Cytosol aminopeptidase"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL3965"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000225963.7,ENSG00000225963,AC009950.2,antisense,FALSE,ENSG00000225963,NOT_FOUND,PRESENT,"novel transcript, antisense to SP110",ENSG00000225963,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000177875.4,ENSG00000177875,CCDC184,protein_coding,TRUE,ENSG00000177875,NOT_FOUND,PRESENT,coiled-coil domain containing 184,CCDC184,protein_coding,21,21,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000233621.1,ENSG00000233621,LINC01137,antisense,FALSE,ENSG00000233621,NOT_FOUND,PRESENT,lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1,LITATS1,lncRNA,46,46,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.011087395640541052,"[{""id"":""europepmc"",""score"":0.09118961964174316}]","[{""id"":""literature"",""score"":0.09118961964174316}]",PRESENT,1,0.011087395640541052,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000249858.2,ENSG00000249858,SNX5P1,processed_pseudogene,FALSE,ENSG00000249858,NOT_FOUND,PRESENT,sorting nexin 5 pseudogene 1,SNX5P1,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000101000.5,ENSG00000101000,PROCR,protein_coding,FALSE,ENSG00000101000,NOT_FOUND,PRESENT,protein C receptor,PROCR,protein_coding,3758,3758,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.022041331889112632,"[{""id"":""europepmc"",""score"":0.18128158645446532}]","[{""id"":""literature"",""score"":0.18128158645446532}]",PRESENT,1,0.022041331889112632,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000100038.19,ENSG00000100038,TOP3B,protein_coding,FALSE,ENSG00000100038,NOT_FOUND,PRESENT,DNA topoisomerase III beta,TOP3B,protein_coding,358,358,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000205571.13,ENSG00000205571,SMN2,protein_coding,FALSE,ENSG00000205571,CHEMBL1293232,PRESENT,"survival of motor neuron 2, centromeric",SMN2,protein_coding,3576,3576,4,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0029566388374776143,"[{""id"":""europepmc"",""score"":0.024317231904464845}]","[{""id"":""literature"",""score"":0.024317231904464845}]",PRESENT,1,0.0029566388374776143,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Survival motor neuron protein"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL1293232"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000237945.7,ENSG00000237945,LINC00649,antisense,FALSE,ENSG00000237945,NOT_FOUND,PRESENT,long independently transcribed non-coding RNA 649,LINC00649,lncRNA,53,53,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000261614.1,ENSG00000261614,CSDAP1,processed_pseudogene,FALSE,ENSG00000261614,NOT_FOUND,PRESENT,Y-box binding protein 3 pseudogene 1,YBX3P1,transcribed_processed_pseudogene,10,10,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0036957985468470188,"[{""id"":""europepmc"",""score"":0.030396539880581056}]","[{""id"":""literature"",""score"":0.030396539880581056}]",PRESENT,1,0.0036957985468470188,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000141431.10,ENSG00000141431,ASXL3,protein_coding,TRUE,ENSG00000141431,NOT_FOUND,PRESENT,ASXL transcriptional regulator 3,ASXL3,protein_coding,495,495,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000248866.1,ENSG00000248866,USP46-AS1,lincRNA,FALSE,ENSG00000248866,NOT_FOUND,PRESENT,USP46 divergent transcript,USP46-DT,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000186710.11,ENSG00000186710,CFAP73,protein_coding,FALSE,ENSG00000186710,NOT_FOUND,PRESENT,cilia and flagella associated protein 73,CFAP73,protein_coding,31,31,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000237797.1,ENSG00000237797,RP11-472N13.3,lincRNA,FALSE,ENSG00000237797,NOT_FOUND,PRESENT,macrophage enriched lincRNA repressor of IFN-gamma signaling,MACORIS,lncRNA,4,4,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000239642.5,ENSG00000239642,MEIKIN,protein_coding,TRUE,ENSG00000239642,NOT_FOUND,PRESENT,meiotic kinetochore factor,MEIKIN,protein_coding,241,241,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000010282.14,ENSG00000010282,HHATL,protein_coding,TRUE,ENSG00000010282,NOT_FOUND,PRESENT,hedgehog acyltransferase like,HHATL,protein_coding,89,89,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000189362.11,ENSG00000189362,NEMP2,protein_coding,FALSE,ENSG00000189362,NOT_FOUND,PRESENT,nuclear envelope integral membrane protein 2,NEMP2,protein_coding,35,35,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000256385.1,ENSG00000256385,UBE2NP1,processed_pseudogene,FALSE,ENSG00000256385,NOT_FOUND,PRESENT,ubiquitin conjugating enzyme E2 N pseudogene 1,UBE2NP1,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000237278.2,ENSG00000237278,RLIMP2,processed_pseudogene,FALSE,ENSG00000237278,NOT_FOUND,PRESENT,"ring finger protein, LIM domain interacting pseudogene 2",RLIMP2,processed_pseudogene,2,2,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000232713.2,ENSG00000232713,AC010733.5,processed_pseudogene,FALSE,ENSG00000232713,NOT_FOUND,PRESENT,ribosomal protein S12 pseudogene 3,RPS12P3,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000271828.1,ENSG00000271828,CTD-2310F14.1,antisense,FALSE,ENSG00000271828,NOT_FOUND,PRESENT,"novel transcript, antisense to MIER3",ENSG00000271828,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000168936.10,ENSG00000168936,TMEM129,protein_coding,FALSE,ENSG00000168936,NOT_FOUND,PRESENT,"transmembrane protein 129, E3 ubiquitin ligase",TMEM129,protein_coding,97,97,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000284541.1,ENSG00000284541,MIR4517,miRNA,FALSE,ENSG00000284541,NOT_FOUND,PRESENT,microRNA 4517,MIR4517,miRNA,4,4,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000168065.15,ENSG00000168065,SLC22A11,protein_coding,TRUE,ENSG00000168065,CHEMBL2073677,PRESENT,solute carrier family 22 member 11,SLC22A11,protein_coding,353,353,1,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Solute carrier family 22 member 11"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2073677"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000278878.1,ENSG00000278878,CH507-145C22.3,lincRNA,TRUE,NOT_FOUND,NOT_FOUND,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000276692.1,ENSG00000276692,RP11-104G3.7,processed_pseudogene,FALSE,NOT_FOUND,NOT_FOUND,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000165716.10,ENSG00000165716,FAM69B,protein_coding,TRUE,ENSG00000165716,NOT_FOUND,PRESENT,divergent protein kinase domain 1B,DIPK1B,protein_coding,26,26,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000095951.16,ENSG00000095951,HIVEP1,protein_coding,FALSE,ENSG00000095951,CHEMBL2909,PRESENT,HIVEP zinc finger 1,HIVEP1,protein_coding,247,247,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0073915970936940375,"[{""id"":""europepmc"",""score"":0.06079307976116211}]","[{""id"":""literature"",""score"":0.06079307976116211}]",PRESENT,1,0.0073915970936940375,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Zinc finger protein 40"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL2909"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000224497.1,ENSG00000224497,RPL36P4,processed_pseudogene,TRUE,ENSG00000224497,NOT_FOUND,PRESENT,ribosomal protein L36 pseudogene 4,RPL36P4,processed_pseudogene,5,5,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000174840.8,ENSG00000174840,PDE12,protein_coding,FALSE,ENSG00000174840,CHEMBL4523342,PRESENT,phosphodiesterase 12,PDE12,protein_coding,510,510,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0073915970936940375,"[{""id"":""europepmc"",""score"":0.06079307976116211}]","[{""id"":""literature"",""score"":0.06079307976116211}]",PRESENT,1,0.0073915970936940375,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""2',5'-phosphodiesterase 12"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4523342"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000280202.1,ENSG00000280202,RP5-1180D12.1,TEC,TRUE,ENSG00000280202,NOT_FOUND,PRESENT,,ENSG00000280202,,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000239407.5,ENSG00000239407,LL0XNC01-237H1.2,lincRNA,FALSE,NOT_FOUND,NOT_FOUND,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000189433.5,ENSG00000189433,GJB4,protein_coding,TRUE,ENSG00000189433,NOT_FOUND,PRESENT,gap junction protein beta 4,GJB4,protein_coding,329,329,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0014783194187388072,"[{""id"":""europepmc"",""score"":0.012158615952232422}]","[{""id"":""literature"",""score"":0.012158615952232422}]",PRESENT,1,0.0014783194187388072,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000207166.1,ENSG00000207166,SNORA68,snoRNA,FALSE,ENSG00000207166,NOT_FOUND,PRESENT,"small nucleolar RNA, H/ACA box 68",SNORA68,snoRNA,23,23,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
