artifact_id,relative_path,artifact_class,file_size_bytes,sha256,generated_by,input_dependencies_if_known,git_tracking_status,over_100mb,large_output_artifact,untracked_large_file
ART-6af7ea0c4f8b8ceb,outputs/evidence_layer/evidence_qc.csv,B,1739,65991a542518d1d432cb53797fe759e61fe5d0b5e4dda5afc81044221dc6d9f1,analysis/10_build_evidence_layer.py,outputs/identifier_normalization/identifier_mapping.csv|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-8b4fb19723dd7e57,outputs/evidence_layer/evidence_registry.csv,B,14994864,13b6db140c920a60ae3f827ac9df4c4e08916472aa8daafb349acd3a60192405,analysis/10_build_evidence_layer.py,outputs/identifier_normalization/identifier_mapping.csv|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-8ead89bddcbe865c,outputs/evidence_layer/evidence_summary.md,B,2427,5dbf8bd8c5c5aeea516f88bfc693dd1e30642288686e33ba468b03bb940c2226,analysis/10_build_evidence_layer.py,outputs/identifier_normalization/identifier_mapping.csv|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-d7e4e9d66e9c3c51,outputs/evidence_layer/session_info.txt,B,4927,2e1331f88685c5686e7e1f9dbf13e5f741ae46a8c460d1da8af596ef85c08d5c,analysis/10_build_evidence_layer.py,outputs/identifier_normalization/identifier_mapping.csv|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-4d17aa717efa8679,outputs/evidence_ontology/evidence_domain_registry.csv,B,4995,ee62ce66f2ca4726c9365da347198251b9bd77d2dead87b8409221505f2d03b8,analysis/13_build_evidence_ontology.py,outputs/integrated_registry|Task #013 ontology definitions,TRACKED_GIT,FALSE,FALSE,FALSE
ART-5f888f2d5e993a9f,outputs/evidence_ontology/evidence_independence_map.csv,B,8820,d99bbaa8fe5e6229774ac2bf73d84de8fbd367e585d692eb1273ecc7b5c53945,analysis/13_build_evidence_ontology.py,outputs/integrated_registry|Task #013 ontology definitions,TRACKED_GIT,FALSE,FALSE,FALSE
ART-ffff054f686cb817,outputs/evidence_ontology/evidence_ontology_summary.md,B,4819,ffaa47921a4e15d8f814582bfa30add1dbedbf7d987afb2bb81d5072bddf195b,analysis/13_build_evidence_ontology.py,outputs/integrated_registry|Task #013 ontology definitions,TRACKED_GIT,FALSE,FALSE,FALSE
ART-08542d5135f183a8,outputs/evidence_ontology/evidence_source_lineage.csv,B,2691,e9496e8bbf953fdffdbaed7e09936a8493230fc74939597537f8960fabf19f2c,analysis/13_build_evidence_ontology.py,outputs/integrated_registry|Task #013 ontology definitions,TRACKED_GIT,FALSE,FALSE,FALSE
ART-8743d3d13fc3245c,outputs/evidence_ontology/session_info.txt,B,2702,938d2b0867404ccb67f8ed2540309ff4335b7ada0628c7a70c81b98be3498516,analysis/13_build_evidence_ontology.py,outputs/integrated_registry|Task #013 ontology definitions,TRACKED_GIT,FALSE,FALSE,FALSE
ART-0ceda592ce880e46,outputs/final_sample_qc/batch_by_tss.csv,B,5780,72c0830f9a66da0f4ae8078b5b847884171e3deeb61b9013beaaf225ef77dc87,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-da0216e0b6daedaa,outputs/final_sample_qc/case_pairing_summary.csv,B,248,d50ed687ecc6053082faa19c5ac7bacd77686e408fb0d2cba56690d099ff80e3,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-2e774088578ecf0e,outputs/final_sample_qc/design_diagnostics.csv,B,3957,e59ee814d8fb314edec01c4c06db59d47a0866c97b0925d22435dd881d952cee,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-24c8aea2a816948c,outputs/final_sample_qc/exclusion_audit.csv,B,9392,99606b331af073482fa97f0de3ccdfb7facc61c485cde6fd7a9c76a4bb49fc5d,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-ad9caa39e0013150,outputs/final_sample_qc/ffpe_cluster_assessment.csv,B,644,f4e14debabcd6a00175a129a08def5f9d363178abbad522e9adefe1d133bd915,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-911538b3c456da5c,outputs/final_sample_qc/figures/library_size_diagnostic.png,B,54179,70c88146dc00cc2c67b3ddf8f1c4b476063c28eb7c38a9c457892975c3d00909,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-c82b9b39a93ce20b,outputs/final_sample_qc/figures/mds_by_group.png,B,137686,392b0b64d732c49d4add2cf73e699a8d9e8784692d93d600ff446592b427ef7c,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-c3ff151a8c071725,outputs/final_sample_qc/figures/pc2_vs_rle_christiana.png,B,183674,fb8ccdc251bf69f58e259d340bbfb722d2bdb32bbe1ec8f0b4e6a619d9bf0e86,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-35f897c52724479a,outputs/final_sample_qc/figures/pc2_vs_rle_prior_ffpe_cases.png,B,181352,0bd29aaa50aefa7aa34e1847db0d248333a2efe641d8fbf67d6139af5d506917,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-bd2c9578402fca5b,outputs/final_sample_qc/figures/pca_christiana_highlight.png,B,192522,1af0cfbd7bbee09a294e570b76f0b0d1fe9cc3e0cacceed59bfb9c06225f576e,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-60fa5a84b5bc6d12,outputs/final_sample_qc/figures/pca_logcpm_by_group.png,B,135276,4a6d4ac925897cc87854a3324d1c2df722f43d1049865a0e2efc631a2cb28c12,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-dc58647af25e60ca,outputs/final_sample_qc/figures/pca_prior_ffpe_cases_highlight.png,B,191754,bff697bf908e858877f5c34d5cbc178640eda087a4b4ee1f0827bb12534d01a8,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-f7ba4c4a80ee42c6,outputs/final_sample_qc/figures/rle_sample_summary.png,B,82778,0809b343f9be25a54f8213e4295c5e99612af35f2dedb9a8f39492c8f81c98dd,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-aada38cd547d1d61,outputs/final_sample_qc/figures/tmm_normalization_factor_diagnostic.png,B,55394,88c5f27b5aa7ef6701468c1ee785c61ae20133435caace2cd7f9e8dea6f6fc16,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-9f2d8127f281ba87,outputs/final_sample_qc/final_cohort_ledger.csv,B,404610,b746c49025f886d4cb4bdd6d9a492ae4a9a5e9af021c8b5254c778e2a9ff8a91,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-24bf3f5e3bb800f2,outputs/final_sample_qc/final_sample_qc_summary.md,B,5294,a5c18361788c8bf73135323fbd364d4700235b4b51b9ee146d54b75d61480de6,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-4ba32505e6797c23,outputs/final_sample_qc/gene_filter_status.csv,B,3419677,4bd58e1ee961403f85dbaede723a1316a0f53bddda13b6d398acab72b84baf51,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-1f54a5cd8f66deb0,outputs/final_sample_qc/sample_qc_metrics.csv,B,235498,271e8032486d8e76688c66b1600937b95a80fe8c9c5ba2e6ae04cc994fa2beb4,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-e5f05b5be422a230,outputs/final_sample_qc/sample_type_by_batch.csv,B,714,ad8ba898704469e48edb5ee98a5df147e38f3cb2fa5d22c8638846f11a86e686,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-964c224d4efba859,outputs/final_sample_qc/sample_type_by_tss.csv,B,1996,e621834eb576de80d485ab33015640dac671c624c88b99961188e077315c2f3d,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-463ce97103cc3e33,outputs/final_sample_qc/technical_duplicate_resolution.csv,B,2970,7159affa7ed55654732b3c147f4b52c29a2217cef2fb7dc20df9187c9eb8cb39,analysis/05_final_cohort_qc.R,outputs/replicate_ffpe_audit|outputs/sample_qc|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-bd3d82549288e00c,outputs/identifier_normalization/identifier_mapping.csv,B,13194062,ff50b9cc50006710e681bd0d0f21fa3790becc3cd20a476dbbb6ac5459c1594e,analysis/09_identifier_normalization.py,outputs/candidate_registry/candidate_registry.csv|external identifier source files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-bbbbd56efeee7bbb,outputs/identifier_normalization/mapping_qc.csv,B,3630,b64917f9bbe0cf3d752b3056594c2d5f8dc4940ea1c0b4e938498d800ce2fcd0,analysis/09_identifier_normalization.py,outputs/candidate_registry/candidate_registry.csv|external identifier source files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-54f43a9460c4f419,outputs/identifier_normalization/mapping_summary.md,B,2582,b8948a8064c2433c9169b08acd779418cb4bf668aa57a2a5661695d150dc2298,analysis/09_identifier_normalization.py,outputs/candidate_registry/candidate_registry.csv|external identifier source files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-bfa34f4e208ef5c8,outputs/identifier_normalization/session_info.txt,B,2649,b3dd38f7cf6bec67759dfe3385a4c06fc9e071a383251ca5d43a0290e475dca7,analysis/09_identifier_normalization.py,outputs/candidate_registry/candidate_registry.csv|external identifier source files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-dc29bb8a884fb995,outputs/integrated_registry/integrated_registry_qc.csv,B,11651,8f838057578785ec85b3b570b4e4d177742f513d20843af322e30380511067c2,analysis/12_build_integrated_registry.py,outputs/candidate_registry|outputs/identifier_normalization|outputs/evidence_layer|outputs/tractability_safety,TRACKED_GIT,FALSE,FALSE,FALSE
ART-cda9cde5fa38d75b,outputs/integrated_registry/integrated_registry_summary.md,B,2933,3eccf5643712421eb8cef543613f28cf81bb4f57aad3f7cc5f15e3ba3b5aef92,analysis/12_build_integrated_registry.py,outputs/candidate_registry|outputs/identifier_normalization|outputs/evidence_layer|outputs/tractability_safety,TRACKED_GIT,FALSE,FALSE,FALSE
ART-ba544376134f294c,outputs/integrated_registry/integrated_target_registry.csv,D,60222492,0587fc6901267b18c8144644571f89ac2cc46053b57ea5def4093795fdbc4c26,analysis/12_build_integrated_registry.py,outputs/candidate_registry|outputs/identifier_normalization|outputs/evidence_layer|outputs/tractability_safety,TRACKED_GIT,FALSE,TRUE,FALSE
ART-cbe39e97b7f4910a,outputs/integrated_registry/session_info.txt,B,2322,76bd117ccb290b9fff1415232b8dc4b16cfce3a0fa5c2af21623bba7479c42ad,analysis/12_build_integrated_registry.py,outputs/candidate_registry|outputs/identifier_normalization|outputs/evidence_layer|outputs/tractability_safety,TRACKED_GIT,FALSE,FALSE,FALSE
ART-cb8efe037c92f2c2,outputs/reconnaissance/key_metadata_summary.csv,B,2093,58c99022048543ad4e8e7384ac59e99639d8c7fff3941183e317b3c8c50a32b7,analysis/01_tcga_luad_reconnaissance.R,external recount3 TCGA-LUAD gencode_v26 project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-2f8c4679812d1b35,outputs/reconnaissance/project_record.csv,B,471,9f40aee081de380c9e00f4b76a720ac4729124f7fc1c750f6a104a56ecc2cf5b,analysis/01_tcga_luad_reconnaissance.R,external recount3 TCGA-LUAD gencode_v26 project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-122eeefea3ae8fc2,outputs/reconnaissance/reconnaissance_summary.md,B,47673,cbbaed8a22ab6c96a0daa5e31273e5aa19231cf6899455ced9fc5e55c9b33bf1,analysis/01_tcga_luad_reconnaissance.R,external recount3 TCGA-LUAD gencode_v26 project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-8ba2a1f1e66a5df1,outputs/reconnaissance/sample_type_counts.csv,B,233,626255637b6c69fa31a49a50e80cfe0de0ed67f38089bd2932b66804e55d2b7c,analysis/01_tcga_luad_reconnaissance.R,external recount3 TCGA-LUAD gencode_v26 project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-19dfe1a7a9c88b3f,outputs/replicate_ffpe_audit/a278_aliquot_audit.csv,B,16178,bc59a8bad68c574acb823f37282d2bd04c24a650285eecec0bc20be3fa0b737d,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-1dc90a31b47b6848,outputs/replicate_ffpe_audit/barcode_parser_validation.csv,B,1114,acc092e74fe95937ceb33435c6f4d7cd98303d232530670aaf127fedc1b5f7a2,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-b4650d4da2554bc8,outputs/replicate_ffpe_audit/canonical_non_ffpe_scenario.csv,B,1300,ef673293750c21649972c33ab81bc653e9690e0a5b027ebc4a58c6f5c03b3734,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-24ee75ed3182240f,outputs/replicate_ffpe_audit/christiana_ffpe_comparison.csv,B,39307,8a983b7d3e37c8fd52e5582eb6805b47aa73b237b7f6abf8a845f95a740fc5df,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-54c362e5d0f4023f,outputs/replicate_ffpe_audit/coldata_field_inventory.csv,B,102648,f61ff18727905887902c6279199ecf45a79737ada2588ddd0091c1bb832471c8,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-614668d53a96bf42,outputs/replicate_ffpe_audit/evidence_sources.csv,B,947,c28d7531d72481970bf2774a1c8d8e17c0da559b357d7ce5c89464f64008185c,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-daa1fdfe39e11b96,outputs/replicate_ffpe_audit/metadata_concept_availability.csv,B,13935,39482188c61853c43066f140de25ea1448a8bbf90557f32a40c5b98ec9a36f5d,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-32025659ab2039e6,outputs/replicate_ffpe_audit/repeat_structure_summary.csv,B,540,92f10ed7c51fa84591a79eff2007d43a3d8b57774e1d3b5fad8fb6cacde12ee4,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-5714102bf1e032cc,outputs/replicate_ffpe_audit/repeated_sample_decision_table.csv,B,39252,b847b8b88e442db9b4caaa4383749a1f7992ff94b53e18ec75f03b7d6f1dde34,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-89bccfe8d506abe5,outputs/replicate_ffpe_audit/replicate_ffpe_audit_summary.md,B,7503,21dcbedc6e6f5a4816d00d9a4121b4bddb2fe78a179d5159eb6bdd2d6c833a2c,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-c1d25e8bae0c3e3e,outputs/replicate_ffpe_audit/replicate_pairwise_qc.csv,B,10737,b4b124f51dfb13dcadc288e84bd6434bea06ed75a95e2124d73bcf233df6fa40,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-88549d3b9d9266bf,outputs/replicate_ffpe_audit/rna_biospecimen_hierarchy_ledger.csv,B,565326,78b21a66cb249df6a8b414cd35bba3971bbfc2628caa55058188ad6589d3e11b,analysis/04_tcga_replicate_ffpe_audit.R,outputs/sample_qc|external recount3 cached project files|documented TCGA annotations,TRACKED_GIT,FALSE,FALSE,FALSE
ART-ad8f07ebd9f1f94a,outputs/sample_qc/batch_by_tss_samplelevel.csv,B,5785,4ce0a889e30ec0b03ff33a5c7b53a553f6da3183ec8e39c02fe4225b8b99dc5b,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-9e124d2cb60a74b4,outputs/sample_qc/design_diagnostics.csv,B,625,8aacda3715c8fd1b231b596fdd65e42a33b69b266ae7dcbaf630c03cbd1602b4,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-1cdd6aaa4e9cbcbe,outputs/sample_qc/figures/library_size_diagnostic.png,B,57503,4739c11157b52a45e73d741bf49cb960204f0c85d62903f14e853e3c689e6109,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-71ce913125983341,outputs/sample_qc/figures/mds_by_group.png,B,139566,539d6b6fba32884cbde037a92e24184ec73ae6c9f902683fedb13b4e81533b98,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-e5f7cfc48f7d2fa1,outputs/sample_qc/figures/pca_logcpm_by_group.png,B,114729,c7a01ab08fc1e7d13ed76b7217682086db3a0593dd88420c606f020be04736c7,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-179debdc314b33f6,outputs/sample_qc/figures/rle_sample_summary.png,B,76610,f8a71f4680d4d92509455ae7048221d1adc6d545705d47ecd61dbbb5c99f8a5c,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-521ff4c523ea2f13,outputs/sample_qc/figures/tmm_normalization_factor_diagnostic.png,B,54131,a71d7eed609e8fdbd0fc0bbe6adb50475f1ed494d5e39c1d57458d2768f88ee9,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-1fd55e16f0e21299,outputs/sample_qc/gene_filter_status.csv,B,3419356,705595b23220ff5cdd03562684556bb88cc97f87db029b2b8dbdc2925772447c,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-09781bef757df49a,outputs/sample_qc/matched_case_description.csv,B,3762,0880e7379bc885578f2bf29fc49fcf72dd84dd8bb8909dcf86c02c448bb67820,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-b5ed739e215da249,outputs/sample_qc/sample_level_metadata.csv,B,156664,301e3f200c645e3b46c89499bbb67fa77a5972c6cd4f82046c7efda6c2271f8f,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-61a70c68611f0243,outputs/sample_qc/sample_qc_metrics.csv,B,229798,771e64edb44dce0b05f8c392ac8c9942d9f41b8e499c965f3058d334565a0ad2,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-b947e5ae8426a7d5,outputs/sample_qc/sample_qc_summary.md,B,7451,a4f4835531e5fd499842a41a9413e1156eeb6a78a5bda6868233d87ef1029cc0,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-33eab5fd46316685,outputs/sample_qc/sample_type_by_batch_samplelevel.csv,B,714,393353d6d269c179fd6c63fe6770d6a557a8c4548a3f41a4549b1735f44c7e44,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-47ff0b867969d4ed,outputs/sample_qc/sample_type_by_tss_samplelevel.csv,B,1996,447345228ea2ffba608756802d71a375c9688697f5dd79d03d789d17b6e04e2f,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-5c8eec776f21ad07,outputs/sample_qc/structure_association_summary.csv,B,627,d7c9ecafb4a7301d743eacd3a40c69aa55b5199e8f767055991be80f117cbdcb,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-633f55dd2813812d,outputs/sample_qc/technical_aggregation_audit.csv,B,275774,5b1591e3cac3d6b12e569b28f7abe88ea17d7a7226bf6dde97e31b19a36fa9a9,analysis/03_sample_level_qc.R,outputs/cohort_diagnostics|external recount3 cached project files,TRACKED_GIT,FALSE,FALSE,FALSE
ART-5db801364ec082c7,outputs/tractability_safety/open_targets_schema_snapshot.json,C,1102,ee22cd2df57c7478205303425e8e2dda29d698ec9e077e5a352b51f2d50ce371,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-c9cbff29ba0d8b6e,outputs/tractability_safety/safety_liabilities.csv,B,13068166,1974c890f1413b6b4d1889716695edde26b9474f5bb3f9499af222fe1b2bc638,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-bd67d111e04d90b3,outputs/tractability_safety/session_info.txt,B,11199,42dbc95841511b0f518617c3d4654d835ae6cc97a4b4495cecd16f8ed04a00d5,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-8a15dc20d1dd3387,outputs/tractability_safety/tractability_assessments.csv,D,73386249,3de4af7039fdfc12be9abdb3e80264bf54ff7d0413c4640a67a95b3d7f0dafd3,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,TRUE,FALSE
ART-0ca8876fc1e039f3,outputs/tractability_safety/tractability_safety_qc.csv,B,7785,29c3abeb53d55519700cce5557ccd18fdc33d583d3ad5263bfd51a1b7758706d,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-6a932675c2da4030,outputs/tractability_safety/tractability_safety_registry.csv,B,7777653,83d085383c60ecc68815ad02c12ae74ef52e67a45501880581bc53276b658f84,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
ART-27d061a92fae03ca,outputs/tractability_safety/tractability_safety_summary.md,B,3391,caad3ae0d4cf5e4f8d95208968dcae8e3a9a8562aace67b59ea30959db518dde,analysis/11_build_tractability_safety_layer.py,outputs/identifier_normalization/identifier_mapping.csv|outputs/evidence_layer|official external API snapshots,TRACKED_GIT,FALSE,FALSE,FALSE
